epoch,loss,val_loss,accuracy,val_accuracy
1,0.8640940189361572,0.6930949687957764,0.4285714328289032,0.48351648449897766
2,0.8075738549232483,0.6961376667022705,0.4670329689979553,0.4395604431629181
3,0.7676998376846313,0.6972577571868896,0.5027472376823425,0.4395604431629181
4,0.7373809814453125,0.694796085357666,0.5467032790184021,0.4175824224948883
5,0.758001983165741,0.6922734975814819,0.4862637221813202,0.6043956279754639
6,0.78098464012146,0.6969304084777832,0.46978020668029785,0.4395604431629181
7,0.7351888418197632,0.6953712105751038,0.4972527325153351,0.4615384638309479
8,0.7704944014549255,0.6941443085670471,0.44505494832992554,0.5164835453033447
9,0.7453932762145996,0.693601131439209,0.5192307829856873,0.5054945349693298
10,0.7221539616584778,0.7059441804885864,0.5384615659713745,0.4615384638309479
11,0.7462056875228882,0.7007225751876831,0.48076921701431274,0.4615384638309479
12,0.7259024381637573,0.6987210512161255,0.5521978139877319,0.4395604431629181
13,0.7181769609451294,0.6851065754890442,0.5219780206680298,0.6153846383094788
14,0.7519312500953674,0.6910683512687683,0.47252747416496277,0.5384615659713745
15,0.7438610196113586,0.6853697896003723,0.5,0.5054945349693298
16,0.7174321413040161,0.7062932252883911,0.5494505763053894,0.38461539149284363
17,0.7380061745643616,0.6995330452919006,0.46978020668029785,0.450549453496933
18,0.7288626432418823,0.7144624590873718,0.541208803653717,0.37362638115882874
19,0.7216859459877014,0.693814754486084,0.5192307829856873,0.5274725556373596
20,0.7467754483222961,0.7030320763587952,0.46978020668029785,0.5054945349693298
21,0.7438709735870361,0.7000723481178284,0.44780218601226807,0.4175824224948883
22,0.7200095057487488,0.6965835690498352,0.5274725556373596,0.4395604431629181
23,0.7235631346702576,0.6878173351287842,0.4752747118473053,0.5714285969734192
24,0.7131550312042236,0.6759763360023499,0.5274725556373596,0.6373626589775085
25,0.7205068469047546,0.6962847709655762,0.5054945349693298,0.48351648449897766
26,0.7064213752746582,0.6959415674209595,0.5219780206680298,0.5384615659713745
27,0.7155489325523376,0.7090775966644287,0.5082417726516724,0.37362638115882874
28,0.7018300294876099,0.697987973690033,0.5549450516700745,0.4615384638309479
29,0.7238836884498596,0.6932026147842407,0.5027472376823425,0.5054945349693298
30,0.7384856343269348,0.6957876086235046,0.4972527325153351,0.48351648449897766
31,0.7089314460754395,0.6936266422271729,0.5329670310020447,0.48351648449897766
32,0.7155582904815674,0.6945610046386719,0.5302197933197021,0.49450549483299255
33,0.7496463060379028,0.699721097946167,0.5027472376823425,0.5164835453033447
34,0.7180573344230652,0.698120653629303,0.4862637221813202,0.4065934121608734
35,0.7297633290290833,0.6926762461662292,0.4890109896659851,0.5054945349693298
36,0.7236300706863403,0.7034706473350525,0.49175822734832764,0.47252747416496277
37,0.7213601469993591,0.6893277168273926,0.49175822734832764,0.5274725556373596
38,0.7161535024642944,0.6983978748321533,0.49450549483299255,0.4615384638309479
39,0.7193236947059631,0.695017397403717,0.49175822734832764,0.48351648449897766
40,0.7279672026634216,0.6913874745368958,0.5054945349693298,0.5054945349693298
41,0.7201199531555176,0.6965435147285461,0.5027472376823425,0.47252747416496277
42,0.7309094071388245,0.6908944249153137,0.5027472376823425,0.5384615659713745
43,0.7193007469177246,0.7025555372238159,0.4642857015132904,0.4065934121608734
44,0.7082528471946716,0.7009772062301636,0.5082417726516724,0.4615384638309479
