EntryTime,Type,EntryPrice,SL,TP,Risk,WindowType,WindowHigh,WindowLow,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Is_Consolidating,Is_Tight_Range,Consolidation_Score,Trend_Score,EMA_9_Above_21,EMA_21_Above_50,Price_Above_EMA200_1H,ExitTime,ExitPrice,P&L,R_Multiple,Status
2025-03-11 03:15:00,SELL,2884.29,2885.82,2881.2299999999996,1.5300000000002,0300,2885.82,2884.39,2885.245096898681,2885.940241301785,2887.747802580593,2905.188847491409,1.2180018298182005,0.042228826845365774,0.8108688452134512,0,1,0.5,0.0,0,0,0,2025-03-11 04:00:00,2885.82,-1.5300000000002,-1.0,SL_HIT
2025-03-11 10:15:00,SELL,2894.46,2897.14,2889.1000000000004,2.6799999999998363,1000,2897.14,2894.61,2895.693254093473,2896.3095379984497,2895.531185856863,2904.549993148032,1.578446281867877,0.05453335965492275,1.3003443484014012,0,1,0.5,0.3333333333333333,0,1,0,2025-03-11 10:25:00,2897.14,-2.6799999999998363,-1.0,SL_HIT
2025-03-11 17:00:00,SELL,2910.22,2915.91,2898.8399999999997,5.690000000000055,1630,2915.91,2912.25,2912.8750194956715,2912.908070798302,2911.1668717798534,2905.010263045192,2.155441543248159,0.07406455674306957,1.3415912546954774,0,0,0.0,0.6666666666666666,0,1,1,2025-03-11 17:35:00,2915.91,-5.690000000000055,-1.0,SL_HIT
2025-03-12 03:15:00,SELL,2916.77,2919.58,2911.15,2.8099999999999454,0300,2919.58,2917.01,2917.1881010056213,2916.9193371691204,2917.0244948571867,2906.0244776943673,1.5559762060994182,0.05334586566988203,1.329007868746103,0,0,0.0,0.6666666666666666,1,0,1,2025-03-12 05:10:00,2911.15,5.619999999999891,2.0,TP_HIT
2025-03-12 10:30:00,SELL,2915.47,2921.14,2904.1299999999997,5.670000000000073,1000,2921.14,2915.84,2916.978618905071,2916.354338750496,2915.9542254681796,2906.613786230699,1.9627127512494469,0.06732062930674804,1.4008595883920139,0,0,0.0,1.0,1,1,1,2025-03-12 12:50:00,2921.14,-5.670000000000073,-1.0,SL_HIT
2025-03-12 17:15:00,SELL,2910.82,2923.12,2886.2200000000007,12.299999999999727,1630,2923.12,2916.28,2915.8838166781466,2915.9770576836277,2915.8178955279877,2907.2679481872456,3.293847447525861,0.11315874727828794,1.4737921461618353,0,0,0.0,0.6666666666666666,0,1,1,2025-03-12 19:00:00,2923.12,-12.299999999999727,-1.0,SL_HIT
2025-03-13 03:15:00,SELL,2935.38,2939.31,2927.5200000000004,3.9299999999998363,0300,2939.31,2936.69,2936.454848128416,2935.608005285453,2934.360682779748,2909.5093039371955,1.4016531262698253,0.0477503126092644,1.1553618418193612,0,0,0.0,1.0,1,1,1,2025-03-13 05:00:00,2939.31,-3.9299999999998363,-1.0,SL_HIT
2025-03-13 11:15:00,SELL,2935.16,2940.28,2924.919999999999,5.120000000000346,1000,2940.28,2935.36,2936.9494475118086,2938.355549834352,2939.90641039927,2911.883243628268,1.6708550187822133,0.056925517477146505,0.994764305119512,0,0,0.0,0.3333333333333333,0,0,1,2025-03-13 12:10:00,2940.28,-5.120000000000346,-1.0,SL_HIT
2025-03-13 17:35:00,BUY,2949.87,2941.54,2966.5299999999997,8.329999999999927,1630,2948.08,2941.54,2945.8694785279013,2945.355013702346,2944.774417515887,2913.835892285456,2.8390320914919136,0.09624261718285598,1.1041944216229373,0,0,0.0,1.0,1,1,1,2025-03-13 18:45:00,2966.5299999999997,16.659999999999854,2.0,TP_HIT
2025-03-14 03:25:00,BUY,2988.98,2985.85,2995.2400000000002,3.130000000000109,0300,2987.29,2985.85,2987.2351151225257,2986.4939622920992,2984.002613996769,2919.6997674366194,1.5447421309834921,0.051681246812741874,0.8789922999297421,0,0,0.0,1.0,1,1,1,2025-03-14 03:50:00,2985.85,-3.130000000000109,-1.0,SL_HIT
2025-03-14 10:15:00,SELL,2982.2,2986.29,2974.0199999999995,4.0900000000001455,1000,2986.29,2983.54,2984.23740099531,2985.3198582686437,2986.3101189399094,2924.2472723553024,1.8390497325730948,0.06166755189367228,1.1138480136881628,0,0,0.0,0.3333333333333333,0,0,1,2025-03-14 10:45:00,2986.29,-4.0900000000001455,-1.0,SL_HIT
