TradeID,EntryTime,Type,EntryPrice,SL,TP,Risk,WindowType,WindowHigh,WindowLow,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Is_Consolidating,Is_Tight_Range,Consolidation_Score,Trend_Score,EMA_9_Above_21,EMA_21_Above_50,Price_Above_EMA200_1H,ExitTime,ExitPrice,P&L,R_Multiple,Status,EntryHour,EntryDayOfWeek,RangeSize,RangeSizePct,RangeCategory,TradeID_x,ReachedTP,WaitDuration_Min,BestPossibleP&L,WouldHaveWon,TradeID_y,MaxFavorable_Min30,MinAdverse_Min30,WentAgainstFirst,Duration_Minutes,EMA_Pattern,Risk_Range,ATR_Range,RangeSize_Category,ShouldAvoid
,2025-01-30 11:00:00,BUY,2766.43,2760.25,2778.7899999999995,6.179999999999836,1000,2762.08,2760.25,2763.203275338456,2762.020078745076,2761.2290731316307,2742.8274524233725,1.5723617124207725,0.0568372130298172,1.4644703856892207,0,0,0.0,1.0,1,1,1,2025-01-30 14:25:00,2778.7899999999995,12.359999999999673,2.0,TP_HIT,11.0,3.0,1.8299999999999272,0.0661502369479772,Very Small (<0.1%),142.0,,,,,,,,,,111,5-10,1.2-1.5,<3,False
,2025-02-03 16:45:00,BUY,2809.98,2802.08,2825.78,7.900000000000091,1630,2809.4,2802.08,2805.438860384,2802.718873139737,2799.061807455771,2763.430992270184,2.384930448148364,0.0848735737673707,1.256953350632537,0,0,0.0,1.0,1,1,1,2025-02-03 18:45:00,2825.78,15.800000000000182,2.0,TP_HIT,16.0,0.0,7.320000000000164,0.2605000747336338,Large (0.2-0.3%),148.0,,,,,,,,,,111,5-10,1.2-1.5,7-10,False
104.0,2025-02-06 05:55:00,BUY,2871.39,2861.79,2890.59,9.599999999999907,300,2870.38,2861.79,2869.1271366734663,2868.423836496408,2867.7510052965245,2799.3950525709656,1.8638120909321807,0.0649097507107074,1.244738482192639,0,0,0.0,1.0,1,1,1,2025-02-06 10:45:00,2861.79,-9.599999999999907,-1.0,SL_HIT,5.0,3.0,8.590000000000146,0.2991582473993482,Large (0.2-0.3%),155.0,False,,-0.7599999999997635,False,104.0,0.5599999999999454,7.950000000000273,False,,111,5-10,1.2-1.5,7-10,False
105.0,2025-02-06 10:50:00,SELL,2860.62,2869.66,2842.54,9.039999999999964,1000,2869.66,2867.81,2865.9162148595315,2867.375937014168,2868.127715214121,2802.700069973543,2.145676039029305,0.0750073773877448,1.4590350159782144,0,0,0.0,0.3333333333333333,0,0,1,2025-02-06 16:00:00,2869.66,-9.039999999999964,-1.0,SL_HIT,10.0,3.0,1.849999999999909,0.0646712950339405,Very Small (<0.1%),156.0,True,175.0,26.519999999999985,True,105.0,3.75,0.4699999999997999,False,,001,5-10,1.2-1.5,<3,False
,2025-02-10 03:15:00,BUY,2865.1,2854.81,2885.68,10.289999999999964,300,2863.58,2854.81,2862.654403974357,2862.0825522990644,2862.3628570723617,2822.008876332813,2.301188913790247,0.0803179265571968,1.4830907449358377,0,0,0.0,0.6666666666666666,1,0,1,2025-02-10 10:40:00,2885.68,20.579999999999927,2.0,TP_HIT,3.0,0.0,8.769999999999982,0.3060975184112241,Very Large (>0.3%),161.0,,,,,,,,,,101,10-15,1.2-1.5,7-10,False
,2025-02-10 10:45:00,BUY,2889.37,2878.86,2910.3899999999994,10.509999999999764,1000,2883.52,2878.86,2884.8278341171726,2882.144056322486,2878.4434492923065,2825.703930863848,2.2030028114880844,0.0762450918881307,1.4770823186346125,0,0,0.0,1.0,1,1,1,2025-02-10 17:20:00,2910.3899999999994,21.019999999999527,2.0,TP_HIT,10.0,0.0,4.659999999999855,0.1612808328459095,Medium (0.15-0.2%),162.0,,,,,,,,,,111,10-15,1.2-1.5,3-5,False
,2025-02-11 16:45:00,SELL,2896.7,2901.86,2886.379999999999,5.160000000000309,1630,2901.86,2897.96,2899.9294920664843,2901.812050082333,2905.094310094297,2846.5763422658706,2.618313376540674,0.090389525202495,1.204550147469895,0,0,0.0,0.3333333333333333,0,0,1,2025-02-11 17:00:00,2886.379999999999,10.320000000000618,2.0,TP_HIT,16.0,1.0,3.900000000000091,0.1346359650636963,Small (0.1-0.15%),166.0,,,,,,,,,,001,5-10,1.2-1.5,3-5,False
121.0,2025-02-19 17:00:00,BUY,2939.46,2932.92,2952.54,6.539999999999964,1630,2936.63,2932.92,2936.099368637666,2937.272408654555,2938.5943258231487,2897.045290654026,2.682186403458322,0.0912475898109966,1.2921490692309263,0,0,0.0,0.3333333333333333,0,0,1,2025-02-19 17:00:00,2932.92,-6.539999999999964,-1.0,SL_HIT,17.0,2.0,3.710000000000037,0.1262136582909798,Small (0.1-0.15%),184.0,True,1115.0,15.449999999999818,True,121.0,0.7199999999997999,5.050000000000182,False,,001,5-10,1.2-1.5,3-5,False
128.0,2025-02-24 11:00:00,BUY,2940.73,2935.37,2951.4500000000003,5.360000000000127,1000,2939.97,2935.37,2938.885866831677,2938.9762086227174,2938.614259785486,2915.6578364236584,1.8918792392804151,0.0643336599851198,1.0045753952302263,0,1,0.5,0.6666666666666666,0,1,1,2025-02-24 14:50:00,2935.37,-5.360000000000127,-1.0,SL_HIT,11.0,0.0,4.599999999999909,0.1564237451245068,Medium (0.15-0.2%),192.0,True,165.0,15.449999999999818,True,128.0,5.200000000000273,3.6399999999998727,False,,011,5-10,1.0-1.2,3-5,False
130.0,2025-02-25 17:45:00,BUY,2936.1,2924.12,2960.06,11.980000000000018,1630,2934.7,2924.12,2932.393531248321,2932.620277248861,2934.802022770157,2922.430031459543,3.30803717397196,0.1126677284142897,1.180948703237318,0,0,0.0,0.3333333333333333,0,0,1,2025-02-25 19:15:00,2924.12,-11.980000000000018,-1.0,SL_HIT,17.0,1.0,10.579999999999927,0.3603419502060531,Very Large (>0.3%),196.0,False,,-6.019999999999982,False,130.0,1.400000000000091,2.0099999999997635,False,,001,10-15,1.0-1.2,>10,False
132.0,2025-02-26 10:40:00,SELL,2908.73,2916.23,2893.73,7.5,1000,2916.23,2908.79,2911.042249424177,2913.2114778613613,2915.4755442235896,2921.218134044543,2.122373647580967,0.0729656464361067,1.0862527119119436,0,0,0.0,0.0,0,0,0,2025-02-26 11:50:00,2916.23,-7.5,-1.0,SL_HIT,10.0,2.0,7.440000000000055,0.2557817329212424,Large (0.2-0.3%),198.0,True,380.0,20.820000000000164,True,132.0,0.930000000000291,5.139999999999873,False,,000,5-10,1.0-1.2,7-10,False
135.0,2025-02-27 17:15:00,BUY,2889.14,2884.09,2899.24,5.049999999999727,1630,2888.73,2884.09,2886.9806609256134,2887.009859264051,2888.105552043377,2916.7962900705315,2.720679011981572,0.0941691649411787,1.1107034987797355,0,1,0.5,0.0,0,0,0,2025-02-27 17:30:00,2884.09,-5.049999999999727,-1.0,SL_HIT,17.0,3.0,4.639999999999873,0.1606014246453918,Medium (0.15-0.2%),202.0,False,,3.1700000000000728,True,135.0,1.2800000000002,4.409999999999855,False,,000,5-10,1.0-1.2,3-5,False
