TradeID,EntryTime,Type,EntryPrice,SL,TP,Risk,WindowType,WindowHigh,WindowLow,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Is_Consolidating,Is_Tight_Range,Consolidation_Score,Trend_Score,EMA_9_Above_21,EMA_21_Above_50,Price_Above_EMA200_1H,ExitTime,ExitPrice,P&L,R_Multiple,Status,EntryHour,EntryDayOfWeek,RangeSize,RangeSizePct,RangeCategory,TradeID_x,ReachedTP,WaitDuration_Min,BestPossibleP&L,WouldHaveWon,TradeID_y,MaxFavorable_Min30,MinAdverse_Min30,WentAgainstFirst,Duration_Minutes,Risk_Range,ATR_Range,ShouldAvoid,HighRisk,AvoidConsolidation,AvoidTrade
96.0,2025-01-29 17:15:00,SELL,2753.53,2758.16,2744.270000000001,4.629999999999654,1630,2758.16,2755.9,2756.396139147982,2757.2584793586702,2758.6408890365365,2739.8308481630343,1.968282931604985,0.0714821676758555,1.4781398183885015,0,0,0.0,0.3333333333333333,0,0,1,2025-01-29 17:50:00,2758.16,-4.629999999999654,-1.0,SL_HIT,17.0,2.0,2.2599999999997635,0.0820764618507793,Very Small (<0.1%),140.0,False,,8.769999999999982,True,96.0,0.2999999999997271,2.550000000000182,False,,0-5,1.2-1.5,False,False,False,False
,2025-01-30 03:20:00,BUY,2760.09,2758.23,2763.8100000000004,1.860000000000128,300,2759.96,2758.23,2759.026799362651,2757.625467729544,2755.788189776716,2741.1834105484154,1.078446185163361,0.0390728630285012,0.6380717237819463,1,1,1.0,1.0,1,1,1,2025-01-30 10:55:00,2763.8100000000004,3.720000000000255,2.0,TP_HIT,3.0,3.0,1.7300000000000182,0.0626791155360882,Very Small (<0.1%),141.0,,,,,,,,,,0-5,<0.8,False,False,False,False
,2025-01-30 11:00:00,BUY,2766.43,2760.25,2778.7899999999995,6.179999999999836,1000,2762.08,2760.25,2763.203275338456,2762.020078745076,2761.2290731316307,2742.8274524233725,1.5723617124207725,0.0568372130298172,1.4644703856892207,0,0,0.0,1.0,1,1,1,2025-01-30 14:25:00,2778.7899999999995,12.359999999999673,2.0,TP_HIT,11.0,3.0,1.8299999999999272,0.0661502369479772,Very Small (<0.1%),142.0,,,,,,,,,,5-10,1.2-1.5,False,False,False,False
,2025-01-30 17:00:00,BUY,2782.05,2778.07,2790.01,3.980000000000018,1630,2780.82,2778.07,2780.006167478733,2779.0051188409693,2776.644467199374,2744.920696112826,1.3560215384313994,0.0487418104790136,1.269588962048153,0,0,0.0,1.0,1,1,1,2025-01-30 19:15:00,2790.01,7.960000000000036,2.0,TP_HIT,17.0,3.0,2.75,0.0988479718193418,Very Small (<0.1%),143.0,,,,,,,,,,0-5,1.2-1.5,False,False,False,False
97.0,2025-01-31 04:05:00,BUY,2797.74,2791.77,2809.6799999999994,5.9699999999998,300,2797.15,2791.77,2795.621366377356,2794.8094205281536,2794.04506110606,2749.597687179356,2.24522359874422,0.080251331386913,0.8452897138750577,0,0,0.0,1.0,1,1,1,2025-01-31 12:55:00,2791.77,-5.9699999999998,-1.0,SL_HIT,4.0,4.0,5.380000000000109,0.1922980691558225,Medium (0.15-0.2%),144.0,True,360.0,19.49000000000024,True,97.0,6.019999999999982,0.6300000000001091,False,,5-10,0.8-1.0,False,False,False,False
98.0,2025-01-31 13:00:00,SELL,2793.58,2796.3,2788.1399999999994,2.7200000000002547,1000,2796.3,2794.49,2794.1370350049065,2795.12811986318,2795.5867517946217,2753.5352395875607,1.729051103021077,0.0618937386085623,0.9762617661486198,0,0,0.0,0.3333333333333333,0,0,1,2025-01-31 13:35:00,2796.3,-2.7200000000002547,-1.0,SL_HIT,13.0,4.0,1.8100000000004,0.0647914146006343,Very Small (<0.1%),145.0,False,,2.559999999999945,True,98.0,3.019999999999982,1.2400000000002365,False,,0-5,0.8-1.0,False,False,False,False
99.0,2025-01-31 17:35:00,BUY,2807.81,2804.6,2814.23,3.2100000000000364,1630,2807.66,2804.6,2805.760508232216,2804.139685913141,2800.903031443676,2755.4240142495496,2.118020348083573,0.0754331791710825,1.1729605793501954,0,0,0.0,1.0,1,1,1,2025-01-31 17:35:00,2804.6,-3.2100000000000364,-1.0,SL_HIT,17.0,4.0,3.059999999999945,0.1089817330944738,Small (0.1-0.15%),146.0,True,90.0,9.420000000000073,True,99.0,0.4200000000000727,1.75,False,,0-5,1.0-1.2,False,False,False,False
,2025-02-03 16:45:00,BUY,2809.98,2802.08,2825.78,7.900000000000091,1630,2809.4,2802.08,2805.438860384,2802.718873139737,2799.061807455771,2763.430992270184,2.384930448148364,0.0848735737673707,1.256953350632537,0,0,0.0,1.0,1,1,1,2025-02-03 18:45:00,2825.78,15.800000000000182,2.0,TP_HIT,16.0,0.0,7.320000000000164,0.2605000747336338,Large (0.2-0.3%),148.0,,,,,,,,,,5-10,1.2-1.5,False,False,False,False
,2025-02-04 04:30:00,BUY,2815.41,2811.51,2823.209999999999,3.899999999999636,300,2814.64,2811.51,2814.0822859563714,2814.1205289834475,2815.1838980435427,2769.05472029216,1.4371917070468734,0.0510473326104145,0.7898526954177739,0,0,0.0,0.3333333333333333,0,0,1,2025-02-04 05:40:00,2823.209999999999,7.799999999999272,2.0,TP_HIT,4.0,1.0,3.1299999999996544,0.1111738610006945,Small (0.1-0.15%),149.0,,,,,,,,,,0-5,<0.8,False,False,False,False
101.0,2025-02-04 10:20:00,SELL,2812.4,2816.16,2804.880000000001,3.759999999999764,1000,2816.16,2813.35,2814.503425358811,2816.01038519804,2817.501904720877,2771.9679422382983,1.5738083892849777,0.0559596212944452,0.9245146093832628,0,0,0.0,0.3333333333333333,0,0,1,2025-02-04 12:15:00,2816.16,-3.759999999999764,-1.0,SL_HIT,10.0,1.0,2.809999999999945,0.0999146636324827,Very Small (<0.1%),150.0,False,,0.7200000000002547,True,101.0,1.1900000000000546,4.659999999999855,False,,0-5,0.8-1.0,False,False,False,False
,2025-02-04 16:45:00,BUY,2821.3,2818.94,2826.0200000000004,2.360000000000128,1630,2820.73,2818.94,2819.251277685618,2817.7797377557176,2816.6932260471312,2774.5750530534624,1.6687296088955588,0.0591475422286023,1.0949597219493654,0,0,0.0,1.0,1,1,1,2025-02-04 17:15:00,2826.0200000000004,4.720000000000255,2.0,TP_HIT,16.0,1.0,1.7899999999999636,0.0634459291815816,Very Small (<0.1%),151.0,,,,,,,,,,0-5,1.0-1.2,False,False,False,False
102.0,2025-02-05 03:15:00,SELL,2840.69,2842.68,2836.7100000000005,1.9899999999997813,300,2842.68,2840.77,2841.3427553064207,2841.8047858431487,2841.78024057258,2780.858374473866,0.9065475861699048,0.0319129361588172,0.8119887928014773,0,0,0.0,0.6666666666666666,0,1,1,2025-02-05 03:45:00,2842.68,-1.9899999999997813,-1.0,SL_HIT,3.0,2.0,1.9099999999998545,0.0672371853317276,Very Small (<0.1%),152.0,False,,1.0199999999999818,True,102.0,0.599999999999909,4.059999999999945,False,,0-5,0.8-1.0,False,False,False,False
103.0,2025-02-05 10:15:00,BUY,2859.56,2856.92,2864.84,2.6399999999998727,1000,2859.39,2856.92,2858.1221147632014,2856.9284752502267,2854.070020514024,2785.6998508984343,1.6244989694571608,0.0568094031759138,1.0503829408858014,0,1,0.5,1.0,1,1,1,2025-02-05 11:00:00,2856.92,-2.6399999999998727,-1.0,SL_HIT,10.0,2.0,2.4699999999998,0.0863769251213403,Very Small (<0.1%),153.0,True,60.0,22.92999999999984,True,103.0,1.6199999999998909,1.680000000000291,False,,0-5,1.0-1.2,False,False,False,False
,2025-02-05 17:15:00,SELL,2866.55,2870.37,2858.9100000000008,3.819999999999709,1630,2870.37,2867.01,2868.857998868434,2868.947273217068,2868.0918335035417,2791.207458119036,2.088045583294717,0.0728417639076491,1.1842892522026862,0,1,0.5,0.6666666666666666,0,1,1,2025-02-05 17:45:00,2858.9100000000008,7.639999999999418,2.0,TP_HIT,17.0,2.0,3.3599999999996726,0.1172140726657366,Small (0.1-0.15%),154.0,,,,,,,,,,0-5,1.0-1.2,False,False,False,False
104.0,2025-02-06 05:55:00,BUY,2871.39,2861.79,2890.59,9.599999999999907,300,2870.38,2861.79,2869.1271366734663,2868.423836496408,2867.7510052965245,2799.3950525709656,1.8638120909321807,0.0649097507107074,1.244738482192639,0,0,0.0,1.0,1,1,1,2025-02-06 10:45:00,2861.79,-9.599999999999907,-1.0,SL_HIT,5.0,3.0,8.590000000000146,0.2991582473993482,Large (0.2-0.3%),155.0,False,,-0.7599999999997635,False,104.0,0.5599999999999454,7.950000000000273,False,,5-10,1.2-1.5,False,False,False,False
105.0,2025-02-06 10:50:00,SELL,2860.62,2869.66,2842.54,9.039999999999964,1000,2869.66,2867.81,2865.9162148595315,2867.375937014168,2868.127715214121,2802.700069973543,2.145676039029305,0.0750073773877448,1.4590350159782144,0,0,0.0,0.3333333333333333,0,0,1,2025-02-06 16:00:00,2869.66,-9.039999999999964,-1.0,SL_HIT,10.0,3.0,1.849999999999909,0.0646712950339405,Very Small (<0.1%),156.0,True,175.0,26.519999999999985,True,105.0,3.75,0.4699999999997999,False,,5-10,1.2-1.5,False,False,False,False
,2025-02-06 16:50:00,SELL,2864.97,2868.72,2857.47,3.75,1630,2868.72,2866.31,2866.3899457937537,2865.220124886395,2863.13256922049,2806.05059623627,1.9999559753052,0.0698072222503272,0.9254624096804024,0,0,0.0,1.0,1,1,1,2025-02-06 17:50:00,2857.47,7.5,2.0,TP_HIT,16.0,3.0,2.4099999999998545,0.0841195544804955,Very Small (<0.1%),157.0,,,,,,,,,,0-5,0.8-1.0,False,False,False,False
,2025-02-07 03:15:00,BUY,2856.9,2855.63,2859.44,1.2699999999999818,300,2856.67,2855.63,2856.303930568079,2855.826471103218,2854.6849016016845,2810.498337299488,0.8880288355543101,0.031083651354766,0.7927090568709589,0,1,0.5,1.0,1,1,1,2025-02-07 04:00:00,2859.44,2.539999999999964,2.0,TP_HIT,3.0,4.0,1.0399999999999636,0.036403094263011,Very Small (<0.1%),158.0,,,,,,,,,,0-5,<0.8,False,False,False,False
106.0,2025-02-07 10:25:00,BUY,2863.61,2860.52,2869.7900000000004,3.090000000000145,1000,2863.36,2860.52,2863.058246647379,2864.1620508781407,2864.8311563262387,2814.1312948872096,1.590084365612799,0.0555272668279828,1.2466242220786958,0,0,0.0,0.3333333333333333,0,0,1,2025-02-07 10:50:00,2860.52,-3.090000000000145,-1.0,SL_HIT,10.0,4.0,2.840000000000145,0.0991755162190432,Very Small (<0.1%),159.0,True,135.0,23.06999999999971,True,106.0,0.6300000000001091,1.4699999999998,False,,0-5,1.2-1.5,False,False,False,False
,2025-02-07 16:55:00,SELL,2863.61,2867.0,2856.8300000000004,3.3899999999998727,1630,2867.0,2864.77,2865.273417984764,2865.844726485842,2866.066262554343,2817.174104382605,1.492282412161991,0.0521119290742102,0.9950795144944204,0,1,0.5,0.3333333333333333,0,0,1,2025-02-07 17:30:00,2856.8300000000004,6.779999999999745,2.0,TP_HIT,16.0,4.0,2.230000000000018,0.0778737328057947,Very Small (<0.1%),160.0,,,,,,,,,,0-5,0.8-1.0,False,False,False,False
,2025-02-10 03:15:00,BUY,2865.1,2854.81,2885.68,10.289999999999964,300,2863.58,2854.81,2862.654403974357,2862.0825522990644,2862.3628570723617,2822.008876332813,2.301188913790247,0.0803179265571968,1.4830907449358377,0,0,0.0,0.6666666666666666,1,0,1,2025-02-10 10:40:00,2885.68,20.579999999999927,2.0,TP_HIT,3.0,0.0,8.769999999999982,0.3060975184112241,Very Large (>0.3%),161.0,,,,,,,,,,10-15,1.2-1.5,False,False,False,False
,2025-02-10 10:45:00,BUY,2889.37,2878.86,2910.3899999999994,10.509999999999764,1000,2883.52,2878.86,2884.8278341171726,2882.144056322486,2878.4434492923065,2825.703930863848,2.2030028114880844,0.0762450918881307,1.4770823186346125,0,0,0.0,1.0,1,1,1,2025-02-10 17:20:00,2910.3899999999994,21.019999999999527,2.0,TP_HIT,10.0,0.0,4.659999999999855,0.1612808328459095,Medium (0.15-0.2%),162.0,,,,,,,,,,10-15,1.2-1.5,False,False,False,False
107.0,2025-02-10 17:35:00,SELL,2901.85,2906.18,2893.19,4.329999999999927,1630,2906.18,2902.78,2904.0716232808218,2904.091033803056,2902.032031919775,2830.788707444626,2.984267571340163,0.1028401733838814,1.384900963123549,0,0,0.0,0.6666666666666666,0,1,1,2025-02-10 18:40:00,2906.18,-4.329999999999927,-1.0,SL_HIT,17.0,0.0,3.399999999999636,0.1171666350776103,Small (0.1-0.15%),163.0,True,1330.0,20.039999999999964,True,107.0,0.7599999999997635,3.480000000000018,False,,0-5,1.2-1.5,False,False,False,False
,2025-02-11 03:30:00,BUY,2916.16,2907.87,2932.74,8.289999999999964,300,2913.23,2907.87,2911.5980352549486,2909.2686491497434,2907.0123927568416,2837.375755045718,2.0823873258992203,0.0714085415717663,1.5765957457705717,0,0,0.0,1.0,1,1,1,2025-02-11 05:50:00,2932.74,16.579999999999927,2.0,TP_HIT,3.0,1.0,5.360000000000127,0.1838033578404521,Medium (0.15-0.2%),164.0,,,,,,,,,,5-10,>1.5,False,False,False,False
,2025-02-11 10:25:00,SELL,2921.86,2929.26,2907.06,7.400000000000091,1000,2929.26,2922.46,2923.4244518899613,2922.19632774087,2921.372292103183,2843.0739723040742,2.805411769098834,0.0960145855413617,1.242343069033533,0,1,0.5,1.0,1,1,1,2025-02-11 12:55:00,2907.06,14.800000000000182,2.0,TP_HIT,10.0,1.0,6.800000000000182,0.2327284674830478,Large (0.2-0.3%),165.0,,,,,,,,,,5-10,1.2-1.5,False,False,False,False
,2025-02-11 16:45:00,SELL,2896.7,2901.86,2886.379999999999,5.160000000000309,1630,2901.86,2897.96,2899.9294920664843,2901.812050082333,2905.094310094297,2846.5763422658706,2.618313376540674,0.090389525202495,1.204550147469895,0,0,0.0,0.3333333333333333,0,0,1,2025-02-11 17:00:00,2886.379999999999,10.320000000000618,2.0,TP_HIT,16.0,1.0,3.900000000000091,0.1346359650636963,Small (0.1-0.15%),166.0,,,,,,,,,,5-10,1.2-1.5,False,False,False,False
108.0,2025-02-12 03:15:00,BUY,2899.97,2896.75,2906.4099999999994,3.2199999999998,300,2898.58,2896.75,2898.5082259294327,2898.5605706237293,2899.705278192469,2851.7143421426613,1.386141130128841,0.0477984644713166,1.0863619535501896,0,1,0.5,0.3333333333333333,0,0,1,2025-02-12 04:00:00,2896.75,-3.2199999999998,-1.0,SL_HIT,3.0,2.0,1.8299999999999272,0.0631041010769051,Very Small (<0.1%),167.0,True,1030.0,9.180000000000293,True,108.0,1.360000000000127,0.9299999999998364,False,,0-5,1.0-1.2,False,False,False,False
109.0,2025-02-12 10:15:00,BUY,2893.3,2885.51,2908.88,7.789999999999964,1000,2891.87,2885.51,2888.8617895303832,2887.874369699341,2889.138867648256,2854.306739715311,2.171975780996405,0.0750691522136109,1.1616764307942091,0,0,0.0,0.6666666666666666,1,0,1,2025-02-12 14:30:00,2885.51,-7.789999999999964,-1.0,SL_HIT,10.0,2.0,6.359999999999673,0.2198182006705033,Large (0.2-0.3%),168.0,True,400.0,29.40999999999985,True,109.0,0.9600000000000364,1.8099999999999448,False,,5-10,1.0-1.2,False,False,False,False
110.0,2025-02-12 16:50:00,BUY,2885.45,2880.84,2894.669999999999,4.609999999999673,1630,2884.37,2880.84,2883.289397084641,2883.2055642035584,2884.954713032957,2856.173059059892,2.2563541203054216,0.07819765098357,1.019495502166185,0,1,0.5,0.6666666666666666,1,0,1,2025-02-12 17:10:00,2880.84,-4.609999999999673,-1.0,SL_HIT,16.0,2.0,3.5299999999997453,0.1223379368902509,Small (0.1-0.15%),169.0,True,75.0,37.26000000000022,True,110.0,2.4099999999998545,2.2600000000002183,False,,0-5,1.0-1.2,False,False,False,False
,2025-02-13 03:15:00,SELL,2903.98,2905.26,2901.42,1.2800000000002,300,2905.26,2904.1,2903.783650031424,2902.555524073425,2900.711945861912,2860.255714533956,0.9098397024293196,0.031330784042222,0.7918837986637387,0,1,0.5,1.0,1,1,1,2025-02-13 03:30:00,2901.42,2.5600000000004,2.0,TP_HIT,3.0,3.0,1.1600000000003092,0.0399451786858142,Very Small (<0.1%),170.0,,,,,,,,,,0-5,<0.8,False,False,False,False
111.0,2025-02-13 10:30:00,SELL,2914.49,2918.92,2905.629999999999,4.430000000000291,1000,2918.92,2914.55,2916.741495151322,2917.4599451087192,2915.4061684479343,2863.816390826342,1.9868208847865223,0.0681704478240283,1.1918561393843152,0,0,0.0,0.6666666666666666,0,1,1,2025-02-13 11:30:00,2918.92,-4.430000000000291,-1.0,SL_HIT,10.0,3.0,4.369999999999891,0.1499404698592169,Small (0.1-0.15%),171.0,False,,8.599999999999909,True,111.0,0.6599999999998545,5.059999999999945,False,,0-5,1.0-1.2,False,False,False,False
,2025-02-13 16:55:00,SELL,2917.67,2921.32,2910.37,3.650000000000091,1630,2921.32,2917.78,2918.599671776056,2918.195694977723,2917.159065377055,2866.847086605861,1.7604187352260223,0.0603364580376129,0.9892638095876828,0,0,0.0,1.0,1,1,1,2025-02-13 17:30:00,2910.37,7.300000000000182,2.0,TP_HIT,16.0,3.0,3.539999999999964,0.121329691157669,Small (0.1-0.15%),172.0,,,,,,,,,,0-5,0.8-1.0,False,False,False,False
112.0,2025-02-14 03:20:00,BUY,2930.08,2925.9,2938.44,4.179999999999836,300,2928.92,2925.9,2928.7147827937893,2928.2047118984474,2925.939380480537,2872.0790505881764,1.2839638175326296,0.043820094247687,1.051608680313363,0,1,0.5,1.0,1,1,1,2025-02-14 07:40:00,2925.9,-4.179999999999836,-1.0,SL_HIT,3.0,4.0,3.019999999999982,0.1030688581881717,Small (0.1-0.15%),173.0,True,280.0,9.980000000000018,True,112.0,0.4299999999998363,3.289999999999964,False,,0-5,1.0-1.2,False,False,False,False
,2025-02-14 10:15:00,BUY,2932.9,2929.9,2938.9,3.0,1000,2932.69,2929.9,2931.0902449978225,2929.7438898263654,2928.758370904786,2875.9317459959348,1.874819702077263,0.0639237513068042,1.3080223227234948,0,0,0.0,1.0,1,1,1,2025-02-14 14:20:00,2938.9,6.0,2.0,TP_HIT,10.0,4.0,2.789999999999964,0.0951276893177388,Very Small (<0.1%),174.0,,,,,,,,,,0-5,1.2-1.5,False,False,False,False
113.0,2025-02-14 17:05:00,SELL,2927.64,2932.53,2917.859999999999,4.890000000000327,1630,2932.53,2927.75,2929.660674756059,2931.165594718192,2932.7771628548667,2879.6835019134905,2.1686127588802586,0.0740737508327615,1.174470665677597,0,0,0.0,0.3333333333333333,0,0,1,2025-02-14 17:30:00,2932.53,-4.890000000000327,-1.0,SL_HIT,17.0,4.0,4.7800000000002,0.1632714404776611,Medium (0.15-0.2%),175.0,True,10.0,50.60999999999967,True,113.0,6.549999999999727,2.400000000000091,False,,0-5,1.0-1.2,False,False,False,False
114.0,2025-02-17 03:25:00,SELL,2882.58,2893.89,2859.96,11.309999999999944,300,2893.89,2883.13,2887.28931835766,2885.7870189866703,2886.549610260934,2880.609452925511,3.795744466522371,0.1316787206780859,1.8318189643412348,0,0,0.0,0.6666666666666666,1,0,1,2025-02-17 05:30:00,2893.89,-11.309999999999944,-1.0,SL_HIT,3.0,0.0,10.759999999999764,0.3732767173851121,Very Large (>0.3%),176.0,False,,-5.570000000000164,False,114.0,1.360000000000127,1.0599999999999454,False,,10-15,>1.5,False,False,False,False
115.0,2025-02-17 10:25:00,SELL,2889.63,2896.65,2875.59,7.019999999999982,1000,2896.65,2890.63,2893.6173943705458,2896.667336079116,2897.3269205665647,2881.662146582774,2.8078812682452226,0.0971709619655534,1.3320471140919716,0,0,0.0,0.3333333333333333,0,0,1,2025-02-17 10:45:00,2896.65,-7.019999999999982,-1.0,SL_HIT,10.0,0.0,6.019999999999982,0.208331170426663,Large (0.2-0.3%),177.0,False,,-2.349999999999909,False,115.0,0.3299999999999272,2.9600000000000364,False,,5-10,1.2-1.5,False,False,False,False
116.0,2025-02-17 17:20:00,SELL,2896.77,2899.93,2890.4500000000003,3.1599999999998545,1630,2899.93,2896.78,2897.7257620094933,2898.324141826883,2899.1071784363016,2882.932855653716,1.7672554889479088,0.0610077945072583,0.9964526989670072,0,1,0.5,0.3333333333333333,0,0,1,2025-02-17 18:35:00,2899.93,-3.1599999999998545,-1.0,SL_HIT,17.0,0.0,3.149999999999636,0.1087418055282137,Small (0.1-0.15%),178.0,False,,4.789999999999964,True,116.0,3.5,3.319999999999709,False,,0-5,0.8-1.0,False,False,False,False
117.0,2025-02-18 03:20:00,SELL,2897.41,2899.51,2893.209999999999,2.100000000000364,300,2899.51,2897.56,2897.9640650063607,2898.128228562525,2898.406751938837,2884.0615142392207,0.8854257358933653,0.0305592144671746,0.9911393350062304,0,1,0.5,0.3333333333333333,0,0,1,2025-02-18 04:00:00,2899.51,-2.100000000000364,-1.0,SL_HIT,3.0,1.0,1.9500000000002728,0.0673014865000215,Very Small (<0.1%),179.0,True,90.0,5.429999999999836,True,117.0,8.230000000000018,3.4200000000000728,False,,0-5,0.8-1.0,False,False,False,False
118.0,2025-02-18 11:00:00,BUY,2914.59,2909.88,2924.01,4.710000000000036,1000,2914.25,2909.88,2913.0899991409983,2912.420332428085,2909.891743289013,2885.8102875117543,1.638364270538499,0.0562125125845659,0.8717430707931628,0,1,0.5,1.0,1,1,1,2025-02-18 11:45:00,2909.88,-4.710000000000036,-1.0,SL_HIT,11.0,1.0,4.369999999999891,0.1499353253802384,Small (0.1-0.15%),180.0,True,405.0,24.94000000000005,True,118.0,2.1799999999998363,0.8600000000001273,False,,0-5,0.8-1.0,False,False,False,False
119.0,2025-02-18 16:45:00,BUY,2917.79,2914.2,2924.9700000000003,3.590000000000145,1630,2916.74,2914.2,2915.020059226958,2913.627843064259,2912.423425209811,2887.1726543262685,1.6111027062240086,0.0552165408142466,1.1845914802859554,0,0,0.0,1.0,1,1,1,2025-02-18 17:10:00,2914.2,-3.590000000000145,-1.0,SL_HIT,16.0,1.0,2.539999999999964,0.0870521867577846,Very Small (<0.1%),181.0,True,95.0,29.26000000000022,True,119.0,0.830000000000382,8.179999999999836,False,,0-5,1.0-1.2,False,False,False,False
,2025-02-19 03:15:00,SELL,2933.76,2935.73,2929.8200000000006,1.9699999999998,300,2935.73,2934.25,2934.6671317035903,2934.550898704628,2933.415378047491,2891.356650656323,1.0695234670040228,0.0364557246333722,0.9643361659275832,0,1,0.5,1.0,1,1,1,2025-02-19 04:55:00,2929.8200000000006,3.9399999999996,2.0,TP_HIT,3.0,2.0,1.4800000000000182,0.0504472076788836,Very Small (<0.1%),182.0,,,,,,,,,,0-5,0.8-1.0,False,False,False,False
120.0,2025-02-19 10:45:00,SELL,2931.84,2935.77,2923.9800000000005,3.929999999999836,1000,2935.77,2932.49,2933.15501199672,2932.421550447925,2931.6193852402853,2894.0558021904235,1.6349803261577376,0.0557663558092439,1.0911292897736786,0,0,0.0,1.0,1,1,1,2025-02-19 11:15:00,2935.77,-3.929999999999836,-1.0,SL_HIT,10.0,2.0,3.2800000000002,0.1118751364331,Small (0.1-0.15%),183.0,True,525.0,13.230000000000018,True,120.0,2.840000000000145,0.7300000000000182,False,,0-5,1.0-1.2,False,False,False,False
121.0,2025-02-19 17:00:00,BUY,2939.46,2932.92,2952.54,6.539999999999964,1630,2936.63,2932.92,2936.099368637666,2937.272408654555,2938.5943258231487,2897.045290654026,2.682186403458322,0.0912475898109966,1.2921490692309263,0,0,0.0,0.3333333333333333,0,0,1,2025-02-19 17:00:00,2932.92,-6.539999999999964,-1.0,SL_HIT,17.0,2.0,3.710000000000037,0.1262136582909798,Small (0.1-0.15%),184.0,True,1115.0,15.449999999999818,True,121.0,0.7199999999997999,5.050000000000182,False,,5-10,1.2-1.5,False,False,False,False
,2025-02-20 03:15:00,BUY,2935.0,2933.33,2938.34,1.6700000000000728,300,2934.46,2933.33,2934.025549795252,2933.6526093895723,2932.162790701374,2899.949994888084,1.021703529347125,0.0348110231464097,0.735333713870563,0,1,0.5,1.0,1,1,1,2025-02-20 04:05:00,2938.34,3.340000000000145,2.0,TP_HIT,3.0,3.0,1.1300000000001091,0.0385008517887601,Very Small (<0.1%),185.0,,,,,,,,,,0-5,<0.8,False,False,False,False
122.0,2025-02-20 10:35:00,SELL,2944.78,2947.12,2940.100000000001,2.3399999999996908,1000,2947.12,2944.92,2945.260176023798,2944.4605905044136,2942.5400116166056,2902.807575290622,1.3150876429049116,0.0446582645530366,1.040774316500742,0,0,0.0,1.0,1,1,1,2025-02-20 10:50:00,2947.12,-2.3399999999996908,-1.0,SL_HIT,10.0,3.0,2.199999999999818,0.0747084671859975,Very Small (<0.1%),186.0,True,330.0,20.5600000000004,True,122.0,1.9099999999998545,3.0600000000004,False,,0-5,1.0-1.2,False,False,False,False
123.0,2025-02-20 16:55:00,BUY,2945.41,2941.02,2954.19,4.389999999999873,1630,2944.77,2941.02,2944.712906967825,2946.6389994189803,2948.5353544430977,2905.570776635576,2.4075217301494742,0.0817380850254964,1.1533174005631397,0,0,0.0,0.3333333333333333,0,0,1,2025-02-20 17:10:00,2941.02,-4.389999999999873,-1.0,SL_HIT,16.0,3.0,3.75,0.1273167402840351,Small (0.1-0.15%),187.0,False,,4.180000000000291,True,123.0,3.890000000000328,1.2199999999998,False,,0-5,1.0-1.2,False,False,False,False
124.0,2025-02-21 03:25:00,BUY,2940.21,2938.2,2944.2300000000005,2.0100000000002183,300,2940.17,2938.2,2939.552622285209,2939.201273542675,2939.173759009177,2908.7508927280464,0.9571489687242304,0.0325537621028508,0.851275430047957,0,1,0.5,1.0,1,1,1,2025-02-21 04:25:00,2938.2,-2.0100000000002183,-1.0,SL_HIT,3.0,4.0,1.9700000000002549,0.0670020168627497,Very Small (<0.1%),188.0,True,35.0,9.38000000000011,True,124.0,4.420000000000073,2.1799999999998363,False,,0-5,0.8-1.0,False,False,False,False
125.0,2025-02-21 11:00:00,BUY,2931.39,2925.49,2943.19,5.900000000000091,1000,2930.97,2925.49,2930.021030957495,2929.734588597737,2931.07362847218,2910.546807163122,2.0303288370773944,0.0692616416470477,0.8581144984327337,0,0,0.0,0.6666666666666666,1,0,1,2025-02-21 12:05:00,2925.49,-5.900000000000091,-1.0,SL_HIT,11.0,4.0,5.480000000000018,0.1869420309136627,Medium (0.15-0.2%),189.0,False,,11.329999999999927,True,125.0,3.480000000000018,4.7800000000002,False,,5-10,0.8-1.0,False,False,False,False
126.0,2025-02-21 16:50:00,SELL,2930.68,2935.22,2921.6,4.539999999999964,1630,2935.22,2933.17,2932.6880344076185,2932.0735507952945,2930.820177739456,2911.414081559044,1.9093059233888028,0.0651489048066934,1.0335981640977527,0,0,0.0,1.0,1,1,1,2025-02-21 18:15:00,2935.22,-4.539999999999964,-1.0,SL_HIT,16.0,4.0,2.049999999999727,0.0699496362618821,Very Small (<0.1%),190.0,False,,8.919999999999618,True,126.0,0.3899999999998726,2.6700000000000728,False,,0-5,1.0-1.2,False,False,False,False
127.0,2025-02-24 04:45:00,SELL,2933.6,2940.53,2919.74,6.930000000000291,300,2940.53,2933.91,2935.128245488408,2936.095426164289,2936.5508628485736,2913.9995176352386,1.5161180435877513,0.0516811441092088,0.8824523872805662,0,0,0.0,0.3333333333333333,0,0,1,2025-02-24 06:55:00,2940.53,-6.930000000000291,-1.0,SL_HIT,4.0,0.0,6.620000000000346,0.2256613035178738,Large (0.2-0.3%),191.0,False,,2.819999999999709,True,127.0,0.1200000000003456,2.3399999999996908,False,,5-10,0.8-1.0,False,False,False,False
