TradeID,EntryTime,Type,EntryPrice,SL,TP,Risk,WindowType,WindowHigh,WindowLow,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Is_Consolidating,Is_Tight_Range,Consolidation_Score,Trend_Score,EMA_9_Above_21,EMA_21_Above_50,Price_Above_EMA200_1H,ExitTime,ExitPrice,P&L,R_Multiple,Status,EntryHour,EntryDayOfWeek,RangeSize,RangeSizePct,RangeCategory,TradeID_x,ReachedTP,WaitDuration_Min,BestPossibleP&L,WouldHaveWon,TradeID_y,MaxFavorable_Min30,MinAdverse_Min30,WentAgainstFirst,Duration_Minutes,Risk_Range,ATR_Range,ShouldAvoid,HighRisk,AvoidConsolidation,AvoidTrade
26.0,2024-12-04 04:35:00,SELL,2640.85,2643.29,2635.97,2.4400000000000546,300,2643.29,2641.16,2642.1180156802943,2642.352416473138,2642.746663966075,2643.2280390982696,0.7989341059262713,0.0302529150056334,1.1356206134050844,0,1,0.5,0.0,0,0,0,2024-12-04 06:00:00,2643.29,-2.4400000000000546,-1.0,SL_HIT,4.0,2.0,2.130000000000109,0.0806558494424185,Very Small (<0.1%),46.0,True,660.0,8.539999999999964,True,26.0,2.1700000000000728,0.7899999999999636,False,,0-5,1.0-1.2,False,False,False,False
27.0,2024-12-04 10:15:00,SELL,2647.99,2650.67,2642.629999999999,2.680000000000291,1000,2650.67,2648.21,2649.0522801333404,2648.4429038728963,2646.782538866308,2643.4307401373844,1.3211559104897923,0.0498927832238714,1.1177652433593053,0,1,0.5,1.0,1,1,1,2024-12-04 10:45:00,2650.67,-2.680000000000291,-1.0,SL_HIT,10.0,2.0,2.4600000000000364,0.0929006529480865,Very Small (<0.1%),47.0,True,50.0,15.679999999999836,True,27.0,3.119999999999891,1.9299999999998363,False,,0-5,1.0-1.2,False,False,False,False
29.0,2024-12-05 03:15:00,BUY,2649.93,2647.74,2654.31,2.1900000000000546,300,2649.76,2647.74,2649.586829671223,2649.7873566195253,2650.1074669648733,2644.016895600824,0.9619581077043172,0.036301264852442,0.8838471894892831,0,1,0.5,0.3333333333333333,0,0,1,2024-12-05 05:00:00,2647.74,-2.1900000000000546,-1.0,SL_HIT,3.0,3.0,2.020000000000437,0.0762284286754909,Very Small (<0.1%),49.0,True,275.0,5.610000000000127,True,29.0,5.5,4.429999999999836,False,,0-5,0.8-1.0,False,False,False,False
,2024-12-05 10:15:00,SELL,2650.27,2654.11,2642.59,3.8400000000001455,1000,2654.11,2650.52,2651.4498557930424,2650.4668733605404,2649.3644286448257,2644.299912109563,1.6416053034435976,0.0619410589654487,1.2633113483482026,0,0,0.0,1.0,1,1,1,2024-12-05 12:55:00,2642.59,7.680000000000291,2.0,TP_HIT,10.0,3.0,3.590000000000145,0.1354578967426015,Small (0.1-0.15%),50.0,,,,,,,,,,0-5,1.2-1.5,False,False,False,False
30.0,2024-12-05 16:55:00,BUY,2653.25,2647.52,2664.71,5.730000000000018,1630,2651.06,2647.52,2650.7486401438728,2650.04308881374,2648.981670849592,2644.537082630734,1.5267530725919591,0.0575427521941754,1.1104698407156648,0,0,0.0,1.0,1,1,1,2024-12-05 17:20:00,2647.52,-5.730000000000018,-1.0,SL_HIT,16.0,3.0,3.539999999999964,0.1334212757938363,Small (0.1-0.15%),51.0,False,,-1.3400000000001455,False,30.0,2.519999999999982,6.199999999999818,False,,5-10,1.0-1.2,False,False,False,False
,2024-12-06 16:45:00,SELL,2638.76,2641.5,2633.2800000000007,2.7399999999997817,1630,2641.5,2638.9,2639.4616572647583,2638.8682112868155,2638.6901073957933,2642.689084193229,1.7322647560259816,0.0656469234044013,1.0823390141554832,0,1,0.5,0.6666666666666666,1,1,0,2024-12-06 17:30:00,2633.2800000000007,5.479999999999563,2.0,TP_HIT,16.0,4.0,2.599999999999909,0.0985311282572082,Very Small (<0.1%),54.0,,,,,,,,,,0-5,1.0-1.2,False,False,False,False
33.0,2024-12-09 03:25:00,SELL,2637.92,2648.18,2617.4000000000005,10.259999999999764,300,2648.18,2641.04,2639.2908368179287,2636.998239837048,2635.945042826196,2642.0417209114003,3.612572111675095,0.1369477509429814,2.1486783752031853,0,0,0.0,0.6666666666666666,1,1,0,2024-12-09 05:20:00,2648.18,-10.259999999999764,-1.0,SL_HIT,3.0,0.0,7.139999999999873,0.2706677988718335,Large (0.2-0.3%),55.0,False,,3.3299999999999272,True,33.0,1.5799999999999272,2.300000000000182,False,,10-15,>1.5,False,False,False,False
,2024-12-09 10:25:00,BUY,2642.33,2638.23,2650.53,4.099999999999909,1000,2641.98,2638.23,2640.800888296703,2639.798600544003,2639.6762551874203,2641.913023034751,1.7548395920601156,0.0664125825336016,0.98417859292765,0,1,0.5,1.0,1,1,1,2024-12-09 11:30:00,2650.53,8.199999999999818,2.0,TP_HIT,10.0,0.0,3.75,0.1419201992181143,Small (0.1-0.15%),56.0,,,,,,,,,,0-5,0.8-1.0,False,False,False,False
34.0,2024-12-09 16:45:00,SELL,2653.8,2657.09,2647.2200000000003,3.289999999999964,1630,2657.09,2655.11,2655.752574784382,2656.005033429998,2654.366536565211,2642.6341415329885,1.6992384239253404,0.0640303875169696,0.9038123496720744,0,0,0.0,0.6666666666666666,0,1,1,2024-12-09 17:00:00,2657.09,-3.289999999999964,-1.0,SL_HIT,16.0,0.0,1.9800000000000184,0.074609993217274,Very Small (<0.1%),57.0,False,,-0.8999999999996362,False,34.0,4.269999999999982,7.829999999999927,False,,0-5,0.8-1.0,False,False,False,False
35.0,2024-12-10 03:30:00,BUY,2661.48,2660.28,2663.88,1.199999999999818,300,2661.16,2660.28,2660.704282483197,2660.1889058934253,2660.7616140310315,2644.674086748648,0.790911490037278,0.0297169804032823,0.800563404005049,0,1,0.5,0.6666666666666666,1,0,1,2024-12-10 03:35:00,2660.28,-1.199999999999818,-1.0,SL_HIT,3.0,1.0,0.8799999999996544,0.0330643100830986,Very Small (<0.1%),58.0,True,80.0,34.309999999999945,True,35.0,0.2300000000000182,2.5799999999999272,False,,0-5,0.8-1.0,False,False,False,False
36.0,2024-12-10 10:20:00,BUY,2669.19,2665.71,2676.15,3.480000000000018,1000,2669.16,2665.71,2668.553389959021,2669.158165566105,2668.6220808422445,2646.296879457983,1.6635039748884852,0.0623224264622782,1.202405745796804,0,1,0.5,0.6666666666666666,0,1,1,2024-12-10 11:50:00,2665.71,-3.480000000000018,-1.0,SL_HIT,10.0,1.0,3.449999999999818,0.1292526946376922,Small (0.1-0.15%),59.0,True,180.0,34.86999999999989,True,36.0,2.0300000000002,2.9299999999998363,False,,0-5,1.2-1.5,False,False,False,False
37.0,2024-12-10 17:10:00,SELL,2673.7,2678.26,2664.579999999999,4.5600000000004,1630,2678.26,2673.92,2675.8824813465144,2675.116026946789,2672.5574745212166,2648.014478426742,2.220101829367092,0.0830348142786061,1.0765105895106075,0,0,0.0,1.0,1,1,1,2024-12-10 17:45:00,2678.26,-4.5600000000004,-1.0,SL_HIT,17.0,1.0,4.3400000000001455,0.1623218760519185,Medium (0.15-0.2%),60.0,False,,-1.150000000000091,False,37.0,4.809999999999945,2.9200000000000728,False,,0-5,1.0-1.2,False,False,False,False
38.0,2024-12-11 03:35:00,BUY,2695.42,2693.58,2699.1000000000004,1.8400000000001453,300,2695.25,2693.58,2694.624165568842,2693.84789159355,2692.6694004262604,2651.8121283031182,0.9520398647268892,0.0353206500184345,0.997515841941268,0,0,0.0,1.0,1,1,1,2024-12-11 04:10:00,2693.58,-1.8400000000001453,-1.0,SL_HIT,3.0,2.0,1.6700000000000728,0.0619569491953043,Very Small (<0.1%),61.0,True,20.0,25.69999999999981,True,38.0,0.0,1.050000000000182,False,,0-5,0.8-1.0,False,False,False,False
39.0,2024-12-11 10:20:00,BUY,2695.59,2686.78,2713.21,8.809999999999945,1000,2695.31,2686.78,2690.112051698105,2688.280271150667,2690.449661662336,2654.700648881033,4.425973155610412,0.1641931137751071,1.1803687692568685,0,0,0.0,0.6666666666666666,1,0,1,2024-12-11 13:05:00,2686.78,-8.809999999999945,-1.0,SL_HIT,10.0,2.0,8.529999999999745,0.3164427824706184,Very Large (>0.3%),62.0,True,365.0,30.559999999999945,True,39.0,5.279999999999745,1.5300000000002,False,,5-10,1.0-1.2,False,False,False,False
40.0,2024-12-11 17:00:00,BUY,2697.13,2693.86,2703.67,3.269999999999982,1630,2696.45,2693.86,2695.956423504218,2695.678228076843,2694.795140973084,2657.4071559537247,1.6932139098933383,0.0627783573610963,0.9349685577621094,0,1,0.5,1.0,1,1,1,2024-12-11 17:20:00,2693.86,-3.269999999999982,-1.0,SL_HIT,17.0,2.0,2.5899999999996908,0.0960280001334637,Very Small (<0.1%),63.0,True,40.0,29.019999999999985,True,40.0,0.8200000000001637,3.340000000000145,False,,0-5,0.8-1.0,False,False,False,False
