direction,breakout_time,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,result,entry_type,pnl,rr_multiple,range_high,range_low,range_width,breakout_close,ema_value
LONG,2024-12-17 09:15:00,2024-12-17 09:15:00,2024-12-17 10:35:00,2653.21,2646.46,2666.71,2646.46,LOSS,BREAKOUT,-6.75,-1.0,2652.56,2646.46,6.099999999999909,2653.21,2665.582178079389
SHORT,2024-12-18 18:45:00,2024-12-18 18:45:00,2024-12-18 19:25:00,2633.94,2639.52,2622.78,2639.52,LOSS,BREAKOUT,-5.579999999999927,-1.0,2639.52,2634.41,5.110000000000127,2633.94,2659.6337952322347
LONG,2024-12-19 02:30:00,2024-12-19 02:30:00,2024-12-19 03:35:00,2593.6,2586.42,2607.9599999999996,2607.9599999999996,WIN,BREAKOUT,14.359999999999673,2.0,2593.57,2586.42,7.150000000000091,2593.6,2655.937083680047
LONG,2024-12-19 12:45:00,2024-12-19 12:45:00,2024-12-19 13:35:00,2623.53,2617.19,2636.2100000000005,2617.19,LOSS,BREAKOUT,-6.3400000000001455,-1.0,2622.65,2617.19,5.460000000000036,2623.53,2651.943877315919
SHORT,2024-12-19 13:40:00,2024-12-19 13:40:00,2024-12-19 15:50:00,2616.79,2626.42,2597.5299999999997,2597.5299999999997,WIN,BREAKOUT,19.26000000000022,2.0,2626.42,2617.16,9.260000000000218,2616.79,2651.593390974467
LONG,2024-12-20 15:30:00,2024-12-20 15:30:00,2024-12-20 17:00:00,2606.44,2600.15,2619.02,2619.02,WIN,BREAKOUT,12.579999999999927,2.0,2606.2,2600.15,6.049999999999727,2606.44,2640.0583777310717
SHORT,2024-12-26 15:30:00,2024-12-26 15:30:00,2024-12-26 17:05:00,2625.43,2631.12,2614.0499999999997,2631.12,LOSS,BREAKOUT,-5.690000000000055,-1.0,2631.12,2625.73,5.389999999999873,2625.43,2630.5971465037533
LONG,2024-12-30 14:50:00,2024-12-30 14:50:00,2024-12-30 15:35:00,2621.41,2615.45,2633.33,2615.45,LOSS,BREAKOUT,-5.960000000000036,-1.0,2620.64,2615.45,5.190000000000055,2621.41,2628.3121749974266
SHORT,2024-12-31 15:15:00,2024-12-31 15:15:00,2024-12-31 15:25:00,2605.85,2612.81,2591.93,2612.81,LOSS,BREAKOUT,-6.960000000000036,-1.0,2612.81,2607.68,5.130000000000109,2605.85,2624.076331556551
SHORT,2025-01-02 15:10:00,2025-01-02 15:10:00,2025-01-02 15:55:00,2638.51,2646.45,2622.630000000001,2646.45,LOSS,BREAKOUT,-7.9399999999996,-1.0,2646.45,2640.39,6.059999999999945,2638.51,2625.639456047956
SHORT,2025-01-03 04:00:00,2025-01-03 04:00:00,2025-01-03 04:15:00,2656.62,2662.34,2645.1799999999994,2662.34,LOSS,BREAKOUT,-5.720000000000255,-1.0,2662.34,2656.79,5.550000000000182,2656.62,2629.223521663537
LONG,2025-01-06 13:15:00,2025-01-06 13:15:00,2025-01-06 15:35:00,2639.78,2630.95,2657.440000000001,2630.95,LOSS,BREAKOUT,-8.830000000000382,-1.0,2637.09,2630.95,6.140000000000327,2639.78,2633.358661167037
LONG,2025-01-07 13:50:00,2025-01-07 13:50:00,2025-01-07 15:20:00,2648.14,2642.02,2660.3799999999997,2660.3799999999997,WIN,BREAKOUT,12.239999999999782,2.0,2648.04,2642.02,6.019999999999982,2648.14,2634.3125750913537
