WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow
2024-11-28_0300,0300,BREAKOUT,SELL,2024-11-28 03:15:00,2024-11-28 03:30:00,2622.94,2623.18,2630.926,2606.9680000000003,7.985999999999967,-0.23999999999978172,-0.030052592036035903,FILTER_EXIT,0.7300000000000182,0.8142857142857669,0.23128744305051593,12.579999999999927,2629.96,-7.019999999999982,3.9857479911991796,0,3.1562457104105626,2630.7338390038353,2633.669589553143,2635.558592654685,2637.9314603618486,2642.021597135937,3.1562457104105626,0.12033236408040453,2.6993452655680477,0.0,0.0,0,0,0,0,0300,2636.25,2623.67
2024-11-28_1000,1000,BREAKOUT,BUY,2024-11-28 10:25:00,2024-11-28 10:50:00,2638.77,2642.466,2636.922,2642.466,1.8479999999999563,3.6959999999999127,2.0,TP_HIT,0.23999999999978172,0.5882352941174898,0.16054909563131164,2.8400000000001455,2637.11,1.6599999999998545,1.8998309649723462,1,1.494869834402075,2637.5837965946885,2636.85483298616,2635.1305979794256,2635.0211117927206,2641.5185012004367,1.494869834402075,0.056650251230765655,0.888154695853107,0.5,0.6666666666666666,0,1,1,0,1000,2638.53,2635.69
2024-11-28_1630,1630,BREAKOUT,SELL,2024-11-28 16:50:00,2024-11-28 17:30:00,2642.29,2636.83,2645.02,2636.83,2.7300000000001092,5.460000000000036,1.9999999999999334,TP_HIT,1.0700000000001637,0.7707006369426179,0.6815972505619912,3.480000000000018,2645.1000000000004,-2.8100000000004,2.2167835812667094,1,1.5698420131799626,2644.5530224674617,2645.3162551719142,2645.227545098049,2640.803284041014,2641.768382608734,1.5698420131799626,0.059412177057778015,0.9565415720475829,0.0,0.6666666666666666,0,0,1,1,1630,2646.84,2643.36
2024-11-29_0300,0300,BREAKOUT,BUY,2024-11-29 03:15:00,2024-11-29 04:05:00,2641.96,2651.4759999999997,2637.202,2651.4759999999997,4.757999999999901,9.515999999999622,1.9999999999999618,TP_HIT,0.36000000000012733,0.2745098039215468,0.20983656578854373,7.569999999999709,2637.815,4.144999999999982,4.412396675051815,1,1.7156209102416693,2639.007883928347,2638.498809689782,2639.0100847113727,2639.965315757218,2641.6106894214013,1.7156209102416693,0.06493742941761682,1.688382701108446,0.0,0.6666666666666666,0,0,1,1,0300,2641.6,2634.03
2024-11-29_1000,1000,BREAKOUT,SELL,2024-11-29 10:40:00,2024-11-29 10:55:00,2655.61,2657.32,2659.762,2647.306,4.152000000000044,-1.7100000000000364,-0.4118497109826634,FILTER_EXIT,0.8899999999998727,0.6593406593405001,0.4686925293807279,6.0300000000002,2659.5150000000003,-3.9050000000002,3.1755235417598735,1,1.8988994793149532,2657.896114378462,2659.4014767992867,2659.591983356554,2651.409654224411,2642.880760188024,1.8988994793149532,0.07150520894690686,1.1291057019669017,0.0,0.3333333333333333,0,0,1,1,1000,2662.53,2656.5
2024-11-29_1630,1630,BREAKOUT,SELL,2024-11-29 16:55:00,2024-11-29 17:10:00,2653.47,2654.33,2656.944,2646.5219999999995,3.474000000000251,-0.8600000000001273,-0.24755325273461865,FILTER_EXIT,1.2100000000000364,0.38693467336693754,0.39609527844671505,4.580000000000382,2656.9700000000003,-3.5000000000004547,1.499269731641365,0,3.054820559197381,2656.333068899909,2657.8476010605555,2659.2852230455733,2656.048798980329,2643.855321451581,3.054820559197381,0.11512549827951254,1.202364149238411,0.0,0.3333333333333333,0,0,0,1,1630,2659.26,2654.68
2024-12-02_0300,0300,BREAKOUT,SELL,2024-12-02 03:15:00,2024-12-02 03:35:00,2629.09,2634.63,2634.172,2618.9260000000004,5.08199999999988,-5.539999999999964,-1.090121999212927,FILTER_EXIT,2.1399999999998727,0.42242503259449166,0.5485404670635868,6.329999999999927,2634.395,-5.304999999999836,1.622551942295641,0,3.9012618548556484,2634.728785235363,2639.2521108067835,2645.3965598245295,2652.6481192966344,2644.3548689651216,3.9012618548556484,0.1483882961349991,1.633325274156758,0.0,0.0,0,0,0,0,0300,2637.56,2631.23
2024-12-02_1000,1000,BREAKOUT,BUY,2024-12-02 10:20:00,2024-12-02 10:25:00,2632.49,2630.11,2629.112,2639.245999999999,3.3779999999997927,-2.3799999999996544,-0.7045589105979279,FILTER_EXIT,0.6299999999996544,0.7892857142855136,0.28909757224423716,5.0,2629.36,3.1299999999996544,2.2944251765428234,0,2.1791950555275297,2630.3798168565086,2629.346409565123,2628.8959118197627,2638.6797507652936,2643.2220232849972,2.1791950555275297,0.08278075341321449,1.1084511316008703,0.0,0.6666666666666666,0,0,0,0,1000,2631.86,2626.86
2024-12-02_1630,1630,BREAKOUT,SELL,2024-12-02 16:45:00,2024-12-02 16:55:00,2644.66,2645.17,2647.264,2639.4519999999998,2.604000000000087,-0.5100000000002183,-0.19585253456228927,FILTER_EXIT,0.3500000000003638,0.37971014492754046,0.1156690859376282,3.9899999999997817,2647.005,-2.3450000000002547,1.3186275796875186,1,3.025873310601702,2646.8713055927583,2646.060665259932,2643.0204117713915,2639.827990148585,2643.08029823027,3.025873310601702,0.11441445443277026,1.0510114266777384,0.0,1.0,0,0,1,1,1630,2649.0,2645.01
2024-12-03_0300,0300,BREAKOUT,SELL,2024-12-03 03:25:00,2024-12-03 03:30:00,2637.93,2640.49,2641.914,2629.9619999999995,3.9840000000001963,-2.5599999999999454,-0.6425702811244527,FILTER_EXIT,3.1700000000000728,0.9781021897809872,1.6542813831458187,3.4700000000002547,2642.835,-4.9050000000002,1.8108379809199622,0,1.9162399047083087,2641.7812313051645,2641.917366549184,2641.1247058513886,2640.196102453062,2642.715108025901,1.9162399047083087,0.07264180265239445,1.6742411121582954,0.0,0.3333333333333333,0,0,0,0,0300,2644.57,2641.1
