WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow,Mode,Market
2025-06-06_0300,0300,BREAKOUT,SELL,2025-06-06 03:40:00,2025-06-06 04:00:00,3361.46,3356.34,3364.02,3356.34,2.5599999999999454,5.119999999999891,2.0,TP_HIT,0.07999999999992724,0.06463878326999814,0.04517069976012192,2.480000000000018,3362.7799999999997,-1.319999999999709,1.4002916925650633,0,1.7710595679226935,3362.2764436690636,3361.2987587932853,3359.567837576399,3364.3643842559413,3337.19619734127,1.7710595679226935,0.052687212339956255,1.038569775304063,0.5,1.0,0,1,0,1,0300,3364.02,3361.54,baseline_breakout,XAUUSD5
2025-06-06_1000,1000,BREAKOUT,SELL,2025-06-06 10:45:00,2025-06-06 11:05:00,3355.94,3362.14,3362.14,3343.5400000000004,6.199999999999818,-6.199999999999818,-1.0,SL_HIT,0.8699999999998909,0.731234866828144,0.30182619173020314,5.329999999999927,3359.475,-3.5349999999998545,1.8491190826691524,0,2.882453623433608,3359.170760195603,3361.084387243851,3363.5387084716813,3364.7436002368436,3339.097406175335,2.882453623433608,0.08589109529471944,0.9932866718165224,0.0,0.3333333333333333,0,0,0,1,1000,3362.14,3356.81,baseline_breakout,XAUUSD5
2025-06-06_1630,1630,BREAKOUT,SELL,2025-06-06 16:55:00,2025-06-06 17:20:00,3343.21,3318.91,3355.36,3318.91,12.150000000000091,24.300000000000182,2.0,TP_HIT,2.3099999999999454,0.8681898066784538,0.3963281869059287,9.840000000000146,3350.44,-7.230000000000018,1.6882551338331118,0,5.828502933474778,3348.9705415988137,3352.1377633347333,3355.5993983982607,3360.860876138118,3340.091707585363,5.828502933474778,0.17433852296071076,1.0708181528101204,0.0,0.3333333333333333,0,0,0,1,1630,3355.36,3345.52,baseline_breakout,XAUUSD5
2025-06-09_0300,0300,BREAKOUT,SELL,2025-06-09 03:15:00,2025-06-09 09:20:00,3306.96,3318.62,3318.62,3283.6400000000003,11.659999999999854,-11.659999999999854,-1.0,SL_HIT,4.039999999999964,0.7922948073701535,1.4166496291983166,7.619999999999891,3314.81,-7.849999999999909,2.6719975679433454,0,2.8517990028954467,3313.405420323201,3314.573603140991,3316.0238589925134,3332.434430716778,3337.876933162622,2.8517990028954467,0.086236271466708,1.1762296258148681,0.0,0.0,0,0,0,0,0300,3318.62,3311.0,baseline_breakout,XAUUSD5
2025-06-09_1000,1000,BREAKOUT,BUY,2025-06-09 10:20:00,2025-06-09 11:50:00,3327.91,3321.57,3321.57,3340.5899999999992,6.339999999999691,-6.339999999999691,-1.0,SL_HIT,2.5099999999997635,0.8082788671024589,0.9615993148807239,3.8299999999999272,3323.485,4.424999999999727,1.4673009466109361,1,2.610234804827312,3323.253055168094,3320.0017840718424,3315.750348658772,3320.568528883715,3336.1709000445135,2.610234804827312,0.07843465733229903,1.1810176401324812,0.0,0.6666666666666666,0,0,1,0,1000,3325.4,3321.57,baseline_breakout,XAUUSD5
2025-06-09_1630,1630,BREAKOUT,BUY,2025-06-09 16:50:00,2025-06-09 19:50:00,3319.51,3336.710000000001,3310.91,3336.710000000001,8.600000000000364,17.200000000000728,2.0,TP_HIT,1.6300000000001091,0.6603773584905434,0.431675076698153,6.970000000000255,3314.395,5.1150000000002365,1.845874407721494,1,3.775988209622488,3316.266047698601,3316.462251243911,3317.1670698289695,3319.4271203269054,3335.1299339722505,3.775988209622488,0.11375137323347385,1.2124844559712105,0.0,0.0,0,0,1,0,1630,3317.88,3310.91,baseline_breakout,XAUUSD5
2025-06-10_0300,0300,BREAKOUT,SELL,2025-06-10 03:30:00,2025-06-10 04:45:00,3319.68,3305.519999999999,3326.76,3305.519999999999,7.080000000000382,14.160000000000764,2.0,TP_HIT,0.38000000000010914,0.3280254777070834,0.15723854753392108,6.700000000000273,3323.41,-3.730000000000018,2.7723638644131885,0,2.4167101894535863,3322.482894274167,3323.8451696611,3325.662441607879,3325.2532599445785,3334.379606436787,2.4167101894535863,0.0727994924044964,1.4086161067850715,0.0,0.0,0,0,0,0,0300,3326.76,3320.06,baseline_breakout,XAUUSD5
2025-06-10_1000,1000,BREAKOUT,SELL,2025-06-10 10:20:00,2025-06-10 10:30:00,3324.64,3329.48,3329.48,3314.9599999999996,4.8400000000001455,-4.8400000000001455,-1.0,SL_HIT,0.7800000000002001,0.6475770925111306,0.27532653810089164,4.059999999999945,3327.45,-2.8099999999999454,1.4331099290888694,1,2.832999700575083,3326.2998630179095,3323.472417238081,3318.510129221011,3318.9742756846244,3333.0677166495375,2.832999700575083,0.08521222449874521,0.9357396128747457,0.0,0.6666666666666666,0,0,1,0,1000,3329.48,3325.42,baseline_breakout,XAUUSD5
2025-06-10_1630,1630,BREAKOUT,SELL,2025-06-10 17:00:00,2025-06-10 19:10:00,3339.2,3322.12,3347.74,3322.12,8.539999999999964,17.079999999999927,2.0,TP_HIT,3.350000000000364,0.7777777777778129,0.9420667868726861,5.1899999999996,3345.145,-5.945000000000164,1.4595004847368158,1,3.5560111519493507,3343.3176762436487,3341.4546290963585,3337.602704818366,3328.040156161854,3333.124861041608,3.5560111519493507,0.10649290704208644,1.1705349068683117,0.0,1.0,0,0,1,1,1630,3347.74,3342.55,baseline_breakout,XAUUSD5
2025-06-11_0300,0300,BREAKOUT,BUY,2025-06-11 03:15:00,2025-06-11 10:50:00,3331.44,3344.14,3325.09,3344.14,6.349999999999909,12.699999999999818,2.0,TP_HIT,1.0900000000001455,0.8742857142856987,0.3814008054630756,5.2599999999997635,3327.7200000000003,3.7199999999998,1.8405213181058895,1,2.8578859414749487,3327.3811575161285,3325.904525065886,3325.4533306186213,3326.2386547970236,3332.4786941315347,2.8578859414749487,0.08578530429708921,1.1320525713106324,0.0,0.6666666666666666,0,0,1,0,0300,3330.35,3325.09,baseline_breakout,XAUUSD5
