Model,Trades,WinRate,TotalP&L,AvgP&L,WinRateImprovement,P&LImprovement,P&LImprovementPct,TradesTakenPct,Score
Baseline,368,35.59782608695652,606.7400000000002,1.6487500000000006,0.0,0.0,0.0,100.0,0.7423913043478261
Random Forest ML,50,42.0,70.37000000000444,1.4074000000000888,6.402173913043477,-536.3699999999958,-88.40195141246589,13.586956521739129,0.3851154695586384
Deep Learning,21,42.857142857142854,82.07000000000198,3.9080952380953327,7.259316770186331,-524.6699999999983,-86.47361307973729,5.706521739130435,0.6996017749816867
LSTM (Shallow),223,37.219730941704036,812.4999999999995,3.6434977578475314,1.6219048547475126,205.7599999999993,33.91238421729229,60.597826086956516,1.1264993789495599
LSTM (Deep),353,35.69405099150141,591.1800000000021,1.6747308781869747,0.09622490454488997,-15.559999999998126,-2.564525167287161,95.92391304347827,0.7356696882171876
