WindowID,EntryTime,Loss_baseline_breakout,Loss_pullback_ema,Loss_pullback_ema_reversal,Loss_pullback_only,Loss_reversal_failed_move,Loss_reversal_only,R_Multiple_baseline_breakout,R_Multiple_pullback_ema,R_Multiple_pullback_ema_reversal,R_Multiple_pullback_only,R_Multiple_reversal_failed_move,R_Multiple_reversal_only,TradeTaken_baseline_breakout,TradeTaken_pullback_ema,TradeTaken_pullback_ema_reversal,TradeTaken_pullback_only,TradeTaken_reversal_failed_move,TradeTaken_reversal_only,Win_baseline_breakout,Win_pullback_ema,Win_pullback_ema_reversal,Win_pullback_only,Win_reversal_failed_move,Win_reversal_only,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,RangeHigh,RangeLow,RangeWidth,RangeMid,EntryOffset,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeAtrRatio,ATR_Value,PriceAboveEMA200_5M,Price_Above_EMA200_5M,Price_Above_EMA200_1H,Market,BestMode,BestResult,BestRR,TargetWin
2025-10-13_1630,2025-10-13 16:55:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,24656.400047925603,24649.700233390337,24651.233569345663,24669.53615531921,24835.893647856366,48.70961112464738,0.1971123323647493,1.5067613656614378,0.0,0.3333333333333333,0,0,24666.98,24551.48,115.5,24609.23,102.36999999999898,44.61999999999898,0.8467594287806822,0.9160409818468244,2.3711952802176293,48.70961112464738,1,1,0,UT100,baseline_breakout,LOSS,-1.0,0
2025-10-13_1630,2025-10-13 17:10:00,,,0.0,,0.0,0.0,,,2.0,,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,24687.29626453792,24667.32876287779,24659.11920121181,24671.0618919748,24833.36336280307,44.183115745437256,0.1788185603062821,1.2573470482850966,0.0,0.6666666666666666,0,0,24666.98,24551.48,115.5,24609.23,113.37250000000132,0.0,0.8467594287806822,0.0,2.3711952802176293,48.70961112464738,1,1,0,UT100,pullback_ema_reversal,WIN,2.0,1
2025-10-13_1630,2025-10-13 17:20:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,24681.37560930427,24668.06385361801,24660.100039257806,24671.08133422673,24833.36336280307,49.33131804879496,0.2000390012866343,1.3155114814574638,0.0,0.6666666666666666,0,0,24666.98,24551.48,115.5,24609.23,57.75,44.61999999999898,0.8467594287806822,0.9160409818468244,2.3711952802176293,48.70961112464738,1,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-10-14_1000,2025-10-14 10:15:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,24511.66739216584,24533.62505462548,24595.320491084225,24683.04227862399,24813.243715740115,35.28875378836112,0.1438450323341183,1.1105258432893497,0.5,0.0,0,1,24523.35,24452.6,70.75,24487.975,44.50500000000102,9.13000000000102,0.6607253886010573,0.258722652966347,2.004888028189158,35.28875378836112,0,0,0,UT100,baseline_breakout,LOSS,-1.0,0
2025-10-14_1000,2025-10-14 10:20:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,24511.653913732665,24531.62277693225,24592.03733457112,24681.336385304352,24813.243715740115,34.08358661657964,0.1390508437498149,1.0715952015997798,0.5,0.0,0,1,24523.35,24452.6,70.75,24487.975,35.375,9.13000000000102,0.6607253886010573,0.258722652966347,2.004888028189158,35.28875378836112,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-10-14_1000,2025-10-14 10:35:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,24506.987603831127,24524.8507715494,24582.237469562668,24676.15205067865,24813.243715740115,41.82190808788853,0.170871840068838,1.3014327263867902,0.0,0.0,0,0,24523.35,24452.6,70.75,24487.975,19.8125,0.0,0.6607253886010573,0.0,2.004888028189158,35.28875378836112,0,0,0,UT100,pullback_ema_reversal,WIN,2.0,1
2025-10-14_1000,2025-10-14 11:10:00,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,24465.26555841497,24490.90693674028,24551.33812940664,24661.27481568802,24810.27462404121,43.39659053783426,0.1773544344660017,1.2146147681793849,0.0,0.0,0,0,24523.35,24452.6,70.75,24487.975,-35.375,31.75,0.7105263157894737,0.7290210343144217,1.6245114386691444,43.55155544977931,0,0,0,UT100,pullback_ema,LOSS,-1.0,0
2025-10-14_1630,2025-10-14 17:20:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,24434.635545885503,24424.62706707734,24436.59278237422,24545.542219660183,24789.115010437898,53.62567592879989,0.2187354088650657,1.335212848715221,0.0,0.3333333333333333,0,0,24463.35,24254.23,209.11999999999892,24358.79,157.4399999999987,52.88000000000102,0.846713246827323,0.9860947966457536,3.8996245059484687,53.62567592879989,0,0,0,UT100,baseline_breakout,LOSS,-1.0,0
2025-10-14_1630,2025-10-14 17:45:00,,,0.0,,0.0,0.0,,,2.0,,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,24509.429369275767,24470.46898378609,24456.32022447963,24545.531808353164,24789.115010437898,44.49371645449428,0.1812659300438533,0.9848069801342432,0.0,0.6666666666666666,0,0,24463.35,24254.23,209.11999999999892,24358.79,190.52999999999884,0.0,0.846713246827323,0.0,3.8996245059484687,53.62567592879989,0,1,0,UT100,pullback_ema_reversal,WIN,2.0,1
2025-10-15_0300,2025-10-15 03:50:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,24603.22813960184,24603.60836309298,24609.91852161768,24602.111137870823,24776.31403105867,18.16124091131615,0.0738007423104399,1.0603613138427048,0.5,0.0,0,1,24608.98,24567.9,41.07999999999811,24588.44,20.539999999997235,5.119999999998981,0.3355704697986386,0.2660499193901972,2.134634900107612,19.244508743826483,1,1,0,UT100,pullback_only,WIN,2.0,1
2025-10-15_0300,2025-10-15 04:05:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,24604.914247476143,24604.70506618556,24609.769363742435,24602.31222328418,24774.83180189391,18.474573713233028,0.0751228575289398,1.0632206247021314,0.5,0.3333333333333333,0,1,24608.98,24567.9,41.07999999999811,24588.44,20.88249999999971,0.0,0.3355704697986386,0.0,2.134634900107612,19.244508743826483,1,0,0,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-10-15_0300,2025-10-15 05:30:00,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,24654.31311832804,24638.00945485442,24625.51656048301,24608.08744354488,24773.485017795465,13.124894499060858,0.0532056596645193,0.8516402757738943,0.0,0.6666666666666666,0,0,24608.98,24567.9,41.07999999999811,24588.44,83.91249999999854,0.0,0.8111111111111111,0.0,2.910786267136425,14.113025220643156,1,1,0,UT100,reversal_failed_move,WIN,2.0,1
2025-10-15_1000,2025-10-15 10:30:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,24722.65678050593,24718.39240918761,24698.120192642968,24645.29870948569,24769.6636757366,14.561884920629428,0.0589198624489502,1.0409660375780512,0.5,0.6666666666666666,0,1,24748.1,24716.48,31.61999999999898,24732.29,-15.81000000000131,0.5,0.5675029868578947,0.0334761177636014,2.1170296873700862,14.936021062264569,1,1,0,UT100,pullback_only,LOSS,-1.0,0
2025-10-15_1630,2025-10-15 16:50:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,24793.36194358174,24805.167619019063,24797.49547162051,24723.445553565405,24771.6783992276,44.121628454983686,0.1778740738955793,2.025887937131304,0.0,0.6666666666666666,0,0,24829.73,24747.23,82.5,24788.48,-41.25,3.75,0.2834188034187918,0.0963773147651677,2.1203009248336904,38.90957129421194,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-10-16_0300,2025-10-16 03:20:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,24758.62309796344,24766.717309938216,24766.49728602962,24753.15263382899,24771.96764618248,16.109926844260503,0.0651074493778613,1.0076150881932364,0.5,0.3333333333333333,0,1,24783.98,24752.73,31.25,24768.355,-15.625,0.8800000000010186,0.1257430269776007,0.0545050255388303,1.93554778191645,16.14530020491581,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-10-16_1000,2025-10-16 10:40:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,24825.81426326857,24821.59955173199,24800.696233899565,24769.191925173807,24773.24161362845,18.125785994154093,0.0730113614614774,1.1060025253639836,0.0,1.0,0,0,24869.73,24822.73,47.0,24846.23,-23.5,17.0,0.8426666666666278,0.9399880455757176,2.5987904789446303,18.08533638274937,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-10-16_1000,2025-10-16 10:45:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,24828.37141061486,24823.14504702908,24802.182656099583,24769.882552784016,24773.24161362845,18.475681194933543,0.0743829410471345,1.1238784515243727,0.0,1.0,0,0,24869.73,24822.73,47.0,24846.23,-22.81499999999869,0.0,0.8426666666666278,0.0,2.5987904789446303,18.08533638274937,1,1,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-10-16_1000,2025-10-16 11:10:00,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,24855.648145430285,24839.95435876156,24813.898927217742,24774.59133511469,24773.97532891573,20.20133214539672,0.0812090022901708,1.183173332237368,0.0,1.0,0,0,24869.73,24822.73,47.0,24846.23,23.5,3.25,0.2560446373218076,0.1663254978496269,2.405322584286913,19.539998629303906,1,1,1,UT100,pullback_ema,WIN,2.0,1
2025-10-16_1630,2025-10-16 17:35:00,,,1.0,1.0,,,,,-1.0,-1.0,,,,,1.0,1.0,,,,,0.0,0.0,,,24912.43375736083,24902.73186410518,24891.677901174982,24834.984155418424,24781.01823844244,43.20310569848792,0.1731511063579879,1.3752831034791524,0.0,1.0,0,0,24932.98,24865.73,67.25,24899.355,33.625,0.75,0.9216528925620172,0.0172625465968323,1.5478750115159636,43.44666042133237,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-10-16_1630,2025-10-16 17:50:00,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,24941.13352376876,24920.11849294153,24900.90546890212,24839.081266296213,24781.01823844244,44.66804836135654,0.178959602567149,1.255696048654103,0.0,1.0,0,0,24932.98,24865.73,67.25,24899.355,33.625,61.25,0.8054182683507081,1.3694283614901863,1.503576445881062,44.72669160535633,1,1,1,UT100,pullback_ema,LOSS,-1.0,0
2025-10-17_0300,2025-10-17 04:45:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,24645.328426930497,24633.213275530183,24626.112540225266,24700.416198209183,24768.568615648,15.21250649570798,0.0617294233478453,0.7980298865790717,0.5,0.6666666666666666,0,1,24627.98,24580.6,47.38000000000102,24604.29,43.52999999999884,0.0,0.9678806997419268,0.0,2.4594142452047474,19.26474976404661,0,0,0,UT100,pullback_ema_reversal,WIN,2.0,1
2025-10-17_0300,2025-10-17 04:50:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,24632.8087415444,24628.62388684562,24624.411264138,24699.24519126183,24768.568615648,22.55083896294692,0.0917344776717106,1.1897562603527672,0.0,0.6666666666666666,0,0,24627.98,24580.6,47.38000000000102,24604.29,23.68999999999869,19.11999999999898,0.9678806997419268,0.9924862889048386,2.4594142452047474,19.26474976404661,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-10-17_0300,2025-10-17 05:10:00,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,24607.0357405366,24616.1418597402,24619.22200362916,24694.936721298647,24766.887335890304,25.201349760409634,0.1024565894370053,1.303171869485036,0.0,0.0,0,0,24627.98,24580.6,47.38000000000102,24604.29,-23.69000000000233,10.0,0.8047210300429436,0.4190030837203199,1.9852366106669184,23.86617280047249,0,0,0,UT100,pullback_ema,WIN,2.0,1
2025-10-17_1000,2025-10-17 10:20:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,24374.821592359105,24423.93397058758,24483.63219068145,24608.074110456146,24752.132164597657,38.30237779543537,0.1573551910450134,1.4810547889567554,0.0,0.0,0,0,24422.85,24329.23,93.61999999999898,24376.04,-46.81000000000131,15.88000000000102,0.425830099180672,0.4472893749956683,2.636979300194668,35.50274361011773,0,0,0,UT100,pullback_only,LOSS,-1.0,0
2025-10-17_1000,2025-10-17 11:10:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,24304.332406341586,24348.30617386519,24424.02241208496,24579.121763644423,24747.89184455191,42.63124147513669,0.1756343084405285,1.1902556148008112,0.0,0.0,0,0,24422.85,24329.23,93.61999999999898,24376.04,-103.31000000000132,56.5,0.3397571277718753,1.3253191332218608,2.196042075260695,42.63124147513669,0,0,0,UT100,baseline_breakout,LOSS,-1.0,0
2025-10-17_1630,2025-10-17 16:50:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,24600.43100102573,24581.792628306488,24529.49013852675,24531.97497353318,24736.193847298942,63.39353060982754,0.2568335455998082,1.5530300620612725,0.0,0.6666666666666666,0,0,24652.1,24507.73,144.36999999999898,24579.915,102.81499999999868,30.63000000000102,0.830379746835443,0.4831723317087599,2.277361721475379,63.39353060982754,1,1,0,UT100,baseline_breakout,WIN,2.0,1
2025-10-17_1630,2025-10-17 16:55:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,24611.79080082059,24588.65057118772,24534.49954485904,24533.221292204493,24736.193847298942,64.89172652851734,0.26317524932248,1.546739282576882,0.0,0.6666666666666666,0,0,24652.1,24507.73,144.36999999999898,24579.915,72.18499999999767,30.63000000000102,0.830379746835443,0.4831723317087599,2.277361721475379,63.39353060982754,1,1,0,UT100,pullback_only,WIN,2.0,1
2025-10-17_1630,2025-10-17 17:30:00,,,0.0,,0.0,0.0,,,2.0,,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,24698.19600103225,24652.469372514726,24579.47570848365,24545.708841378324,24734.832216977564,66.84305317126434,0.2707185100440094,1.2575817957619404,0.0,0.6666666666666666,0,0,24652.1,24507.73,144.36999999999898,24579.915,152.0024999999987,0.0,0.830379746835443,0.0,2.277361721475379,63.39353060982754,1,1,0,UT100,pullback_ema_reversal,WIN,2.0,1
2025-10-20_0300,2025-10-20 03:40:00,,,0.0,,0.0,0.0,,,2.0,,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,24830.15830166338,24838.564779778488,24837.600742063903,24722.54494993884,24742.616795603222,20.724081103003712,0.0833875437547654,1.25795935330741,0.0,0.6666666666666666,0,0,24850.23,24821.73,28.5,24835.98,-3.032499999997526,0.0,0.7773985589685549,0.0,1.7390387321172125,16.388364142587182,1,1,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-10-20_0300,2025-10-20 03:45:00,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,24837.222641330707,24841.011617980443,24838.69404629669,24723.96718924293,24742.616795603222,21.47820362260336,0.0863775950538793,1.2791459995330992,0.0,0.6666666666666666,0,0,24850.23,24821.73,28.5,24835.98,14.25,2.5,0.7703777335984485,0.1206326103229568,1.3752117576817078,20.724081103003712,1,1,1,UT100,pullback_ema,WIN,2.0,1
2025-10-20_1000,2025-10-20 10:30:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,24958.083089810647,24950.84396897333,24935.87940608024,24835.612625665806,24755.1122435828,13.695386717837245,0.0548476931893353,0.9896219919409964,0.0,1.0,0,0,24965.23,24932.48,32.75,24948.855,16.375,3.75,0.542603240982774,0.2607916929678099,2.2775807852522063,14.379292366735282,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-10-20_1000,2025-10-20 12:15:00,,,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,24923.4003773238,24931.93624299496,24934.83743960629,24854.88365230829,24758.30077122156,15.842443275393215,0.0635375630982025,1.015306509253587,0.0,0.3333333333333333,0,0,24965.23,24932.48,32.75,24948.855,-27.59499999999753,0.0,0.1578947368421052,0.0,2.0695526967271323,15.824675569649456,1,1,1,UT100,reversal_only,LOSS,-1.0,0
2025-10-20_1630,2025-10-20 16:50:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,25018.730517152635,24983.612640974698,24953.28373676068,24890.385851053208,24766.037788660786,28.817084172618348,0.114967810832956,1.761223109226037,0.0,1.0,0,0,25060.1,24951.35,108.75,25005.725,59.625,5.25,0.4634146341463415,0.1821835952781263,3.773803045046902,28.817084172618348,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-10-20_1630,2025-10-20 16:55:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,25026.430413722108,24990.305128158816,24957.36006080929,24892.04599183875,24766.037788660786,29.7241396162691,0.1186250021102456,1.7250142560664838,0.0,1.0,0,0,25060.1,24951.35,108.75,25005.725,54.375,5.25,0.4634146341463415,0.1821835952781263,3.773803045046902,28.817084172618348,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-10-21_1000,2025-10-21 11:35:00,,,,,0.0,0.0,,,,,2.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,25105.37611031367,25109.884876514607,25122.7955010654,25114.878269447683,24829.11832418991,11.93051103740126,0.0475220144862296,0.972925402154815,0.0,0.3333333333333333,0,0,25117.23,25098.23,19.0,25107.73,-4.969999999997526,0.0,0.8904109589041096,0.0,1.5419772820461612,12.321841716622131,0,0,1,UT100,reversal_only,WIN,2.0,1
2025-10-21_1630,2025-10-21 17:10:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,25085.40769121225,25102.87208790016,25115.07276847992,25116.69863089166,24846.013629159883,29.20189281017082,0.1164147877468254,1.6732220263360058,0.0,0.3333333333333333,0,0,25140.35,25069.48,70.86999999999898,25104.915,-36.1875,0.0,0.3079000675219208,0.0,2.5244424293172454,28.07352593070079,0,0,1,UT100,reversal_only,WIN,2.0,1
2025-10-22_0300,2025-10-22 04:05:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,25071.21318897185,25078.421467869928,25092.370318815458,25111.97591765208,24871.75953504385,10.689038122472596,0.0426327732441219,0.9621290007673436,0.5,0.3333333333333333,0,1,25095.23,25069.48,25.75,25082.355,-14.472499999999854,0.0,0.9506416584402814,0.0,2.149183170094613,11.981296130690628,0,0,1,UT100,reversal_only,WIN,2.0,1
2025-10-22_1000,2025-10-22 11:25:00,,,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,25117.548844317946,25128.77432396113,25134.123687590785,25123.795371773347,24889.600144715787,11.726028347093289,0.0467042565338136,0.9256861567895802,0.0,0.3333333333333333,0,0,25160.85,25116.23,44.61999999999898,25138.54,-32.40499999999884,0.0,0.7534246575342466,0.0,3.684334479304792,12.110735398925687,0,0,1,UT100,reversal_only,LOSS,-1.0,0
2025-10-22_1630,2025-10-22 17:35:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,25012.168517656773,25050.17046656496,25076.21132644406,25104.094109782432,24900.960567965147,44.89334780165186,0.1800716133464142,1.661070474173999,0.0,0.3333333333333333,0,0,25109.73,25012.73,97.0,25061.23,-130.39999999999782,81.89999999999782,0.5766287966612195,1.8243237363773588,2.1606764643297742,44.89334780165186,0,0,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-10-22_1630,2025-10-22 17:55:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,24986.554416832216,25022.755885229803,25059.24081381707,25098.45317181787,24900.960567965147,47.520478549392365,0.1899948965349564,1.416880384095233,0.0,0.3333333333333333,0,0,25109.73,25012.73,97.0,25061.23,-48.5,81.89999999999782,0.5766287966612195,1.8243237363773588,2.1606764643297742,44.89334780165186,0,0,1,UT100,pullback_only,WIN,2.0,1
2025-10-23_0300,2025-10-23 03:40:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,24868.134211262324,24870.43850300661,24869.692755057626,24939.60825933218,24896.89742062848,17.597999573789846,0.0707610881308499,1.166550680643635,0.0,0.3333333333333333,0,0,24852.73,24797.98,54.75,24825.355,47.87250000000131,0.0,0.913520097442106,0.0,2.819670496451071,19.41716241983244,0,0,0,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-10-23_1000,2025-10-23 10:30:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,24941.740944200283,24939.06389021148,24932.262079900946,24935.6174219022,24899.69838534967,14.514997328634673,0.0582049662444603,1.1678451810847317,0.0,1.0,0,0,24972.98,24948.73,24.25,24960.855,-27.78249999999753,0.0,0.940095302927094,0.0,1.723507055528989,14.070148376942411,1,1,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-10-23_1000,2025-10-23 10:45:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,24939.729603430547,24938.64447048195,24932.828177987853,24935.664402256072,24899.69838534967,14.40198789066976,0.0577486272185835,1.1142021038054792,0.0,1.0,0,0,24972.98,24948.73,24.25,24960.855,-12.125,10.0,0.940095302927094,0.7107245589810264,1.723507055528989,14.070148376942411,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-10-23_1630,2025-10-23 17:15:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,24956.462167877675,24916.656653041195,24891.601801069293,24909.05403479869,24901.19025193977,37.98085223738977,0.1522745540712473,1.3782809703481709,0.0,1.0,0,0,24937.85,24845.98,91.86999999999898,24891.915,45.93499999999767,46.25,0.9656196943973044,1.3895390346185814,2.7601502942790845,33.2844193993408,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-10-24_0300,2025-10-24 04:00:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,25149.116559652863,25146.585991498945,25134.79749643006,25049.26035126265,24921.908414156347,6.95776723100789,0.0276580951966715,1.066992091881097,0.5,1.0,0,1,25154.85,25135.23,19.61999999999898,25145.04,11.309999999997672,1.5,0.8895348837206505,0.2155864015276511,2.81987013198153,6.95776723100789,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-10-24_0300,2025-10-24 04:25:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,25157.920306267057,25152.73376601135,25139.9154055383,25054.81437782308,24921.908414156347,7.289011711608516,0.028978005977707,1.0792981253453164,0.0,1.0,0,0,25154.85,25135.23,19.61999999999898,25145.04,9.809999999997672,1.5,0.8895348837206505,0.2155864015276511,2.81987013198153,6.95776723100789,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-10-24_1000,2025-10-24 10:20:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,25205.79938022864,25204.87060012984,25193.25566046052,25122.069480173184,24937.304691265308,8.729640687053188,0.0346469583126085,1.143328985609502,0.0,1.0,0,0,25216.35,25200.48,15.86999999999898,25208.415,-12.43500000000131,4.5,0.5588993981082916,0.5154851340758949,1.81794423950754,8.729640687053188,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-10-24_1000,2025-10-24 10:30:00,,,1.0,1.0,,1.0,,,-1.0,-1.0,,-1.0,,,1.0,1.0,,1.0,,,0.0,0.0,,0.0,25205.02760334633,25204.59223151226,25194.01243397374,25123.67213644064,24937.304691265308,9.433019004942055,0.0374191026452434,1.1854558167207323,0.0,1.0,0,0,25216.35,25200.48,15.86999999999898,25208.415,-7.93500000000131,4.5,0.5588993981082916,0.5154851340758949,1.81794423950754,8.729640687053188,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-10-24_1630,2025-10-24 17:05:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,25352.909723409168,25326.4314123817,25285.14279083689,25196.587342722865,24959.559803455588,30.60748948290961,0.1205779766723327,1.100808070218195,0.0,1.0,0,0,25381.85,25281.6,100.25,25331.725,52.25500000000102,2.130000000001018,0.6476391825229161,0.0695908104841578,3.2753421366354423,30.60748948290961,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-10-24_1630,2025-10-24 17:10:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,25360.223778727337,25332.163102165177,25289.234446098188,25198.506672646025,24959.559803455588,29.193157551855,0.1149813133307771,1.0533409360020614,0.0,1.0,0,0,25381.85,25281.6,100.25,25331.725,50.125,2.130000000001018,0.6476391825229161,0.0695908104841578,3.2753421366354423,30.60748948290961,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-10-27_0300,2025-10-27 05:45:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,25587.92450116783,25582.13048236135,25561.41732154844,25424.577537221627,25016.752776682955,7.503571330833876,0.029308100773576,0.9379030283658372,0.5,1.0,0,1,25597.13,25561.88,35.25,25579.505,22.875,5.25,0.97184684684685,0.6996668344347657,4.697763031204856,7.503571330833876,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-10-27_1000,2025-10-27 10:40:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,25656.36045271474,25649.49031879664,25633.223248460115,25517.4985561723,25046.690529242205,9.118521192194857,0.035543720768909,1.1212669445903325,0.0,1.0,0,0,25655.38,25633.5,21.88000000000102,25644.44,10.93999999999869,5.25,0.7948717948717948,0.6158390758472913,2.566582662769402,8.524954336125685,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-10-27_1000,2025-10-27 11:35:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,25640.6574068786,25643.815230014192,25636.1978993376,25530.472537185247,25052.758285170145,11.021004686974369,0.0429813242772985,1.1982282949333003,0.0,0.6666666666666666,0,0,25655.38,25633.5,21.88000000000102,25644.44,-10.18500000000131,0.0,0.4229017566688634,0.0,2.0923865345011023,10.456958902776524,1,1,1,UT100,reversal_only,WIN,2.0,1
2025-10-27_1000,2025-10-27 12:50:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,25671.19092385169,25660.84499905704,25648.50056078266,25548.798497937507,25059.131337059,10.734647330645156,0.0417907967321721,1.0792566996659223,0.0,1.0,0,0,25655.38,25633.5,21.88000000000102,25644.44,42.18999999999869,31.25,0.2386634844868445,2.911134296027391,2.038259788706633,10.734647330645156,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-10-27_1630,2025-10-27 17:10:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,25703.923417783608,25695.45095019285,25686.544972236108,25606.42912774231,25090.054806563905,22.12565679437276,0.0860460134922862,1.507167033953125,0.0,1.0,0,0,25713.13,25650.88,62.25,25682.005,31.125,7.25,0.5363553392151373,0.2993603952603511,2.5703702903388765,24.21830046588073,1,1,1,UT100,pullback_only,WIN,2.0,1
