WindowID,EntryTime,Loss_baseline_breakout,Loss_pullback_ema,Loss_pullback_ema_reversal,Loss_pullback_only,Loss_reversal_failed_move,Loss_reversal_only,R_Multiple_baseline_breakout,R_Multiple_pullback_ema,R_Multiple_pullback_ema_reversal,R_Multiple_pullback_only,R_Multiple_reversal_failed_move,R_Multiple_reversal_only,TradeTaken_baseline_breakout,TradeTaken_pullback_ema,TradeTaken_pullback_ema_reversal,TradeTaken_pullback_only,TradeTaken_reversal_failed_move,TradeTaken_reversal_only,Win_baseline_breakout,Win_pullback_ema,Win_pullback_ema_reversal,Win_pullback_only,Win_reversal_failed_move,Win_reversal_only,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,RangeHigh,RangeLow,RangeWidth,RangeMid,EntryOffset,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeAtrRatio,ATR_Value,PriceAboveEMA200_5M,Price_Above_EMA200_5M,Price_Above_EMA200_1H,Market,BestMode,BestResult,BestRR,TargetWin
2025-08-04_1000,2025-08-04 10:40:00,,,,,0.0,0.0,,,,,2.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,22899.867863280542,22885.532805309085,22870.11752369449,22870.107878234907,23176.982800729147,15.786320544642884,0.0688921856334949,1.0513543906377274,0.0,0.6666666666666666,0,0,22900.53,22861.03,39.5,22880.78,35.90250000000378,0.0,0.893061224489689,0.0,2.320281080805704,17.023799541684777,1,1,0,UT100,reversal_only,WIN,2.0,1
2025-08-04_1630,2025-08-04 16:45:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23023.06122161716,22988.109314565816,22959.918422272043,22912.21859756197,23165.168632542227,24.96652528630917,0.1080847346676859,1.8509450461637484,0.0,0.6666666666666666,0,0,23079.28,22971.9,107.37999999999738,23025.59,73.43999999999869,19.75,0.674807197943388,0.7910592192350552,4.300958934757374,24.96652528630917,1,1,0,UT100,baseline_breakout,LOSS,-1.0,0
2025-08-04_1630,2025-08-04 17:20:00,,,0.0,,0.0,0.0,,,2.0,,2.0,2.0,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,23103.04302342369,23054.180105905987,22999.88741703021,22926.49613501834,23164.491332715937,26.159478727221867,0.1131395364699409,1.4076021804637784,0.0,0.6666666666666666,0,0,23079.28,22971.9,107.37999999999738,23025.59,102.46749999999884,0.0,0.674807197943388,0.0,4.300958934757374,24.96652528630917,1,1,0,UT100,pullback_ema_reversal,WIN,2.0,1
2025-08-04_1630,2025-08-04 18:00:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23105.20230805273,23083.47492245772,23030.24649501852,22940.73130373224,23164.210722440155,29.89320242400905,0.1294190078102391,1.1911052136659517,0.0,0.6666666666666666,0,0,23079.28,22971.9,107.37999999999738,23025.59,53.68999999999869,17.81999999999971,0.6404978458591553,0.6117598005596511,3.6863505827213694,29.12907972001036,1,1,0,UT100,pullback_only,LOSS,-1.0,0
2025-08-05_0300,2025-08-05 03:25:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23210.742404183795,23211.834538983803,23200.626503363223,23094.92511328916,23166.32174086039,8.627207814124068,0.0371731818956878,0.938076735708592,0.5,0.6666666666666666,0,1,23220.03,23209.03,11.0,23214.53,-7.25249999999869,0.0,0.6598915989165783,0.0,1.225766744615566,8.9739749004611,1,1,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-08-05_0300,2025-08-05 03:40:00,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,23216.18211094211,23214.195318545306,23202.93985566773,23098.64968099793,23166.32174086039,9.093681649668367,0.0391504462578172,0.9908382618029784,0.5,1.0,0,1,23220.03,23209.03,11.0,23214.53,5.5,1.0,0.8565989847718584,0.1190855424001956,1.3099409664021524,8.397324980386173,1,1,1,UT100,pullback_ema,WIN,2.0,1
2025-08-05_1000,2025-08-05 11:50:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,23216.427524292096,23224.077589488472,23232.57704721057,23184.448643068365,23171.59023444672,10.088616409116568,0.0434535184264161,0.826420897554632,0.0,0.3333333333333333,0,0,23282.65,23258.65,24.0,23270.65,-54.81000000000131,0.0,0.462999999999738,0.0,1.762125713809786,13.61991361451224,1,1,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-08-05_1630,2025-08-05 17:00:00,,1.0,1.0,,,,,-1.0,-1.0,,,,,1.0,1.0,,,,,0.0,0.0,,,,23243.51467930037,23245.94221150964,23248.01861841807,23214.53077836784,23174.695674872808,30.990642556643326,0.1335018084473718,1.5550572210632427,0.0,0.3333333333333333,0,0,23248.28,23190.03,58.25,23219.155,29.125,19.0,0.6563767462820888,0.7001965401337825,2.146655182252254,27.13523833803832,1,0,1,UT100,pullback_ema,LOSS,-1.0,0
2025-08-06_0300,2025-08-06 03:35:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,22972.12295836477,22972.17760987962,22990.25369919584,23083.34613671398,23161.02787418132,16.083086050436858,0.0699952390193705,1.1951285925831592,0.5,0.0,0,1,22977.15,22940.4,36.75,22958.775,18.625,0.25,0.1610305958132271,0.0155442804456803,2.2850092255150107,16.083086050436858,0,0,0,UT100,baseline_breakout,WIN,2.0,1
2025-08-06_0300,2025-08-06 03:40:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,22972.40436669181,22972.30055443602,22989.597867854827,23082.25343883623,23161.02787418132,15.789341243711595,0.0687284071873656,1.163824259753725,0.5,0.3333333333333333,0,1,22977.15,22940.4,36.75,22958.775,18.375,0.25,0.1610305958132271,0.0155442804456803,2.2850092255150107,16.083086050436858,0,0,0,UT100,pullback_only,WIN,2.0,1
2025-08-06_0300,2025-08-06 03:45:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,22971.829493353453,22972.04868585093,22988.81089264484,23081.131812579155,23161.02787418132,14.950762411216717,0.0650895443277103,1.092556193222818,0.5,0.0,0,1,22977.15,22940.4,36.75,22958.775,15.097499999996217,0.0,0.1610305958132271,0.0,2.2850092255150107,16.083086050436858,0,0,0,UT100,pullback_ema_reversal,WIN,2.0,1
2025-08-06_1000,2025-08-06 11:25:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23093.09457492924,23093.592417277792,23080.732425074984,23071.03529091928,23153.61118961072,11.640540710885704,0.0504344601743794,1.0356999067997106,0.0,0.3333333333333333,0,0,23112.28,23082.03,30.25,23097.155,-16.625,1.5,0.3285870755751217,0.1288599934706871,2.598676534992191,11.640540710885704,1,1,0,UT100,baseline_breakout,WIN,2.0,1
2025-08-06_1000,2025-08-06 11:30:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,23090.35565994339,23092.302197525267,23080.68017311126,23071.11852185541,23153.61118961072,11.15513528276761,0.0483337317381197,0.984642209610172,0.0,0.3333333333333333,0,0,23112.28,23082.03,30.25,23097.155,-15.125,1.5,0.3285870755751217,0.1288599934706871,2.598676534992191,11.640540710885704,1,1,0,UT100,pullback_only,WIN,2.0,1
2025-08-06_1630,2025-08-06 16:50:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23089.60875281822,23076.683867451204,23066.8543986118,23065.04132122825,23149.08509795296,38.964825721564445,0.1685272976152381,1.963214220206648,0.0,0.6666666666666666,0,0,23119.03,23040.03,79.0,23079.53,41.25,1.75,0.1738935406698241,0.0449123014819874,2.0274696097582887,38.964825721564445,1,1,0,UT100,baseline_breakout,WIN,2.0,1
2025-08-06_1630,2025-08-06 16:55:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,23090.06700225458,23078.067152228366,23067.8365790584,23065.308571763297,23149.08509795296,40.00284895868919,0.1732332504414499,1.9069919532533008,0.0,0.6666666666666666,0,0,23119.03,23040.03,79.0,23079.53,39.5,1.75,0.1738935406698241,0.0449123014819874,2.0274696097582887,38.964825721564445,1,1,0,UT100,pullback_only,WIN,2.0,1
2025-08-07_0300,2025-08-07 03:15:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23352.676634596064,23346.731657410703,23326.61672627066,23220.35192558922,23163.0036619814,9.66641521294772,0.0413777222809751,0.8091880915399101,0.5,1.0,0,1,23357.15,23334.78,22.37000000000262,23345.965,15.43500000000131,4.25,0.3926325247083241,0.439666609221102,2.314198129006401,9.66641521294772,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-08-07_1000,2025-08-07 11:05:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23401.706040297347,23389.51101070126,23380.178642245097,23316.93470802316,23180.12276542228,12.68750327868403,0.054155228923149,1.1595956749906806,0.0,1.0,0,0,23391.4,23361.53,29.87000000000262,23376.465,51.56499999999869,36.62999999999738,0.3078276165346696,2.88709284998086,2.3542851058952228,12.68750327868403,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-08-07_1630,2025-08-07 17:00:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23515.47419464084,23505.554128782467,23490.251269520475,23404.23592169201,23198.14157286585,33.027949289522624,0.1403539420510992,1.7352966098721303,0.0,1.0,0,0,23538.78,23474.53,64.25,23506.655,32.125,7.870000000002619,0.7158685446009881,0.2485187258005822,2.028885404406873,31.667633795602622,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-07_1630,2025-08-07 17:20:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23496.98290212489,23499.605210561072,23489.904249021267,23407.540081294894,23198.14157286585,36.99891317843045,0.1577415570761123,1.5961127654308804,0.0,0.6666666666666666,0,0,23538.78,23474.53,64.25,23506.655,-51.25499999999738,19.12999999999738,0.7116691842900172,0.5170422143953609,1.73653749476772,36.99891317843045,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-08-07_1630,2025-08-07 17:40:00,,,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,23479.15118871036,23489.072806202497,23486.401102581,23409.83737152782,23198.14157286585,34.66446220818063,0.1476909209392062,1.267317872027476,0.0,0.6666666666666666,0,0,23538.78,23474.53,64.25,23506.655,-40.23999999999796,0.0,0.7116691842900172,0.0,1.73653749476772,36.99891317843045,1,1,1,UT100,reversal_only,LOSS,-1.0,0
2025-08-08_0300,2025-08-08 03:15:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23447.773875188024,23442.29720242181,23418.67148804325,23394.78638855897,23214.904330845693,9.924457732148548,0.0423035610766729,0.986283048214212,0.5,1.0,0,1,23454.72,23427.47,27.25,23441.095,19.00499999999738,5.379999999997381,0.5404411764704776,0.5420951093952276,2.74574195743999,9.924457732148548,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-08-08_0300,2025-08-08 03:20:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23451.139100150423,23444.324729474378,23420.4726061592,23395.48105135938,23214.904330845693,10.118530034528394,0.0431225336657279,1.0177812639267914,0.5,1.0,0,1,23454.72,23427.47,27.25,23441.095,13.625,5.379999999997381,0.5404411764704776,0.5420951093952276,2.74574195743999,9.924457732148548,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-08_1000,2025-08-08 10:15:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23436.174732210744,23436.451012586484,23440.95003339348,23426.196527333334,23230.2990884778,10.76932508501876,0.0459364394555135,1.0000541084779024,0.0,0.3333333333333333,0,0,23439.47,23424.22,15.25,23431.845,12.125,4.5,0.8315018315021244,0.4178534833403779,1.4160590268757252,10.76932508501876,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-08-08_1000,2025-08-08 10:25:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,23438.03182861488,23437.330754203707,23441.000103874565,23426.502436051764,23230.2990884778,10.456070841636665,0.044610246812269,0.9669297442943432,0.0,0.6666666666666666,0,0,23439.47,23424.22,15.25,23431.845,7.625,4.5,0.8315018315021244,0.4178534833403779,1.4160590268757252,10.76932508501876,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-08-08_1630,2025-08-08 16:45:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23470.684069950697,23457.07565659564,23455.149128275385,23442.493307805235,23244.35475580216,24.37977003188174,0.1036247762966575,1.896958114085422,0.0,1.0,0,0,23512.85,23429.22,83.62999999999738,23471.035,55.93500000000131,14.12000000000262,0.5911949685534591,0.5791687116628956,3.43030307056356,24.37977003188174,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-08-08_1630,2025-08-08 18:40:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,23549.276408855138,23546.049704627745,23517.7950457597,23466.58225735562,23250.68026545188,21.635626273709747,0.0919896540622014,0.9112018021319052,0.0,1.0,0,0,23512.85,23429.22,83.62999999999738,23471.035,41.81499999999869,36.70000000000073,0.6028776978417547,1.5596039168232163,3.5539421134582816,23.531615690447595,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-08-11_1000,2025-08-11 11:35:00,,,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,23593.025225961504,23605.713506363325,23621.10560766857,23603.660961047364,23307.895291887173,14.737258572604212,0.0624512239903255,1.2983800583620737,0.0,0.3333333333333333,0,0,23660.03,23644.78,15.25,23652.405,-59.75249999999869,0.0,0.290498974709553,0.0,0.9645890629485084,15.809841294887326,0,0,1,UT100,reversal_only,WIN,2.0,1
2025-08-12_0300,2025-08-12 03:50:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23550.54624750049,23546.01161826439,23547.78912451881,23582.391631834493,23347.44249504446,10.67471279315884,0.0453388797328219,1.1379828913260903,0.5,0.6666666666666666,0,1,23545.28,23529.4,15.87999999999738,23537.34,7.93999999999869,11.37000000000262,0.63923076923087,0.9849502936592124,1.3756385807653573,11.543729742707786,0,0,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-12_1000,2025-08-12 10:35:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23553.496627552213,23551.334479213347,23549.54209558048,23564.525293541225,23361.50228092852,14.616727304154006,0.062085500529476,1.0562660630459133,0.0,1.0,0,0,23576.15,23545.53,30.62000000000262,23560.84,-15.31000000000131,3.0,0.8081841432225247,0.192354254213663,1.9632957546742889,15.596223812485391,0,0,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-12_1000,2025-08-12 10:40:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23553.07730204177,23551.340435648497,23549.61495457732,23564.394693605493,23361.50228092852,14.351830330266456,0.0609383320323482,1.0403272114855244,0.0,1.0,0,0,23576.15,23545.53,30.62000000000262,23560.84,-15.844999999997526,0.0,0.8081841432225247,0.0,1.9632957546742889,15.596223812485391,0,0,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-08-12_1630,2025-08-12 16:45:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23642.59662953272,23628.255462770587,23595.42024040812,23569.78358629964,23373.32339481219,43.26100043271034,0.1833090908473859,1.6733728854697822,0.0,1.0,0,0,23707.03,23610.9,96.12999999999738,23658.965,-58.93500000000131,10.87000000000262,0.48499309305543,0.2512655715604681,2.2220937805061007,43.26100043271034,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-08-12_1630,2025-08-12 16:50:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23636.75730362617,23626.90496615508,23596.12532901957,23570.21758046581,23373.32339481219,43.559533708348965,0.1844695541868132,1.5877494021941916,0.0,1.0,0,0,23707.03,23610.9,96.12999999999738,23658.965,-48.06499999999869,10.87000000000262,0.48499309305543,0.2512655715604681,2.2220937805061007,43.26100043271034,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-12_1630,2025-08-12 17:05:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23605.70837945661,23613.125203722822,23593.259857775844,23570.223171777725,23376.32555008769,48.594398683627766,0.2059758475383802,1.4852581238414615,0.0,0.6666666666666666,0,0,23707.03,23610.9,96.12999999999738,23658.965,-90.31000000000132,0.0,0.48499309305543,0.0,2.2220937805061007,43.26100043271034,1,1,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-08-13_0300,2025-08-13 03:30:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23847.454110170816,23844.31129739697,23831.52159286856,23732.231637552064,23414.63829130893,9.664838919251157,0.0405391053449222,1.1885711514426929,0.0,1.0,0,0,23865.65,23841.78,23.87000000000262,23853.715,-12.93500000000131,1.0,0.7296954314723237,0.1034678392837075,2.469777323702369,9.664838919251157,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-08-13_0300,2025-08-13 03:35:00,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,23846.393288136653,23844.114815815425,23831.938393148223,23733.325352601296,23414.63829130893,9.16019373001732,0.0384201665119014,1.0989928958197477,0.0,1.0,0,0,23865.65,23841.78,23.87000000000262,23853.715,-11.93500000000131,1.0,0.7296954314723237,0.1034678392837075,2.469777323702369,9.664838919251157,1,1,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-13_0300,2025-08-13 04:05:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,23844.76378612529,23844.045516832564,23834.478859145274,23739.75770844334,23418.75164164416,8.855107802933242,0.0371352945517807,0.9300102852309948,0.0,1.0,0,0,23865.65,23841.78,23.87000000000262,23853.715,-9.532499999997526,0.0,0.7296954314723237,0.0,2.469777323702369,9.664838919251157,1,1,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-08-13_1000,2025-08-13 10:15:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23868.47980569333,23861.13661782049,23854.23694790325,23797.584753651645,23444.22088860905,9.901062298243918,0.0414571343558772,1.5341301598469297,0.0,1.0,0,0,23881.4,23857.28,24.12000000000262,23869.34,13.31000000000131,1.25,0.6442105263160652,0.1262490793762305,2.436102235644009,9.901062298243918,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-08-13_1000,2025-08-13 10:20:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,23871.639844554666,23863.240561654995,23855.415106809007,23798.447392918795,23444.22088860905,9.230253991811743,0.0386457284532409,1.3755804743815034,0.0,1.0,0,0,23881.4,23857.28,24.12000000000262,23869.34,12.06000000000131,1.25,0.6442105263160652,0.1262490793762305,2.436102235644009,9.901062298243918,1,1,1,UT100,pullback_only,WIN,2.0,1
2025-08-13_1630,2025-08-13 16:55:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23937.31507438509,23929.071038306523,23913.888572266744,23857.533480035705,23470.978833262976,20.90592482894021,0.0874120318831377,1.89132926131664,0.0,1.0,0,0,23967.78,23928.78,39.0,23948.28,-31.75,12.25,0.7649885105494175,0.5859582917394902,1.865499867578785,20.90592482894021,1,1,1,UT100,baseline_breakout,WIN,2.0,1
2025-08-13_1630,2025-08-13 17:40:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,23878.83759208429,23897.193328532543,23902.35028636433,23859.19732764775,23474.84750158872,25.141286839046685,0.10533073094716,1.416131419379632,0.0,0.3333333333333333,0,0,23967.78,23928.78,39.0,23948.28,-88.00499999999738,0.0,0.7649885105494175,0.0,1.865499867578785,20.90592482894021,1,1,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-08-14_0300,2025-08-14 03:40:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23853.107496963865,23852.381519515715,23846.603625802363,23845.254049506588,23505.968308251697,8.106877008036667,0.0340048858721195,1.1828156169487511,0.5,1.0,0,1,23863.33,23848.33,15.0,23855.83,-15.5,8.0,0.7663043478259473,0.9868165006166104,1.8502809386561443,8.106877008036667,0,0,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-08-14_0300,2025-08-14 04:10:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,23839.2442961641,23844.71890801148,23844.134627698444,23844.66715853633,23509.25170816959,8.535103656233668,0.0358067460022942,1.170691259077539,0.0,0.6666666666666666,0,0,23863.33,23848.33,15.0,23855.83,-25.00250000000233,0.0,0.7663043478259473,0.0,1.8502809386561443,8.106877008036667,0,0,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-08-14_1000,2025-08-14 10:20:00,,0.0,0.0,0.0,,,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,23822.890814874143,23821.41166226541,23825.413538510107,23836.03231465359,23527.985740289834,8.62372005936286,0.0361887603032118,1.08494856353122,0.0,0.6666666666666666,0,0,23829.2,23816.83,12.36999999999898,23823.015,6.18500000000131,1.1300000000010186,0.6056140350877908,0.1246438434852168,1.364464021159837,9.065830837726375,0,0,1,UT100,pullback_only,WIN,2.0,1
2025-08-14_1630,2025-08-14 16:45:00,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,,23794.922842532847,23791.67211812549,23806.9439061001,23826.734621141903,23545.265305296067,28.455064717696768,0.1193806264319843,1.2402765996209295,0.0,0.6666666666666666,0,0,23828.45,23746.45,82.0,23787.45,48.13000000000102,7.130000000001019,0.2917953999313321,0.250570507244945,2.881736548959686,28.455064717696768,1,1,1,UT100,baseline_breakout,LOSS,-1.0,0
2025-08-14_1630,2025-08-14 16:50:00,,1.0,1.0,1.0,,,,-1.0,-1.0,-1.0,,,,1.0,1.0,1.0,,,,0.0,0.0,0.0,,,23800.72827402628,23794.606471023177,23807.61081174323,23826.706913468854,23545.265305296067,30.14505608867067,0.1265325694885637,1.2542960119759257,0.0,0.6666666666666666,0,0,23828.45,23746.45,82.0,23787.45,41.0,7.130000000001019,0.2917953999313321,0.250570507244945,2.881736548959686,28.455064717696768,1,0,1,UT100,pullback_only,LOSS,-1.0,0
2025-08-15_1000,2025-08-15 11:00:00,,,,,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,23851.817449166145,23852.13764874612,23846.52221995776,23830.824652877844,23591.89786586745,8.864555890243443,0.0371536952919255,1.0993053742825778,0.0,0.6666666666666666,0,0,23870.28,23852.4,17.87999999999738,23861.34,-11.717500000002474,0.0,0.5762711864407825,0.0,2.16466008685568,8.259957352458663,1,1,1,UT100,reversal_only,LOSS,-1.0,0
2025-08-15_1630,2025-08-15 16:45:00,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,,23769.72993835144,23791.82785184785,23805.94722997776,23819.55328047576,23601.609883703044,30.679770768090663,0.1294899575655143,2.091666353411863,0.0,0.3333333333333333,0,0,23819.4,23743.9,75.5,23781.65,-88.87000000000262,51.12000000000262,0.8954248366013072,1.6662445226993474,2.4609049582119384,30.679770768090663,0,0,1,UT100,baseline_breakout,WIN,2.0,1
2025-08-15_1630,2025-08-15 16:55:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,23745.71116054492,23776.32797673376,23797.97781590796,23817.22928789189,23601.609883703044,30.77493893247704,0.1297978436538198,1.8195452008133328,0.0,0.3333333333333333,0,0,23819.4,23743.9,75.5,23781.65,-83.71749999999884,0.0,0.8954248366013072,0.0,2.4609049582119384,30.679770768090663,0,0,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-08-15_1630,2025-08-15 17:00:00,,,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,23749.124928435936,23775.096342485234,23796.597509401767,23816.687503932764,23602.721427148783,38.3716137414801,0.1614777973851549,2.093644718604881,0.0,0.3333333333333333,0,0,23819.4,23743.9,75.5,23781.65,-37.75,51.12000000000262,0.8954248366013072,1.6662445226993474,2.4609049582119384,30.679770768090663,0,0,1,UT100,pullback_only,WIN,2.0,1
2025-08-18_1000,2025-08-18 11:30:00,,,1.0,,,1.0,,,-1.0,,,-1.0,,,1.0,,,1.0,,,0.0,,,0.0,23693.25801639573,23704.925898757567,23725.252326949783,23752.4766272236,23625.41709601852,18.3846747690412,0.0775813712334968,1.1135947088864586,0.0,0.3333333333333333,0,0,23728.78,23695.28,33.5,23712.03,-30.157500000001164,0.0,0.6024096385542169,0.0,2.060923846458346,16.25484612523119,0,0,1,UT100,pullback_ema_reversal,LOSS,-1.0,0
2025-08-18_1630,2025-08-18 17:25:00,,1.0,,,,,,-1.0,,,,,,1.0,,,,,,0.0,,,,,23693.91744785084,23689.9727463372,23688.52706498787,23717.73731800814,23628.743676252783,31.15259450076876,0.1314946488489109,1.6147526634089,0.0,1.0,0,0,23729.65,23681.4,48.25,23705.525,24.125,0.3799999999973806,0.9437397708674274,0.0131456777189666,1.6691551314329338,28.90683980857933,1,0,1,UT100,pullback_ema,LOSS,-1.0,0
2025-08-18_1630,2025-08-18 19:05:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23667.5679143202,23672.08075799298,23678.610064717483,23709.361124578056,23629.257072431043,16.88729556678925,0.0713364033884906,0.6956741032903945,0.5,0.3333333333333333,1,0,23729.65,23681.4,48.25,23705.525,-38.52999999999884,0.0,0.9586666666666536,0.0,1.9217576652897923,25.10722390834024,0,0,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-08-19_0300,2025-08-19 03:50:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23699.1694926222,23708.543360558426,23711.083274230816,23707.100096758248,23634.512070419925,10.261427213313382,0.0433048720629301,1.275884972579512,0.0,0.3333333333333333,0,0,23721.28,23709.15,12.12999999999738,23715.215,-22.74750000000131,0.0,0.9333333333333332,0.0,1.4862594811822496,8.161428171579121,0,0,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-08-19_1000,2025-08-19 10:40:00,,,0.0,,,0.0,,,2.0,,,2.0,,,1.0,,,1.0,,,1.0,,,1.0,23674.46848729096,23671.691539646126,23672.11728294056,23688.54573149698,23637.25523459042,8.003696750924128,0.0337972113749581,1.0983276710523056,0.0,0.6666666666666666,0,0,23686.28,23672.53,13.75,23679.405,-6.345000000001164,0.0,0.6666666666666666,0.0,1.8601432158089832,7.391903958330474,0,0,1,UT100,pullback_ema_reversal,WIN,2.0,1
2025-08-19_1000,2025-08-19 11:30:00,,0.0,,,,,,2.0,,,,,,1.0,,,,,,1.0,,,,,23680.07227938608,23677.266418383497,23675.01831363056,23687.830790309185,23637.9059287736,8.895722846771093,0.0375590217578519,1.1094896085509638,0.0,1.0,0,0,23686.28,23672.53,13.75,23679.405,6.875,1.1200000000026191,0.1437288135594996,0.1358733216006402,1.6680876535753872,8.242972106728434,0,0,1,UT100,pullback_ema,WIN,2.0,1
