WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice_x,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow,Mode,MAE,MFE,BarsTracked,EntryPrice_y,StopPrice,TargetPrice,Bar1_Move,Bar3_Move,Bar5_Move,Bar10_Move,WinFlag,Depth_to_Stop,Depth_to_Range
2025-06-30_1630,1630,BREAKOUT,SELL,2025-06-30 16:45:00,2025-06-30 22:20:00,22581.15,22656.03,22656.03,22431.390000000007,74.87999999999738,-74.87999999999738,-1.0,SL_HIT,9.0,0.4493749999999181,0.1082133479384725,65.87999999999738,22623.09,-41.93999999999869,0.7921217069095874,0,83.16903756750213,22742.951762408586,23364.613167556858,24223.914934749893,25053.2866013036,22649.12572139304,83.16903756750213,0.3683117891139385,,0.0,0.0,0,0,0,0,1630,22656.03,22590.15,baseline_breakout,54.87999999999738,3.37000000000262,20,22581.15,22656.03,22431.390000000007,0.0,-27.75,-31.62999999999738,-27.11999999999898,0,0.7329059829059735,0.8330297510625313
2025-07-01_0300,300,BREAKOUT,BUY,2025-07-01 03:35:00,2025-07-01 05:50:00,22687.03,22670.4,22670.4,22720.289999999997,16.62999999999738,-16.62999999999738,-1.0,SL_HIT,0.25,0.6129999999997381,0.0276791872820218,16.37999999999738,22678.59,8.43999999999869,1.8135403507177816,0,9.03205709953701,22679.80633546568,22671.877525438584,22675.14374133736,23384.770723465062,22648.52179660529,9.03205709953701,0.0398115447440101,0.9781984627520972,0.5,0.6666666666666666,0,1,0,1,300,22686.78,22670.4,baseline_breakout,12.5,16.75,20,22687.03,22670.4,22720.29,0.0,4.120000000002619,2.75,-6.879999999997381,0,0.7516536380037263,0.7631257631258852
2025-07-01_1000,1000,BREAKOUT,SELL,2025-07-01 10:15:00,2025-07-01 15:20:00,22628.78,22577.28,22654.53,22577.28,25.75,51.5,2.0,TP_HIT,1.25,0.1836734693877551,0.1091054851872663,24.5,22642.28,-13.5,2.1384675096704195,0,11.456802541636902,22633.466493748037,22634.30360313722,22644.281554670204,22983.27008586708,22648.788072857067,11.456802541636902,0.050629342552435,1.3069030420706875,0.0,0.0,0,0,0,0,1000,22654.53,22630.03,baseline_breakout,18.62000000000262,20.25,20,22628.78,22654.53,22577.28,0.0,-3.12000000000262,2.1299999999973807,12.0,1,0.7231067961166066,0.7600000000001069
2025-07-01_1630,1630,BREAKOUT,BUY,2025-07-01 16:50:00,2025-07-01 17:20:00,22613.4,22569.28,22569.28,22701.640000000007,44.12000000000262,-44.12000000000262,-1.0,SL_HIT,3.37000000000262,0.2763157894736842,0.15970509681331,40.75,22589.655,23.74500000000262,1.9311521350555867,0,21.101392925123967,22598.12544666913,22596.493440760645,22604.553638218465,22779.86846448132,22646.71032625227,21.101392925123967,0.0933136676710444,1.3309079105245951,0.0,0.3333333333333333,0,0,0,0,1630,22610.03,22569.28,baseline_breakout,47.25,21.0,7,22613.4,22569.28,22701.640000000007,0.0,-20.75,5.5,,0,1.070942883046174,1.1595092024539877
2025-07-02_0300,300,BREAKOUT,SELL,2025-07-02 04:30:00,2025-07-02 05:10:00,22495.03,22468.53,22508.28,22468.53,13.25,26.5,2.0,TP_HIT,1.1200000000026191,0.6479663394115451,0.167883480008683,12.12999999999738,22502.215,-7.18500000000131,1.8182380468751091,0,6.671293685029,22500.838777206038,22501.574134172497,22500.654675415208,22576.93203519756,22630.361822583072,6.671293685029,0.0296567450011358,0.9568657746182077,0.5,0.3333333333333333,0,1,0,0,300,22508.28,22496.15,baseline_breakout,11.12000000000262,30.12999999999738,9,22495.03,22508.28,22468.53,0.0,-10.87000000000262,0.5,,1,0.8392452830190656,0.9167353668594411
2025-07-02_1000,1000,BREAKOUT,SELL,2025-07-02 10:15:00,2025-07-02 12:00:00,22540.53,22489.289999999997,22566.15,22489.289999999997,25.62000000000262,51.24000000000524,2.0,TP_HIT,7.870000000002619,0.8659558263522382,0.7350248822587403,17.75,22557.275,-16.74500000000262,1.657775306237395,0,10.707120520625118,22554.363700361995,22554.269614931964,22545.76653284921,22558.373901882347,22625.235236220444,10.707120520625118,0.0475016360335143,1.193290361403334,0.5,0.6666666666666666,0,1,0,0,1000,22566.15,22548.4,baseline_breakout,11.75,48.37999999999738,20,22540.53,22566.15,22489.29,0.0,17.25,7.129999999997381,24.0,1,0.45862607338012484,0.6619718309859155
2025-07-02_1630,1630,BREAKOUT,BUY,2025-07-02 16:45:00,2025-07-02 17:50:00,22499.9,22617.4,22441.15,22617.4,58.75,117.5,2.0,TP_HIT,3.8700000000026193,0.4811940298508244,0.1427554312868128,54.87999999999738,22468.59,31.31000000000131,2.024397433853905,0,27.10930130726392,22463.392799400783,22451.00071254205,22461.799719148345,22511.95348907304,22616.311820917177,27.10930130726392,0.120486319082591,1.1658080481389868,0.0,0.3333333333333333,0,0,0,0,1630,22496.03,22441.15,baseline_breakout,16.5,121.53999999999724,14,22499.9,22441.15,22617.4,0.0,-3.6200000000026193,32.73999999999796,92.91999999999824,1,0.28085106382978725,0.3006559766763992
2025-07-03_0300,300,BREAKOUT,BUY,2025-07-03 04:20:00,2025-07-03 05:10:00,22651.78,22631.28,22631.28,22692.78,20.5,-20.5,-1.0,SL_HIT,5.25,0.8,0.7908121203707499,15.25,22638.905,12.875,2.29712092107694,1,6.638744987290643,22643.199911640066,22641.078113492345,22635.57428989948,22593.97066153266,22617.71260816061,6.638744987290643,0.0293078291740898,1.1483505308224442,0.5,1.0,0,1,1,1,300,22646.53,22631.28,baseline_breakout,21.87999999999738,8.0,11,22651.78,22631.28,22692.78,0.0,-1.5,-6.879999999997381,-18.0,0,1.0673170731706039,1.434754098360484
2025-07-03_1000,1000,BREAKOUT,BUY,2025-07-03 10:35:00,2025-07-03 11:40:00,22693.03,22670.53,22670.53,22738.03,22.5,-22.5,-1.0,SL_HIT,5.379999999997381,0.8333333333333334,0.5795897210459189,17.12000000000262,22679.09,13.93999999999869,1.844344985931688,1,9.282428249915672,22681.45360584857,22675.15058470055,22665.819428551466,22629.02635484824,22620.321703866462,9.282428249915672,0.0409043140114637,1.1171129424432766,0.0,1.0,0,0,1,1,1000,22687.65,22670.53,baseline_breakout,26.5,3.8700000000026193,14,22693.03,22670.53,22738.03,0.0,-6.129999999997381,-16.12999999999738,-16.0,0,1.1777777777777778,1.5478971962614454
2025-07-03_1630,1630,BREAKOUT,BUY,2025-07-03 16:50:00,2025-07-04 11:15:00,22794.28,22728.03,22728.03,22926.78,66.25,-66.25,-1.0,SL_HIT,12.12999999999738,0.7384346814080723,0.4619519331086154,54.12000000000262,22755.09,39.18999999999869,2.0610749068297505,1,26.258143176002992,22749.50155385416,22720.499658450517,22692.51030818925,22654.80698928424,22623.957847995436,26.258143176002992,0.115196194729568,1.3776840782160618,0.0,1.0,0,0,1,1,1630,22782.15,22728.03,baseline_breakout,32.0,81.15000000000146,20,22794.28,22728.03,22926.78,0.0,44.87000000000262,58.0,56.12000000000262,0,0.4830188679245283,0.5912786400590992
2025-07-04_1000,1000,BREAKOUT,SELL,2025-07-04 11:20:00,2025-07-07 01:00:00,22750.53,22804.9,22804.9,22641.789999999997,54.37000000000262,-54.37000000000262,-1.0,SL_HIT,26.0,0.7205882352941176,2.04812229508486,28.37000000000262,22790.715,-40.18500000000131,2.234816519675494,0,12.69455445233691,22749.60263933317,22763.88840337777,22783.631950234816,22782.45159816581,22651.351401114265,12.69455445233691,0.0557989394195955,1.1046536121305748,0.0,0.3333333333333333,0,0,0,1,1000,22804.9,22776.53,baseline_breakout,19.0,42.75,20,22750.53,22804.9,22641.79,0.0,-1.25,-5.5,12.75,0,0.34945742137206337,0.6697215368346227
2025-07-07_0300,300,BREAKOUT,SELL,2025-07-07 03:40:00,2025-07-07 15:15:00,22767.53,22800.28,22800.28,22702.03,32.75,-32.75,-1.0,SL_HIT,10.62000000000262,0.9621166566447698,0.9387496506351418,22.12999999999738,22789.215,-21.68500000000131,1.9561704113510456,1,11.312920322065963,22782.000345858927,22782.639819857264,22769.81866442293,22756.71341681036,22661.10408942162,11.312920322065963,0.0496888345906032,0.8541832216859981,0.5,0.6666666666666666,0,1,1,1,300,22800.28,22778.15,baseline_breakout,16.0,52.12999999999738,20,22767.53,22800.28,22702.03,0.0,-4.25,21.5,11.62999999999738,0,0.48854961832061067,0.723000451875368
2025-07-07_1630,1630,BREAKOUT,SELL,2025-07-07 17:55:00,2025-07-08 10:55:00,22698.63,22776.15,22776.15,22543.59,77.52000000000044,-77.52000000000044,-1.0,SL_HIT,3.270000000000437,0.5393436140766685,0.1307946165025338,74.25,22739.025,-40.39500000000044,2.969877760034201,0,25.001028998292824,22721.81407811887,22733.232414925536,22745.08983226136,22750.78089726425,22672.57765319731,25.001028998292824,0.1101433390398135,1.0455715224358246,0.0,0.3333333333333333,0,0,0,1,1630,22776.15,22701.9,baseline_breakout,61.59999999999855,62.59000000000015,20,22698.63,22776.15,22543.59,0.0,-10.099999999998545,-8.68999999999869,-17.18000000000029,0,0.7946336429308334,0.8296296296296102
2025-07-08_1000,1000,BREAKOUT,BUY,2025-07-08 11:00:00,2025-07-08 12:50:00,22754.78,22728.65,22728.65,22807.039999999997,26.12999999999738,-26.12999999999738,-1.0,SL_HIT,2.6299999999973807,0.8009075439594281,0.2223861605713518,23.5,22740.4,14.37999999999738,1.9871006743087347,1,11.826275489627667,22754.67550417441,22747.496679076325,22737.235579335585,22717.24770951496,22678.1271192504,11.826275489627667,0.0519727085457546,1.1840313172688388,0.0,1.0,0,0,1,1,1000,22752.15,22728.65,baseline_breakout,20.25,14.5,20,22754.78,22728.65,22807.04,0.0,-1.75,1.6200000000026191,-2.5,0,0.7749712973594347,0.8617021276595744
2025-07-08_1630,1630,BREAKOUT,SELL,2025-07-08 16:55:00,2025-07-08 19:20:00,22687.03,22748.9,22748.9,22563.289999999997,61.87000000000262,-61.87000000000262,-1.0,SL_HIT,8.12000000000262,0.8511904761904762,0.3501138708481072,53.75,22722.025,-34.99500000000262,2.317564108137893,0,23.19245444441528,22716.543691916864,22728.625491865045,22736.415294102582,22729.03673749203,22680.720180477445,23.19245444441528,0.1022278122981072,1.6825218449882395,0.0,0.3333333333333333,0,0,0,1,1630,22748.9,22695.15,baseline_breakout,59.08000000000175,40.95999999999913,20,22687.03,22748.9,22563.29,0.0,2.8799999999973807,0.5999999999985448,-44.28000000000248,0,0.9549054469047883,1.099162790697707
2025-07-09_0300,300,BREAKOUT,SELL,2025-07-09 03:30:00,2025-07-09 05:00:00,22672.9,22706.15,22706.15,22606.4,33.25,-33.25,-1.0,SL_HIT,4.75,0.7948717948717948,0.5127614208372301,28.5,22691.9,-19.0,3.0765685250233807,0,9.263567435015416,22687.9198309537,22699.068263978355,22706.65039074094,22715.141660896858,22684.92504477369,9.263567435015416,0.0408574440632447,0.9034903608794046,0.5,0.0,0,1,0,0,300,22706.15,22677.65,baseline_breakout,34.75,11.12000000000262,19,22672.9,22706.15,22606.4,0.0,-12.5,-13.12999999999738,-15.37999999999738,0,1.0451127819548873,1.219298245614035
2025-07-09_1000,1000,BREAKOUT,BUY,2025-07-09 12:10:00,2025-07-09 16:25:00,22716.28,22783.039999999997,22682.9,22783.039999999997,33.37999999999738,66.75999999999476,2.0,TP_HIT,7.629999999997381,0.8654937570940825,0.8719264028093768,25.75,22695.775,20.50499999999738,2.9426087643970065,1,8.75073856625199,22702.14007438104,22698.596508787883,22694.10283383044,22699.160299455263,22686.035689757977,8.75073856625199,0.0385218819553729,0.9389112694882996,0.5,1.0,0,1,1,1,1000,22708.65,22682.9,baseline_breakout,16.25,33.12000000000262,20,22716.28,22682.9,22783.04,0.0,19.62000000000262,20.75,15.0,1,0.4868184541642084,0.6310679611650486
