Model,Trades,WinRate,TotalP&L,AvgP&L,WinRateImprovement,P&LImprovement,P&LImprovementPct,TradesTakenPct,Score
Baseline (New Data),368,35.59782608695652,606.7400000000002,1.6487500000000006,0.0,0.0,0.0,100.0,0.7423913043478261
Random Forest ML,0,0.0,0.0,0.0,-35.59782608695652,-606.7400000000002,-100.0,0.0,0.0
Deep Learning,31,51.61290322580645,249.46000000000322,8.047096774193653,16.015077138849925,-357.279999999997,-58.885189702343155,8.423913043478262,1.3470560276124157
Filter: ATR_0-0.8,3,33.33333333333333,-2.5799999999994725,-0.8599999999998241,-2.2644927536231947,-609.3199999999997,-100.42522332465298,0.8152173913043478,0.027310984386524434
Filter: Pattern_110_Risk>=10,10,50.0,191.97999999999865,19.197999999999865,14.402173913043477,-414.7600000000016,-68.3587698190331,2.717391304347826,2.6553594620430316
Filter: Risk>=10_Trend>=0.6,93,48.38709677419355,787.9799999999991,8.472903225806443,12.789270687237028,181.23999999999887,29.87111448066698,25.271739130434785,1.7408300520922477
