WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow,Mode
2025-08-29_1000,1000,PULLBACK,SELL,2025-08-29 10:40:00,2025-08-29 11:00:00,3409.61,3412.65,3412.65,3403.53,3.0399999999999636,-3.0399999999999636,-1.0,SL_HIT,0.7800000000002001,0.49214659685858764,0.5105484208414979,3.0399999999999636,3411.13,-1.5199999999999818,1.9898297427663294,0,1.5277689013601996,3408.9086819762206,3409.4587138354013,3410.060829738205,3410.028642882091,3373.5752854219686,1.6723394353155359,0.04904422572526543,1.2156775832443878,0.0,0.3333333333333333,0,0,0,1,1000,3412.65,3409.61,pullback_only
2025-09-01_0300,0300,PULLBACK,SELL,2025-09-01 03:55:00,2025-09-01 04:45:00,3443.24,3447.87,3447.87,3433.9799999999996,4.630000000000109,-4.630000000000109,-1.0,SL_HIT,0.02999999999974534,0.47663551401839765,0.019141543104252017,4.630000000000109,3445.555,-2.3150000000000546,2.954178152448041,1,1.5672717625927073,3444.210492196036,3445.218536055187,3445.8059811148087,3435.051046752719,3383.037460603789,1.50630219424703,0.0437354736259779,0.9421430988690782,0.5,0.3333333333333333,0,1,1,1,0300,3447.87,3443.24,pullback_only
2025-09-01_1000,1000,PULLBACK,SELL,2025-09-01 10:20:00,2025-09-01 17:20:00,3474.68,3480.98,3480.98,3462.0799999999995,6.300000000000182,-6.300000000000182,-1.0,SL_HIT,0.5299999999997453,0.4597701149425002,0.14676712310385762,6.300000000000182,3477.83,-3.150000000000091,1.7445903312354227,1,3.6111629688666618,3478.208220373297,3479.6241417284455,3476.1379967737935,3455.52213361452,3389.2616616423766,3.3723412396844017,0.09709049460714002,1.0499203042600562,0.0,0.6666666666666666,0,0,1,1,1000,3480.98,3474.68,pullback_only
2025-09-01_1630,1630,PULLBACK,SELL,2025-09-01 17:45:00,2025-09-01 18:15:00,3475.47,3478.64,3478.64,3469.1299999999997,3.1700000000000728,-3.1700000000000728,-1.0,SL_HIT,0.9399999999995998,0.7329192546582255,0.36186641513449497,3.1700000000000728,3477.055,-1.5850000000000364,1.2203367404009189,1,2.5976436626489083,3476.4991907301346,3475.9321388356225,3474.411656999154,3466.036954181608,3394.8893969430255,2.4392911742957617,0.07018411922958492,1.0416507967738242,0.0,1.0,0,0,1,1,1630,3478.64,3475.47,pullback_only
2025-09-02_0300,0300,PULLBACK,BUY,2025-09-02 03:35:00,2025-09-02 03:45:00,3483.14,3478.53,3478.53,3492.359999999999,4.609999999999673,-4.609999999999673,-1.0,SL_HIT,0.8299999999999272,0.4702970297028845,0.4235145691416073,4.609999999999673,3480.835,2.3049999999998363,2.352291763545593,1,1.9597909032555774,3481.877212945882,3480.471308918134,3478.784956537258,3472.28637237708,3400.470071487458,2.0838187828214836,0.05984098783035969,1.1357023803375585,0.0,1.0,0,0,1,1,0300,3483.14,3478.53,pullback_only
2025-09-02_1000,1000,PULLBACK,SELL,2025-09-02 10:40:00,2025-09-02 10:50:00,3484.09,3475.1900000000005,3488.54,3475.1900000000005,4.449999999999818,8.899999999999636,2.0,TP_HIT,0.5300000000002001,0.0590717299577549,0.19911548858626862,4.449999999999818,3486.315,-2.224999999999909,1.6718187249217447,1,2.66177183785767,3483.658189776242,3486.0413587314397,3488.9202327783446,3483.2085115929476,3406.624516343143,2.9501560243538387,0.0846711924906031,1.0766497730384161,0.0,0.3333333333333333,0,0,1,1,1000,3488.54,3484.09,pullback_only
2025-09-02_1630,1630,PULLBACK,BUY,2025-09-02 17:05:00,2025-09-02 17:45:00,3490.06,3512.2599999999998,3478.96,3512.2599999999998,11.099999999999909,22.199999999999818,2.0,TP_HIT,3.0799999999999272,0.8203991130820426,0.5900212361187834,11.099999999999909,3484.51,5.549999999999727,2.1263752340644797,1,5.2201510919513066,3489.709636080895,3486.6251718904778,3484.614896501794,3482.8107791769594,3412.1045934840613,5.7627976130244605,0.16476151521372748,1.1801836640878733,0.0,1.0,0,0,1,1,1630,3490.06,3478.96,pullback_only
2025-09-03_1000,1000,PULLBACK,SELL,2025-09-03 10:30:00,2025-09-03 10:35:00,3533.55,3536.38,3536.38,3527.8900000000003,2.8299999999999272,-2.8299999999999272,-1.0,SL_HIT,2.8200000000001637,0.8531187122736322,1.0801689889099508,2.8299999999999272,3534.965,-1.4149999999999636,1.0839993753953563,1,2.610702611307105,3533.4101386652346,3533.650687740851,3533.905725248168,3525.657452046701,3429.836335844688,2.8110855220864277,0.07951386633496149,1.1253193526529217,0.0,0.3333333333333333,0,0,1,1,1000,3536.38,3533.55,pullback_only
2025-09-03_1630,1630,PULLBACK,BUY,2025-09-03 17:30:00,2025-09-04 04:30:00,3561.39,3549.44,3549.44,3585.2899999999995,11.949999999999818,-11.949999999999818,-1.0,SL_HIT,3.4400000000000546,0.8632352941176656,0.6766462920607093,11.949999999999818,3555.415,5.974999999999909,2.3505590668968677,1,5.083896919797818,3558.8296869808087,3555.629127823947,3550.3685924845427,3537.2902084807097,3437.7261682397343,5.030927019759277,0.141269762041078,1.1614233188284238,0.0,1.0,0,0,1,1,1630,3561.39,3549.44,pullback_only
2025-09-04_1000,1000,PULLBACK,BUY,2025-09-04 11:20:00,2025-09-04 16:30:00,3539.93,3554.47,3532.66,3554.47,7.269999999999982,14.539999999999964,2.0,TP_HIT,1.2000000000002728,0.897058823529815,0.5300999691850569,7.269999999999982,3536.295,3.6349999999997635,3.2115223133120643,0,2.2637239572850367,3541.6176208299753,3539.488122981432,3537.5903052792482,3543.956905284978,3455.403870406275,2.635343143074575,0.07444472155577896,0.9101696157869361,0.0,1.0,0,0,0,1,1000,3539.93,3532.66,pullback_only
