EntryTime,Type,EntryPrice,SL,TP,Risk,WindowType,WindowHigh,WindowLow,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Is_Consolidating,Is_Tight_Range,Consolidation_Score,Trend_Score,EMA_9_Above_21,EMA_21_Above_50,Price_Above_EMA200_1H,ExitTime,ExitPrice,P&L,R_Multiple,Status
2025-10-27 03:30:00,BUY,4076.85,4058.33,4113.889999999999,18.519999999999982,0300,4072.49,4058.33,4069.852886599213,4073.2553635378213,4078.320316557815,4081.4849875003097,7.87113927315376,0.1930691409581849,0.8065328987331122,0,0,0.0,0.0,0,0,0,2025-10-27 07:05:00,4058.33,-18.519999999999982,-1.0,SL_HIT
2025-10-27 10:20:00,SELL,4069.1,4079.77,4047.7599999999998,10.670000000000073,1000,4079.77,4069.97,4074.480834046095,4076.238081676405,4075.960235963514,4080.9801986201355,4.346811194592827,0.10682488006175388,1.0084833218435454,0,1,0.5,0.3333333333333333,0,1,0,2025-10-27 11:50:00,4047.7599999999998,21.340000000000146,2.0,TP_HIT
2025-10-27 16:45:00,SELL,4018.39,4038.86,3977.4499999999994,20.470000000000255,1630,4038.86,4018.55,4031.0593177037913,4033.910630732533,4038.023306486801,4078.3166404400304,9.526966244492389,0.2370841616789906,1.3761372897392707,0,0,0.0,0.0,0,0,0,2025-10-27 18:00:00,3977.4499999999994,40.94000000000051,2.0,TP_HIT
2025-10-28 03:15:00,SELL,3980.98,3998.85,3945.2400000000002,17.86999999999989,0300,3998.85,3985.28,3991.129992153834,3992.4095931670286,3993.496063995381,4070.377105826219,5.384433997972677,0.1352539826367547,1.1480257402515222,0,0,0.0,0.0,0,0,0,2025-10-28 03:40:00,3998.85,-17.86999999999989,-1.0,SL_HIT
2025-10-28 10:20:00,SELL,3933.58,3948.51,3903.7199999999993,14.930000000000291,1000,3948.51,3936.37,3942.62308961163,3950.493946535478,3964.0996305933004,4063.669190882221,6.9506387504572915,0.17670007348159417,1.0940176340297927,0,0,0.0,0.0,0,0,0,2025-10-28 11:40:00,3903.7199999999993,29.860000000000582,2.0,TP_HIT
2025-10-28 16:50:00,BUY,3934.04,3914.83,3972.46,19.210000000000036,1630,3933.34,3914.83,3927.7367695306007,3925.0088813564125,3923.3221327203964,4055.1492815082693,7.865355410069575,0.1999307432072265,1.2409770490024377,0,0,0.0,0.6666666666666666,1,1,0,2025-10-29 03:35:00,3972.46,38.42000000000007,2.0,TP_HIT
2025-10-29 03:40:00,BUY,3981.55,3958.99,4026.670000000001,22.5600000000004,0300,3968.83,3958.99,3970.4087112176408,3962.722435961865,3956.799083698489,4045.8775842979258,6.233823539447705,0.15656775726658473,0.9863404503657602,0,0,0.0,0.6666666666666666,1,1,0,2025-10-29 05:30:00,3958.99,-22.5600000000004,-1.0,SL_HIT
2025-10-29 10:50:00,BUY,3998.05,3974.98,4044.1900000000005,23.070000000000164,1000,3997.08,3974.98,3993.3951414273884,3985.9867705946435,3976.104516045434,4040.781301785125,5.207884987929657,0.1302606267537839,0.9810544357113478,0,0,0.0,0.6666666666666666,1,1,0,2025-10-29 21:35:00,3974.98,-23.070000000000164,-1.0,SL_HIT
2025-10-29 21:40:00,SELL,3953.93,4019.17,3823.4499999999994,65.24000000000024,1630,4019.17,4002.36,3974.7233277916466,3984.195878020298,3993.8355897116394,4037.207310232758,12.18599280140607,0.30819950786701006,1.9009421188283253,0,0,0.0,0.0,0,0,0,2025-10-30 22:00:00,4019.17,-65.24000000000024,-1.0,SL_HIT
2025-10-30 22:05:00,BUY,4024.96,3963.13,4148.62,61.82999999999993,1630,3978.66,3963.13,4016.2078807350226,4011.233966860749,4004.3694550429886,4023.7243302939737,4.762201895546712,0.11831675086328092,1.0012133171667843,0,0,0.0,1.0,1,1,1,2025-11-03 02:15:00,3963.13,-61.82999999999993,-1.0,SL_HIT
2025-11-03 02:20:00,SELL,3971.36,4028.48,3857.1200000000003,57.11999999999989,1630,4028.48,4012.99,3975.846346059595,3983.930322275059,3991.6054801999444,4019.933424494863,7.349629734036153,0.1850658145833204,1.3609068048968433,0,0,0.0,0.0,0,0,0,2025-11-03 17:00:00,4028.48,-57.11999999999989,-1.0,SL_HIT
2025-11-03 17:05:00,BUY,4025.83,4001.66,4074.17,24.170000000000073,1630,4013.47,4001.66,4020.6218562400963,4017.2723097129738,4013.5643334721863,4018.6416662536753,5.958453004234222,0.14800557907895323,1.2486868294953604,0,0,0.0,1.0,1,1,1,2025-11-03 18:15:00,4001.66,-24.170000000000073,-1.0,SL_HIT
2025-11-04 03:30:00,SELL,3983.43,3992.68,3964.93,9.25,0300,3992.68,3984.67,3987.1222165921135,3989.9533636580863,3995.1668688650543,4017.0928912718173,5.618508034634852,0.14104698801371812,1.1002845241648744,0,0,0.0,0.0,0,0,0,2025-11-04 05:25:00,3992.68,-9.25,-1.0,SL_HIT
2025-11-04 10:25:00,BUY,3999.84,3991.56,4016.4000000000005,8.2800000000002,1000,3999.33,3991.56,3994.9782591056146,3991.45391666076,3988.250315693319,4015.113149910436,4.7644520276290825,0.1191160653333404,1.0193308064017337,0,0,0.0,0.6666666666666666,1,1,0,2025-11-04 11:10:00,3991.56,-8.2800000000002,-1.0,SL_HIT
