Market,Total Trades,Winners,Losers,Filter Exits,Breakouts,Pullbacks,Reversals,Win Rate %,Total P&L,Avg R Multiple,Profit Factor
Gold (XAUUSD),537,170,260,107,163,374,0,31.65735567970205,173.4260000000063,0.0685173623321891,1.206794324474292
GBPJPY,527,168,264,95,133,394,0,31.87855787476281,3.666799999999711,0.0495759665019656,1.1693846461599997
EURJPY,540,168,261,111,153,387,0,31.11111111111111,2.1266000000004794,0.0438286092046207,1.191998874213466
USDJPY,524,191,245,88,119,405,0,36.45038167938932,19.9546000000002,0.1813416560402419,1.5398111120565017
UT100,186,66,97,23,30,156,0,35.483870967741936,669.7659999999996,0.13800294799750207,1.2026372930522893
