TradeID,EntryTime,Type,EntryPrice,SL,TP,Risk,WindowType,WindowHigh,WindowLow,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Is_Consolidating,Is_Tight_Range,Consolidation_Score,Trend_Score,EMA_9_Above_21,EMA_21_Above_50,Price_Above_EMA200_1H,ExitTime,ExitPrice,P&L,R_Multiple,Status,EntryHour,EntryDayOfWeek,RangeSize,RangeSizePct,RangeCategory,TradeID_x,ReachedTP,WaitDuration_Min,BestPossibleP&L,WouldHaveWon,TradeID_y,MaxFavorable_Min30,MinAdverse_Min30,WentAgainstFirst,Duration_Minutes
8.0,2024-11-14 03:15:00,BUY,2577.47,2571.64,2589.13,5.829999999999927,300,2575.34,2571.64,2575.0067654683,2575.561856611305,2578.998754594098,2650.8005066508067,1.6555173503782503,0.0642303247129258,1.101545162250969,0,1,0.5,0.0,0,0,0,2024-11-14 03:30:00,2571.64,-5.829999999999927,-1.0,SL_HIT,3,3,3.700000000000273,0.1435516223273315,Small (0.1-0.15%),10.0,False,,3.7600000000002174,True,8.0,3.4299999999998363,3.880000000000109,False,
,2024-11-14 10:30:00,SELL,2555.11,2560.5,2544.3300000000004,5.389999999999873,1000,2560.5,2557.57,2557.8547898379666,2559.016854266144,2561.3509105223848,2644.8043846215287,1.905566784790068,0.074578659423276,1.124380201450888,0,0,0.0,0.0,0,0,0,2024-11-14 13:35:00,2544.3300000000004,10.779999999999744,2.0,TP_HIT,10,3,2.9299999999998363,0.1146721667560236,Small (0.1-0.15%),11.0,,,,,,,,,
9.0,2024-11-14 16:45:00,SELL,2551.03,2556.52,2540.0500000000006,5.489999999999782,1630,2556.52,2553.21,2553.439177659267,2552.107244980856,2551.45894476474,2639.371081092949,2.1661388648292443,0.0849123242309672,0.8931020241024782,0,0,0.0,0.6666666666666666,1,1,0,2024-11-14 17:20:00,2556.52,-5.489999999999782,-1.0,SL_HIT,16,3,3.309999999999945,0.1297515121343122,Small (0.1-0.15%),12.0,False,,-0.7799999999997453,False,9.0,2.269999999999982,1.5799999999999272,False,
,2024-11-15 03:35:00,BUY,2566.83,2564.78,2570.9299999999994,2.049999999999727,300,2566.66,2564.78,2566.2922955609934,2566.7512847057114,2567.9076165709835,2632.5625986404384,0.9193572643170596,0.0358168349410385,0.5302508898335008,1,1,1.0,0.0,0,0,0,2024-11-15 05:05:00,2570.9299999999994,4.099999999999454,2.0,TP_HIT,3,4,1.8799999999996544,0.0732420923863152,Very Small (<0.1%),13.0,,,,,,,,,
10.0,2024-11-15 10:15:00,SELL,2555.07,2561.88,2541.4500000000003,6.809999999999945,1000,2561.88,2556.07,2560.069242170675,2563.1381837852728,2565.5530604223063,2628.022861749554,2.0860773401429618,0.0816446257888418,1.6904624686805922,0,0,0.0,0.0,0,0,0,2024-11-15 10:45:00,2561.88,-6.809999999999945,-1.0,SL_HIT,10,4,5.809999999999945,0.227391030382727,Large (0.2-0.3%),14.0,False,,-4.259999999999764,False,10.0,3.820000000000164,8.599999999999909,False,
11.0,2024-11-15 16:50:00,BUY,2569.58,2565.53,2577.6799999999994,4.049999999999727,1630,2568.2,2565.53,2567.794675771368,2568.1180193313467,2567.5156176474825,2624.476083467307,2.29031334414732,0.089131817034197,1.1193973716099483,0,0,0.0,0.3333333333333333,0,1,0,2024-11-15 17:30:00,2565.53,-4.049999999999727,-1.0,SL_HIT,16,4,2.669999999999618,0.1039080316627471,Small (0.1-0.15%),15.0,False,,6.470000000000255,True,11.0,3.1700000000000728,3.039999999999964,False,
,2024-11-18 03:20:00,BUY,2575.55,2564.79,2597.0700000000006,10.760000000000218,300,2573.61,2564.79,2569.096604872811,2565.970137395644,2564.825988554338,2618.619111240292,2.198699189202487,0.0853681423075648,1.833646022415488,0,0,0.0,0.6666666666666666,1,1,0,2024-11-18 05:30:00,2597.0700000000006,21.52000000000044,2.0,TP_HIT,3,0,8.820000000000164,0.3424511269437659,Very Large (>0.3%),16.0,,,,,,,,,
,2024-11-18 10:25:00,BUY,2586.29,2580.41,2598.05,5.880000000000109,1000,2585.48,2580.41,2585.41451707355,2586.8187826675435,2586.966105007944,2616.477575131631,2.21518011579108,0.0856508788956799,1.3898236161544186,0,0,0.0,0.0,0,0,0,2024-11-18 17:05:00,2598.05,11.760000000000218,2.0,TP_HIT,10,0,5.070000000000164,0.1960337007837544,Medium (0.15-0.2%),17.0,,,,,,,,,
,2024-11-18 17:10:00,BUY,2597.02,2590.55,2609.96,6.4699999999998,1630,2595.6,2590.55,2595.339835972168,2594.1362490453,2592.402068703827,2614.905653006673,2.3197690225214034,0.0893242648312836,1.200854265468246,0,0,0.0,0.6666666666666666,1,1,0,2024-11-18 18:40:00,2609.96,12.9399999999996,2.0,TP_HIT,17,0,5.049999999999727,0.1944536430216066,Medium (0.15-0.2%),18.0,,,,,,,,,
,2024-11-19 03:15:00,BUY,2612.12,2610.23,2615.9,1.889999999999873,300,2611.89,2610.23,2611.467573769652,2611.0785256375184,2610.357283119953,2614.5670347870937,0.8844069577443164,0.0338578226782964,0.9423735385499624,0,0,0.0,0.6666666666666666,1,1,0,2024-11-19 05:05:00,2615.9,3.779999999999745,2.0,TP_HIT,3,1,1.6599999999998545,0.0635499134802327,Very Small (<0.1%),19.0,,,,,,,,,
12.0,2024-11-19 10:50:00,BUY,2626.38,2621.37,2636.4000000000005,5.010000000000218,1000,2624.65,2621.37,2623.5721111482426,2623.019532984431,2621.895498314265,2615.002571162172,1.4832159745005358,0.0564737766241189,1.1593152458148526,0,0,0.0,1.0,1,1,1,2024-11-19 11:05:00,2621.37,-5.010000000000218,-1.0,SL_HIT,10,1,3.2800000000002,0.1248867262163205,Small (0.1-0.15%),20.0,True,220.0,15.36999999999989,True,12.0,0.9500000000002728,5.369999999999891,False,
13.0,2024-11-19 16:45:00,SELL,2634.26,2636.91,2628.960000000001,2.649999999999636,1630,2636.91,2635.08,2634.40461581464,2633.666351070728,2631.5250507776605,2615.876975384211,1.6960861431970498,0.0643856773134409,0.9844932698120732,0,0,0.0,1.0,1,1,1,2024-11-19 16:55:00,2636.91,-2.649999999999636,-1.0,SL_HIT,16,1,1.8299999999999272,0.069469224753818,Very Small (<0.1%),21.0,True,80.0,15.350000000000364,True,13.0,0.3699999999998908,0.7399999999997817,False,
,2024-11-20 03:15:00,BUY,2633.88,2631.79,2638.0600000000004,2.090000000000145,300,2633.49,2631.79,2632.7204468634773,2632.306414123449,2631.3347379358665,2617.225616278492,1.0257033607553014,0.0389426762326036,0.95426820493035,0,1,0.5,1.0,1,1,1,2024-11-20 04:30:00,2638.0600000000004,4.180000000000291,2.0,TP_HIT,3,2,1.699999999999818,0.0645435631084111,Very Small (<0.1%),22.0,,,,,,,,,
14.0,2024-11-20 10:15:00,SELL,2629.68,2637.05,2614.939999999999,7.370000000000346,1000,2637.05,2630.78,2633.733107915765,2635.4191951336834,2636.6379364408303,2618.554478101418,2.019829162366276,0.0768089334963294,1.6627818468357702,0,0,0.0,0.3333333333333333,0,0,1,2024-11-20 17:20:00,2637.05,-7.370000000000346,-1.0,SL_HIT,10,2,6.269999999999982,0.2384320525691332,Large (0.2-0.3%),23.0,False,,-3.710000000000037,False,14.0,0.4900000000002364,8.489999999999782,False,
,2024-11-20 17:25:00,BUY,2637.58,2627.08,2658.58,10.5,1630,2631.66,2627.08,2634.5214126921146,2631.433401863117,2628.620865924143,2619.128646522042,2.296912156443197,0.0870840754192554,1.225898443778214,0,0,0.0,1.0,1,1,1,2024-11-21 04:50:00,2658.58,21.0,2.0,TP_HIT,17,2,4.579999999999927,0.1736440221718365,Medium (0.15-0.2%),24.0,,,,,,,,,
,2024-11-21 04:55:00,BUY,2658.43,2648.63,2678.03,9.799999999999727,300,2651.27,2648.63,2656.545540005694,2654.338493797155,2652.003680813963,2622.111519658269,1.162856724476958,0.0437422359993288,1.0563829541491232,0,0,0.0,1.0,1,1,1,2024-11-22 05:10:00,2678.03,19.59999999999945,2.0,TP_HIT,4,3,2.6399999999998727,0.0993067336736296,Very Small (<0.1%),25.0,,,,,,,,,
,2024-11-22 05:15:00,BUY,2676.15,2669.08,2690.2900000000004,7.070000000000164,300,2669.95,2669.08,2674.674656959818,2672.9155217563043,2671.3929171149293,2631.545101990492,1.7166432372988591,0.06414600217846,1.5848868475332325,0,0,0.0,1.0,1,1,1,2024-11-22 07:20:00,2690.2900000000004,14.140000000000327,2.0,TP_HIT,5,4,0.8699999999998909,0.0325093884871883,Very Small (<0.1%),26.0,,,,,,,,,
,2024-11-22 10:45:00,BUY,2690.23,2686.42,2697.85,3.8099999999999454,1000,2689.06,2686.42,2688.404116812976,2687.690121824018,2685.6707744848804,2634.302551764062,1.8045628339456847,0.0670783848944397,0.8924460497236825,0,1,0.5,1.0,1,1,1,2024-11-22 11:50:00,2697.85,7.619999999999891,2.0,TP_HIT,10,4,2.6399999999998727,0.0981328733974371,Very Small (<0.1%),27.0,,,,,,,,,
15.0,2024-11-22 16:50:00,BUY,2703.44,2697.11,2716.1,6.329999999999927,1630,2703.3,2697.11,2701.5279223227635,2701.533222393679,2700.6787391858493,2638.19283218579,2.504774348069592,0.0926513755833157,0.877130487456542,0,1,0.5,0.6666666666666666,0,1,1,2024-11-22 17:20:00,2697.11,-6.329999999999927,-1.0,SL_HIT,16,4,6.190000000000055,0.2289675376557295,Large (0.2-0.3%),28.0,False,,12.059999999999944,True,15.0,6.0900000000001455,3.789999999999964,False,
16.0,2024-11-25 03:15:00,BUY,2715.81,2691.7,2764.03,24.110000000000127,300,2713.87,2691.7,2713.02168533378,2711.144708014718,2709.0342586688207,2645.162713460933,3.98701729170997,0.1468076666523052,2.0564242776993296,0,0,0.0,1.0,1,1,1,2024-11-25 07:15:00,2691.7,-24.110000000000127,-1.0,SL_HIT,3,0,22.170000000000076,0.8163310393584261,Very Large (>0.3%),29.0,False,,-21.340000000000146,False,16.0,0.0099999999997635,3.7800000000002,False,
,2024-11-25 11:15:00,BUY,2670.06,2661.74,2686.7000000000003,8.320000000000164,1000,2668.72,2661.74,2667.3601509749024,2667.7019602956825,2673.368706923887,2647.921143165914,3.250879448107532,0.1217530485497528,0.8418948950710402,0,1,0.5,0.3333333333333333,0,0,1,2024-11-25 15:30:00,2686.7000000000003,16.640000000000327,2.0,TP_HIT,11,0,6.980000000000018,0.2614173464266727,Large (0.2-0.3%),30.0,,,,,,,,,
17.0,2024-11-25 16:45:00,SELL,2680.68,2684.69,2672.6599999999994,4.010000000000218,1630,2684.69,2680.72,2682.705537703232,2682.2535394471847,2679.0957904604297,2649.403887597239,2.2854698421182595,0.0852570930554284,0.9752179870619804,0,1,0.5,1.0,1,1,1,2024-11-25 17:10:00,2684.69,-4.010000000000218,-1.0,SL_HIT,16,0,3.970000000000255,0.1480967515705065,Small (0.1-0.15%),31.0,True,55.0,75.81999999999971,True,17.0,1.360000000000127,2.5,False,
,2024-11-26 03:30:00,SELL,2623.79,2627.91,2615.55,4.119999999999891,300,2627.91,2625.01,2626.1212630747023,2626.222630069974,2627.130838929325,2647.6524503886885,1.4285582527445977,0.0544463639523207,1.1272693415416446,0,1,0.5,0.0,0,0,0,2024-11-26 03:40:00,2615.55,8.239999999999782,2.0,TP_HIT,3,1,2.899999999999636,0.1105271382237007,Small (0.1-0.15%),32.0,,,,,,,,,
,2024-11-26 10:15:00,SELL,2622.68,2625.95,2616.14,3.269999999999982,1000,2625.95,2622.84,2623.458835051861,2624.12282737168,2625.1902085282168,2646.134290430696,2.2357961748006465,0.0852485310751081,1.1595437627995155,0,0,0.0,0.0,0,0,0,2024-11-26 11:25:00,2616.14,6.539999999999964,2.0,TP_HIT,10,1,3.1099999999996726,0.1185809934875651,Small (0.1-0.15%),33.0,,,,,,,,,
18.0,2024-11-26 17:00:00,BUY,2637.63,2629.69,2653.51,7.940000000000055,1630,2632.85,2629.69,2632.523714571997,2631.6142700591167,2628.9874197036283,2644.7525217503903,2.768359272922205,0.1049563158184508,1.3825846571229714,0,0,0.0,0.6666666666666666,1,1,0,2024-11-26 17:45:00,2629.69,-7.940000000000055,-1.0,SL_HIT,17,1,3.1599999999998545,0.1198045214832957,Small (0.1-0.15%),34.0,True,1150.0,17.38000000000011,True,18.0,6.3400000000001455,4.070000000000164,False,
19.0,2024-11-27 03:30:00,BUY,2633.92,2630.16,2641.4400000000005,3.7600000000002174,300,2632.6,2630.16,2632.1441873119347,2631.589764656146,2629.979330338825,2643.323598478307,1.2229542857115503,0.0464309578769116,1.0441786413205651,0,1,0.5,0.6666666666666666,1,1,0,2024-11-27 04:15:00,2630.16,-3.7600000000002174,-1.0,SL_HIT,3,2,2.4400000000000546,0.0926375896002936,Very Small (<0.1%),35.0,True,315.0,24.279999999999745,True,19.0,0.7400000000002365,0.9299999999998364,False,
,2024-11-27 10:20:00,BUY,2643.45,2638.97,2652.41,4.480000000000018,1000,2643.27,2638.97,2641.89975529165,2641.0942103887446,2638.8829468996746,2642.944401866113,2.143043288088037,0.081069938454975,1.5036064999511105,0,0,0.0,1.0,1,1,1,2024-11-27 12:55:00,2652.41,8.960000000000036,2.0,TP_HIT,10,2,4.300000000000182,0.162666212714452,Medium (0.15-0.2%),36.0,,,,,,,,,
20.0,2024-11-27 16:50:00,SELL,2650.62,2655.01,2641.8399999999992,4.390000000000327,1630,2655.01,2651.9,2652.1009326371413,2651.2272536700893,2649.5909525501115,2643.3496558483744,1.742851080054655,0.0657525816622018,0.966221004376378,0,0,0.0,1.0,1,1,1,2024-11-27 17:50:00,2655.01,-4.390000000000327,-1.0,SL_HIT,16,2,3.1100000000001278,0.1173310395303788,Small (0.1-0.15%),37.0,True,70.0,29.699999999999815,True,20.0,0.2300000000000182,8.650000000000091,False,
21.0,2024-11-28 03:25:00,SELL,2636.27,2638.04,2632.73,1.7699999999999818,300,2638.04,2636.32,2636.640341259037,2636.6819558587954,2637.5545172038564,2643.110791002553,0.8175086796917735,0.0310100513108207,0.8144116808143134,0,1,0.5,0.0,0,0,0,2024-11-28 04:35:00,2638.04,-1.7699999999999818,-1.0,SL_HIT,3,3,1.7199999999998,0.0652436965864573,Very Small (<0.1%),38.0,True,25.0,15.349999999999907,True,21.0,1.0100000000002185,5.139999999999873,False,
,2024-11-28 10:20:00,BUY,2634.32,2631.86,2639.24,2.4600000000000364,1000,2633.97,2631.86,2632.976158614664,2632.340387845765,2631.737779221347,2642.3656033622574,1.4917577098158508,0.0566278094466826,1.080715299622632,0,1,0.5,0.6666666666666666,1,1,0,2024-11-28 10:45:00,2639.24,4.920000000000073,2.0,TP_HIT,10,3,2.1099999999996726,0.0800965714112056,Very Small (<0.1%),39.0,,,,,,,,,
22.0,2024-11-28 17:00:00,SELL,2643.56,2647.23,2636.22,3.6700000000000728,1630,2647.23,2645.57,2645.683649393897,2646.0037991194054,2644.9221248025547,2642.547923332728,1.5776640174028165,0.0596795237256887,1.1945782700116634,0,1,0.5,0.6666666666666666,0,1,1,2024-11-28 17:45:00,2647.23,-3.6700000000000728,-1.0,SL_HIT,17,3,1.6599999999998545,0.0627941109715631,Very Small (<0.1%),40.0,True,665.0,9.529999999999744,True,22.0,1.1099999999996726,0.900000000000091,False,
23.0,2024-11-29 03:35:00,SELL,2637.54,2639.4,2633.82,1.860000000000128,300,2639.4,2637.58,2638.1893735337108,2638.8041777941366,2639.928117698895,2642.3544192312206,0.8144908247924488,0.0308807003796131,1.0424598459059873,0,0,0.0,0.0,0,0,0,2024-11-29 05:10:00,2639.4,-1.860000000000128,-1.0,SL_HIT,3,4,1.820000000000164,0.0690036928349963,Very Small (<0.1%),41.0,False,,-0.6900000000000546,False,23.0,0.9400000000000546,2.570000000000164,False,
,2024-11-29 10:15:00,SELL,2661.94,2666.37,2653.0800000000004,4.429999999999836,1000,2666.37,2661.95,2662.9323969377588,2661.764225177993,2658.23569011451,2643.2297311478605,2.1939665946912763,0.08241983646105,1.3742444003503205,0,1,0.5,1.0,1,1,1,2024-11-29 18:45:00,2653.0800000000004,8.859999999999673,2.0,TP_HIT,10,4,4.420000000000073,0.1660443135457626,Medium (0.15-0.2%),42.0,,,,,,,,,
,2024-11-29 18:50:00,SELL,2654.91,2663.01,2638.709999999999,8.100000000000364,1630,2663.01,2659.28,2657.0488361248863,2658.285361166611,2659.5225790988493,2644.476789014088,2.91248526061236,0.1097018452833565,1.16642341418609,0,0,0.0,0.3333333333333333,0,0,1,2024-12-02 04:40:00,2638.709999999999,16.200000000000728,2.0,TP_HIT,18,4,3.730000000000018,0.1404944047067516,Small (0.1-0.15%),43.0,,,,,,,,,
24.0,2024-12-02 04:45:00,SELL,2636.18,2652.69,2603.1599999999994,16.51000000000022,300,2652.69,2647.74,2640.360942212533,2643.8410289829767,2648.6078687808367,2645.0156850245817,3.25205694599998,0.1233624769932242,1.6939410876220782,0,0,0.0,0.0,0,0,0,2024-12-03 17:55:00,2652.69,-16.51000000000022,-1.0,SL_HIT,4,0,4.950000000000273,0.1877716999598006,Medium (0.15-0.2%),44.0,False,,3.869999999999891,True,24.0,2.820000000000164,4.190000000000055,False,
25.0,2024-12-03 18:00:00,BUY,2652.6,2638.22,2681.36,14.38000000000011,1630,2640.7,2638.22,2648.9204008655333,2646.035555769358,2644.477185355725,2643.206448851995,2.431493798392383,0.0916645479300453,1.2930108096325352,0,0,0.0,1.0,1,1,1,2024-12-03 19:15:00,2638.22,-14.38000000000011,-1.0,SL_HIT,18,1,2.480000000000018,0.0934931765060702,Very Small (<0.1%),45.0,False,,0.8699999999998909,True,25.0,1.9800000000000184,5.409999999999855,False,
26.0,2024-12-04 04:35:00,SELL,2640.85,2643.29,2635.97,2.4400000000000546,300,2643.29,2641.16,2642.1180156802943,2642.352416473138,2642.746663966075,2643.2280390982696,0.7989341059262713,0.0302529150056334,1.1356206134050844,0,1,0.5,0.0,0,0,0,2024-12-04 06:00:00,2643.29,-2.4400000000000546,-1.0,SL_HIT,4,2,2.130000000000109,0.0806558494424185,Very Small (<0.1%),46.0,True,660.0,8.539999999999964,True,26.0,2.1700000000000728,0.7899999999999636,False,
27.0,2024-12-04 10:15:00,SELL,2647.99,2650.67,2642.629999999999,2.680000000000291,1000,2650.67,2648.21,2649.0522801333404,2648.4429038728963,2646.782538866308,2643.4307401373844,1.3211559104897923,0.0498927832238714,1.1177652433593053,0,1,0.5,1.0,1,1,1,2024-12-04 10:45:00,2650.67,-2.680000000000291,-1.0,SL_HIT,10,2,2.4600000000000364,0.0929006529480865,Very Small (<0.1%),47.0,True,50.0,15.679999999999836,True,27.0,3.119999999999891,1.9299999999998363,False,
28.0,2024-12-04 16:45:00,SELL,2639.52,2644.17,2630.22,4.650000000000091,1630,2644.17,2641.79,2642.796723907291,2643.555793414348,2643.5432079730253,2643.3400799021074,2.099612106029608,0.079545224360096,1.3298628284571212,0,0,0.0,0.3333333333333333,0,1,0,2024-12-04 17:20:00,2644.17,-4.650000000000091,-1.0,SL_HIT,16,2,2.380000000000109,0.0901679093168496,Very Small (<0.1%),48.0,False,,1.2800000000002,True,28.0,1.3200000000001637,7.630000000000109,False,
29.0,2024-12-05 03:15:00,BUY,2649.93,2647.74,2654.31,2.1900000000000546,300,2649.76,2647.74,2649.586829671223,2649.7873566195253,2650.1074669648733,2644.016895600824,0.9619581077043172,0.036301264852442,0.8838471894892831,0,1,0.5,0.3333333333333333,0,0,1,2024-12-05 05:00:00,2647.74,-2.1900000000000546,-1.0,SL_HIT,3,3,2.020000000000437,0.0762284286754909,Very Small (<0.1%),49.0,True,275.0,5.610000000000127,True,29.0,5.5,4.429999999999836,False,
,2024-12-05 10:15:00,SELL,2650.27,2654.11,2642.59,3.8400000000001455,1000,2654.11,2650.52,2651.4498557930424,2650.4668733605404,2649.3644286448257,2644.299912109563,1.6416053034435976,0.0619410589654487,1.2633113483482026,0,0,0.0,1.0,1,1,1,2024-12-05 12:55:00,2642.59,7.680000000000291,2.0,TP_HIT,10,3,3.590000000000145,0.1354578967426015,Small (0.1-0.15%),50.0,,,,,,,,,
30.0,2024-12-05 16:55:00,BUY,2653.25,2647.52,2664.71,5.730000000000018,1630,2651.06,2647.52,2650.7486401438728,2650.04308881374,2648.981670849592,2644.537082630734,1.5267530725919591,0.0575427521941754,1.1104698407156648,0,0,0.0,1.0,1,1,1,2024-12-05 17:20:00,2647.52,-5.730000000000018,-1.0,SL_HIT,16,3,3.539999999999964,0.1334212757938363,Small (0.1-0.15%),51.0,False,,-1.3400000000001455,False,30.0,2.519999999999982,6.199999999999818,False,
31.0,2024-12-06 03:15:00,BUY,2632.8,2631.42,2635.5600000000004,1.3800000000001091,300,2632.07,2631.42,2631.8575971212854,2631.367939231273,2631.429747287541,2643.604531414828,0.7796160381176545,0.0296116696337608,0.7899910303775862,0,1,0.5,0.3333333333333333,1,0,0,2024-12-06 04:15:00,2631.42,-1.3800000000001091,-1.0,SL_HIT,3,4,0.650000000000091,0.0246885445153483,Very Small (<0.1%),52.0,True,190.0,12.799999999999727,True,31.0,3.960000000000037,4.720000000000255,False,
32.0,2024-12-06 10:25:00,BUY,2640.34,2636.28,2648.46,4.059999999999945,1000,2638.85,2636.28,2638.766247935606,2638.886648586286,2636.68955307528,2642.900731324202,1.6361949811072012,0.0619691017485324,1.121243224986166,0,1,0.5,0.3333333333333333,0,1,0,2024-12-06 11:25:00,2636.28,-4.059999999999945,-1.0,SL_HIT,10,4,2.569999999999709,0.0973359491580519,Very Small (<0.1%),53.0,False,,5.259999999999764,True,32.0,18.92999999999984,2.309999999999945,False,
,2024-12-06 16:45:00,SELL,2638.76,2641.5,2633.2800000000007,2.7399999999997817,1630,2641.5,2638.9,2639.4616572647583,2638.8682112868155,2638.6901073957933,2642.689084193229,1.7322647560259816,0.0656469234044013,1.0823390141554832,0,1,0.5,0.6666666666666666,1,1,0,2024-12-06 17:30:00,2633.2800000000007,5.479999999999563,2.0,TP_HIT,16,4,2.599999999999909,0.0985311282572082,Very Small (<0.1%),54.0,,,,,,,,,
