WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow,Mode
2025-05-29_0300,0300,REVERSAL,SELL,2025-05-29 04:00:00,2025-05-29 04:05:00,3263.2925,3253.1175,3268.38,3253.1175,5.087500000000091,10.175000000000182,2.0,TP_HIT,0.0,0.6467661691542091,0.0,8.149999999999636,3260.585,2.707499999999982,1.5627042586936628,0,5.21531822458371,3262.796273589348,3265.2858905967255,3274.2200682588164,3292.80200972368,3297.6135640177185,5.873760075305488,0.18043959988650604,1.032630081300971,0.5,0.0,0,1,0,0,0300,3264.66,3256.51,reversal_only
2025-05-29_1000,1000,REVERSAL,SELL,2025-05-29 10:30:00,2025-05-29 10:50:00,3280.1225,3283.33,3283.33,3273.7075,3.207499999999982,-3.207499999999982,-1.0,SL_HIT,0.0,0.11538461538460043,0.0,6.459999999999582,3275.01,5.112499999999727,2.249749655241681,0,2.8714305989328452,3277.1316090134655,3274.79935872513,3272.8311633864582,3280.7414310449194,3296.245603746576,3.1146290446978866,0.09504020373364477,1.0597138941434563,0.0,0.6666666666666666,0,0,0,0,1000,3278.24,3271.78,reversal_only
2025-05-29_1630,1630,REVERSAL,BUY,2025-05-29 18:05:00,2025-05-29 19:00:00,3314.1875,3323.0024999999996,3309.78,3323.0024999999996,4.4074999999998,8.8149999999996,2.0,TP_HIT,0.0,0.8172484599589543,0.0,9.730000000000018,3317.1549999999997,-2.9674999999997453,2.11509018878544,1,4.600276646163883,3313.2115399509457,3312.8463455216906,3308.215135340882,3293.4027655897657,3296.761154384473,4.157966472320572,0.12535662626723582,0.923774779622468,0.0,1.0,0,0,1,1,1630,3322.02,3312.29,reversal_only
2025-05-30_0300,0300,REVERSAL,BUY,2025-05-30 03:40:00,2025-05-30 03:50:00,3312.71,3310.45,3310.45,3317.2300000000005,2.2600000000002183,-2.2600000000002183,-1.0,SL_HIT,0.0,0.33755274261593415,0.0,5.299999999999727,3316.1800000000003,-3.4700000000002547,2.7083576473760034,1,1.9569055088180989,3313.6883043836256,3314.5101106203438,3315.705737757827,3309.047913997213,3298.390638454221,1.8988653478982753,0.05730935811074785,1.0985761689573226,0.0,0.3333333333333333,0,0,1,1,0300,3318.83,3313.53,reversal_only
2025-06-02_0300,0300,REVERSAL,BUY,2025-06-02 03:45:00,2025-06-02 04:50:00,3307.5275,3303.34,3303.34,3315.9025,4.1875,-4.1875,-1.0,SL_HIT,0.0,0.8158415841584549,0.0,4.7800000000002,3312.3900000000003,-4.862500000000182,1.7134030412478172,1,2.789769765156409,3309.9525077917833,3309.878921088859,3305.7209849661213,3298.948209831281,3298.1761342810414,3.034182623606387,0.09170261078623719,1.233230934711654,0.5,1.0,0,1,1,1,0300,3314.78,3310.0,reversal_only
2025-06-03_0300,0300,REVERSAL,BUY,2025-06-03 03:45:00,2025-06-03 04:00:00,3377.0525,3373.82,3373.82,3383.517499999999,3.232499999999618,-3.232499999999618,-1.0,SL_HIT,0.0,0.5450160771704882,0.0,8.150000000000091,3384.5249999999996,-7.4724999999998545,2.4912580603768752,1,3.2714394906030595,3379.455055288897,3382.077183686783,3382.392415224147,3366.1350998128046,3310.3082100685506,3.1660373698719795,0.0937329728299557,1.2220901745361683,0.0,0.3333333333333333,0,0,1,1,0300,3388.6,3380.45,reversal_only
2025-06-03_1630,1630,REVERSAL,BUY,2025-06-03 17:10:00,2025-06-03 17:35:00,3338.0825,3347.8475000000003,3333.2,3347.8475000000003,4.882500000000164,9.765000000000327,2.0,TP_HIT,0.0,0.7797443461160058,0.0,10.039999999999964,3354.19,-16.107500000000073,2.1292246288236654,0,4.715331517439178,3344.612931504056,3350.17924237245,3354.3002679911233,3360.1728719278467,3316.7041545170478,5.194865521125425,0.15558287499215104,1.337467823429281,0.0,0.3333333333333333,0,0,0,1,1630,3359.21,3349.17,reversal_only
2025-06-04_0300,0300,REVERSAL,BUY,2025-06-04 04:15:00,2025-06-04 04:30:00,3358.1575,3365.452499999999,3354.51,3365.452499999999,3.6474999999995816,7.294999999999163,2.0,TP_HIT,0.0,0.42316258351892894,0.0,8.2199999999998,3355.9700000000003,2.1874999999995453,2.826481944056207,0,2.908208919319507,3356.14168661708,3355.9855679179327,3355.7628552207193,3355.836781399121,3320.3581168326164,3.5720533784768618,0.10626778303123018,1.4081108434228233,0.0,1.0,0,0,1,1,0300,3360.08,3351.86,reversal_only
2025-06-04_1000,1000,REVERSAL,BUY,2025-06-04 11:05:00,2025-06-04 11:40:00,3354.9125,3358.4774999999995,3353.13,3358.4774999999995,1.7824999999998,3.5649999999996,2.0,TP_HIT,0.0,0.7262569832401206,0.0,7.150000000000091,3359.295,-4.382500000000164,2.485702736419153,0,2.8764501463679517,3357.2785187460236,3357.4198802627134,3357.3783507072876,3357.5908110912733,3322.8788064789246,2.934755887716356,0.08746262450576842,1.0504906229180124,0.0,0.6666666666666666,0,0,0,1,1000,3362.87,3355.72,reversal_only
2025-06-05_0300,0300,REVERSAL,BUY,2025-06-05 05:25:00,2025-06-05 05:40:00,3370.48,3368.46,3368.46,3374.52,2.019999999999982,-2.019999999999982,-1.0,SL_HIT,0.0,0.9921671018276238,0.0,4.440000000000055,3376.66,-6.179999999999836,1.4771762288401566,1,3.0057348021950205,3372.0887172860726,3373.9793479489626,3374.9981942431014,3370.4227992733768,3330.1583144534716,2.665829970100453,0.07906369007490036,0.9181513809927886,0.0,0.3333333333333333,0,0,1,1,0300,3378.88,3374.44,reversal_only
