WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow,Mode,Market,RSI_14,RSI_21,StochK_14,StochD_14,ATR14,BodyPct,UpperWickPct,LowerWickPct,CandleLabel,RSI_Diff
2025-02-03_1000,1000,BREAKOUT,BUY,2025-02-03 10:15:00,2025-02-03 14:45:00,2794.55,2809.4100000000008,2787.12,2809.4100000000008,7.430000000000291,14.860000000000582,2.0,TP_HIT,0.5700000000001637,0.4659090909091202,0.2089871384550141,6.860000000000127,2790.55,4.0,2.515178543510548,1,2.727440569855259,2790.236799007598,2788.3731241503533,2786.088434095312,2789.7603125092714,2761.873971986285,2.727440569855259,0.0975985604070515,1.313354333728695,0.0,1.0,0,0,1,1,1000,2793.98,2787.12,baseline_breakout,XAUUSD5,74.29860711543787,69.94631721142986,93.17269076305388,83.23397575016025,2.727440569855259,0.46590909090912025,0.257575757575708,0.27651515151517175,normal,4.352289904008018
2025-02-03_1630,1630,BREAKOUT,BUY,2025-02-03 16:45:00,2025-02-03 17:30:00,2826.22,2813.94,2813.94,2850.7799999999997,12.279999999999744,-12.279999999999744,-1.0,SL_HIT,6.9399999999996,1.0,2.3040332234582728,5.3400000000001455,2816.61,9.609999999999673,1.7728440076755363,1,3.012109343450744,2817.198535695122,2813.372130817824,2807.791614159099,2797.817379539832,2764.557181661816,3.012109343450744,0.1065773132824318,1.3783962929355378,0.0,1.0,0,0,1,1,1630,2819.28,2813.94,baseline_breakout,XAUUSD5,85.78376552012672,81.184715521429,100.0,92.4873444873445,3.012109343450744,1.0,0.0,0.0,marubozu,4.599049998697723
2025-02-04_0300,300,BREAKOUT,BUY,2025-02-04 03:20:00,2025-02-04 07:05:00,2820.25,2815.91,2815.91,2828.9300000000003,4.3400000000001455,-4.3400000000001455,-1.0,SL_HIT,2.340000000000145,0.930147058823516,1.5973120474871414,2.0,2816.91,3.340000000000145,1.365223972211147,1,1.4649610911539706,2817.260772557721,2816.064902797148,2815.827486980464,2811.0450508226404,2769.594948797528,1.4649610911539706,0.0519443698662874,0.953071123305404,0.0,1.0,0,0,1,1,300,2817.91,2815.91,baseline_breakout,XAUUSD5,73.18229508941562,65.31726584496863,98.10844892811998,91.4697846351656,1.4649610911539706,0.9301470588235159,0.055147058823557686,0.014705882352926424,marubozu,7.865029244446987
2025-02-04_1000,1000,BREAKOUT,BUY,2025-02-04 10:15:00,2025-02-04 15:30:00,2818.71,2835.55,2810.29,2835.55,8.420000000000073,16.840000000000146,2.0,TP_HIT,4.369999999999891,0.9014084507041829,1.6281315856426768,4.050000000000182,2812.315,6.394999999999982,1.5089091354355382,1,2.684058241075711,2813.482531257077,2813.032118267497,2814.4450507554266,2814.122199918845,2772.799150835285,2.684058241075711,0.0952229296761891,1.4238369593463145,0.0,0.6666666666666666,0,0,1,1,1000,2814.34,2810.29,baseline_breakout,XAUUSD5,66.06593248265821,60.422202211273934,98.04255319148922,82.26068134590663,2.684058241075711,0.9014084507041829,0.046277665995977144,0.05231388329984003,marubozu,5.643730271384278
2025-02-04_1630,1630,BREAKOUT,BUY,2025-02-04 17:05:00,2025-02-04 17:40:00,2842.76,2835.97,2835.97,2856.340000000001,6.790000000000418,-6.790000000000418,-1.0,SL_HIT,1.5900000000001455,0.5252808988765096,0.5197712034954644,5.200000000000273,2838.57,4.190000000000509,1.699880665519691,1,3.0590382639657343,2839.675375741548,2835.8080430960167,2829.13722154384,2819.739537776427,2776.3826615499,3.0590382639657343,0.1076080381026092,1.0441957898664038,0.0,1.0,0,0,1,1,1630,2841.17,2835.97,baseline_breakout,XAUUSD5,75.51158539408286,73.74300984299457,94.3487250172314,87.10190437960516,3.0590382639657343,0.5252808988765096,0.17696629213473708,0.2977528089887533,normal,1.76857555108829
2025-02-05_0300,300,BREAKOUT,SELL,2025-02-05 03:30:00,2025-02-05 04:05:00,2842.17,2849.01,2849.01,2828.49,6.8400000000001455,-6.8400000000001455,-1.0,SL_HIT,0.6799999999998363,0.4981818181817785,0.2927200129604342,6.160000000000309,2845.9300000000003,-3.7600000000002174,2.6516989409364697,1,2.3230389788611725,2844.066419166977,2843.8679329201104,2843.035847331641,2835.2027196505333,2782.126333710162,2.3230389788611725,0.081734694928916,1.4385309501792984,0.0,1.0,0,0,1,1,300,2849.01,2842.85,baseline_breakout,XAUUSD5,42.90758993907265,46.370393522970566,14.178168130490251,28.337167154606377,2.3230389788611725,0.4981818181817785,0.09090909090909091,0.4109090909091306,normal,-3.462803583897916
2025-02-05_1000,1000,BREAKOUT,BUY,2025-02-05 10:20:00,2025-02-05 11:20:00,2865.81,2870.27,2863.58,2870.27,2.230000000000018,4.460000000000036,2.0,TP_HIT,0.3600000000001273,0.2071005917159158,0.2029864644571003,1.8699999999998909,2864.515,1.2950000000000728,1.05440191259617,1,1.7735172685674845,2863.529311291555,2861.383198731378,2858.4480049342533,2847.085012537756,2787.287188091785,1.7735172685674845,0.0618853751144522,1.035547910369504,0.0,1.0,0,0,1,1,1000,2865.45,2863.58,baseline_breakout,XAUUSD5,70.53662439088806,67.31407673502663,93.11294765840212,93.92274394592401,1.7735172685674843,0.20710059171591583,0.4437869822485064,0.3491124260355778,normal,3.222547655861433
2025-02-05_1630,1630,BREAKOUT,BUY,2025-02-05 16:45:00,2025-02-05 18:20:00,2870.87,2864.51,2864.51,2883.5899999999992,6.359999999999673,-6.359999999999673,-1.0,SL_HIT,0.8399999999996908,0.6893939393939076,0.2495105103647548,5.519999999999982,2867.2700000000004,3.5999999999994543,1.639640496683273,1,3.3665916468677417,2866.7751112051187,2866.055380124229,2866.4272427686883,2858.1626141286665,2791.9962235616595,3.3665916468677417,0.1172672969123555,1.1873844161426323,0.0,0.6666666666666666,0,0,1,1,1630,2870.03,2864.51,baseline_breakout,XAUUSD5,60.96509318709591,57.48003836443023,97.98224374495558,84.78464172029442,3.3665916468677417,0.6893939393939076,0.0378787878787884,0.27272727272730407,bullish_full,3.4850548226656812
2025-02-06_0300,300,BREAKOUT,BUY,2025-02-06 03:55:00,2025-02-06 08:45:00,2871.39,2863.75,2863.75,2886.67,7.639999999999873,-7.639999999999873,-1.0,SL_HIT,0.5799999999999272,0.638743455497174,0.3111901692352696,7.059999999999945,2867.28,4.110000000000127,3.7879355082780384,1,1.8638120909321807,2869.1271366734663,2868.423836496408,2867.7510052965245,2865.207552482632,2799.395038032934,1.8638120909321807,0.0649097507107074,1.244738482192639,0.0,1.0,0,0,1,1,300,2870.81,2863.75,baseline_breakout,XAUUSD5,63.78244085590544,60.0894588356428,92.27053140096243,86.1415220833005,1.8638120909321811,0.638743455497174,0.33507853403153076,0.026178010471295185,bullish_full,3.69298202026264
2025-02-06_1000,1000,BREAKOUT,SELL,2025-02-06 10:20:00,2025-02-06 10:35:00,2850.0,2856.97,2856.97,2836.0600000000004,6.9699999999998,-6.9699999999998,-1.0,SL_HIT,3.690000000000055,0.7809187279152273,1.3649302547928668,3.2799999999997453,2855.33,-5.329999999999927,1.213271337593547,0,2.703434836353617,2855.220606805632,2858.482833582776,2862.5619208938097,2865.247270674528,2803.754988821567,2.703434836353617,0.0948573626790742,1.2095316034119856,0.0,0.3333333333333333,0,0,0,1,1000,2856.97,2853.69,baseline_breakout,XAUUSD5,19.149547312524092,23.73270446254253,8.30070477682026,13.670715854295365,2.703434836353617,0.7809187279152273,0.03180212014131465,0.18727915194345807,bearish_full,-4.583157150018437
2025-02-06_1630,1630,BREAKOUT,SELL,2025-02-06 16:45:00,2025-02-07 01:40:00,2848.54,2858.32,2858.32,2828.98,9.7800000000002,-9.7800000000002,-1.0,SL_HIT,5.610000000000127,0.7385542168674668,1.6924400041125724,4.170000000000073,2856.235,-7.695000000000164,1.258016901452654,0,3.3147408394791045,2855.051037117185,2857.765146669152,2860.0037921515104,2862.627833248118,2806.906254444267,3.3147408394791045,0.1163663083361688,1.31114458674845,0.0,0.3333333333333333,0,0,0,1,1630,2858.32,2854.15,baseline_breakout,XAUUSD5,24.296699023490447,29.96570732049574,0.9940357852888635,6.895601826020059,3.3147408394791045,0.7385542168674668,0.24337349397589608,0.018072289156637066,bearish_full,-5.669008297005291
2025-02-07_0300,300,BREAKOUT,BUY,2025-02-07 03:15:00,2025-02-07 15:30:00,2862.63,2857.73,2857.73,2872.4300000000003,4.900000000000091,-4.900000000000091,-1.0,SL_HIT,2.650000000000091,0.9359267734554344,1.7443746594742768,2.25,2858.855,3.775000000000091,1.4810728240818822,1,1.519169053280534,2859.748155916,2859.040130644848,2857.458046968383,2857.2433385071618,2811.5253555301706,1.519169053280534,0.0530689978544392,1.6533391169733198,0.0,1.0,0,0,1,1,300,2859.98,2857.73,baseline_breakout,XAUUSD5,71.26310521093318,67.71287318147895,96.83794466403445,61.2648221343865,1.519169053280534,0.9359267734554343,0.03661327231118043,0.027459954233385323,marubozu,3.5502320294542216
2025-02-07_1630,1630,BREAKOUT,BUY,2025-02-07 17:00:00,2025-02-07 18:00:00,2878.61,2871.2,2871.2,2893.4300000000007,7.410000000000309,-7.410000000000309,-1.0,SL_HIT,0.2699999999999818,0.8414179104477819,0.0616832970578035,7.140000000000327,2874.77,3.8400000000001455,1.6311805221954347,1,4.377197926806087,2874.411865106198,2870.58429488423,2867.896595279413,2864.7160699721003,2818.824006962718,4.377197926806087,0.1520594289190299,0.9510341106007966,0.0,1.0,0,0,1,1,1630,2878.34,2871.2,baseline_breakout,XAUUSD5,67.55495398932725,64.22654319845311,99.5561473590772,91.65409484773073,4.377197926806087,0.8414179104477819,0.018656716417893036,0.13992537313432504,bullish_full,3.3284107908741305
2025-02-10_0300,300,BREAKOUT,SELL,2025-02-10 03:35:00,2025-02-10 06:10:00,2867.72,2876.54,2876.54,2850.0799999999995,8.820000000000164,-8.820000000000164,-1.0,SL_HIT,0.0700000000001637,0.6391752577320626,0.0287025181377141,8.75,2872.165,-4.445000000000164,3.58781476720588,1,2.438810409048606,2869.3356848974017,2868.650844032482,2866.746423199318,2865.261320490105,2822.958463484252,2.438810409048606,0.0850435331569541,1.131935279057669,0.0,1.0,0,0,1,1,300,2876.54,2867.79,baseline_breakout,XAUUSD5,48.75492737891679,51.05704618931193,16.870876531573444,24.630851398052428,2.438810409048606,0.6391752577320626,0.34536082474229585,0.015463917525641493,bearish_full,-2.302118810395143
2025-02-10_1000,1000,BREAKOUT,SELL,2025-02-10 10:15:00,2025-02-10 10:35:00,2892.57,2896.58,2896.58,2884.5500000000006,4.009999999999764,-4.009999999999764,-1.0,SL_HIT,0.7399999999997817,0.7499999999998791,0.3369774853757512,3.269999999999982,2894.945,-2.3749999999995453,1.489076185377061,1,2.1959924093285785,2893.365665241925,2890.923542734052,2885.569252786004,2874.347878991268,2827.0972372619235,2.1959924093285785,0.0759183843201228,0.9911666303808458,0.0,1.0,0,0,1,1,1000,2896.58,2893.31,baseline_breakout,XAUUSD5,60.564028107784594,64.1220525979992,55.93406593406809,67.5737381761481,2.1959924093285785,0.7499999999998791,0.06914893617026681,0.18085106382985414,bearish_full,-3.5580244902146063
2025-02-10_1630,1630,BREAKOUT,BUY,2025-02-10 16:50:00,2025-02-10 18:45:00,2908.32,2901.78,2901.78,2921.4,6.539999999999964,-6.539999999999964,-1.0,SL_HIT,1.5100000000002185,0.8011363636364143,0.4759677964194569,5.029999999999745,2904.295,4.025000000000091,1.5855086198605304,1,3.172483540608067,2904.8962210420736,2903.786600432013,2902.50709128563,2889.746525873552,2831.5640356813583,3.172483540608067,0.1090830287110107,1.018144803876104,0.0,1.0,0,0,1,1,1630,2906.81,2901.78,baseline_breakout,XAUUSD5,61.44724176378743,58.727252769411,98.84297520661262,91.32112897901703,3.172483540608067,0.8011363636364143,0.03977272727269131,0.1590909090908944,bullish_full,2.719988994376429
2025-02-11_0300,300,BREAKOUT,BUY,2025-02-11 03:40:00,2025-02-11 04:35:00,2931.71,2919.62,2919.62,2955.8900000000003,12.090000000000146,-12.090000000000146,-1.0,SL_HIT,0.4299999999998363,0.5536723163841968,0.150910607784223,11.66000000000031,2925.45,6.260000000000218,4.092134155266876,1,2.849368949694143,2928.455939923933,2924.351468113713,2917.9711597279093,2904.806614330881,2839.176348676184,2.849368949694143,0.0971913644151073,1.2203686981983473,0.0,1.0,0,0,1,1,300,2931.28,2919.62,baseline_breakout,XAUUSD5,71.97746712980592,70.69239289508526,97.44680851063747,88.73370331864034,2.849368949694143,0.5536723163841968,0.09604519774015509,0.35028248587564814,normal,1.2850742347206534
