WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EntryOffsetRatio,ATR_Ratio_Entry,Trend_Score_Entry,Consolidation_Score_Entry,MaxRetestDepth,MaxMaeRatio,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow,Market,Hour
2025-08-13_0300,0300,PULLBACK,SELL,2025-08-13 03:30:00,2025-08-13 04:45:00,3346.08,3350.69,3350.69,3336.8599999999997,4.610000000000127,-4.610000000000127,-1.0,SL_HIT,2.0799999999999272,0.8340248962657011,1.2099222555422697,4.610000000000127,3348.385,-2.305000000000291,2.6816065375241407,0,1.7191187206220133,,1.475114654658819,,,,,3347.36811187593,3348.7312394123496,3349.0834742405605,3348.867542660308,3360.934860857394,1.9438713946005635,0.05808791442225188,1.5698106196738137,0.0,0.0,0,0,0,0,0300,3350.69,3346.08,Gold,3
2025-08-13_1000,1000,BREAKOUT,BUY,2025-08-13 10:25:00,2025-08-13 10:45:00,3360.22,3356.93,3356.41,3367.8399999999997,3.8099999999999454,-3.2899999999999636,-0.8635170603674569,FILTER_EXIT,0.9699999999997999,0.6250000000000947,0.41522141136958035,5.380000000000109,3356.56,3.6599999999998545,2.302980611514277,1,2.3361030366914823,0.6802973977694758,1.147094131276922,0.6666666666666666,0.0,1.4120734908136972,1.0839895013122607,3357.218986333863,3355.0866786520555,3352.822622378767,3350.236109644589,3360.342765437056,2.3361030366914823,0.06681995563835834,1.147094131276922,0.0,0.6666666666666666,0,0,1,0,1000,3359.25,3353.87,Gold,10
2025-08-13_1630,1630,BREAKOUT,BUY,2025-08-13 16:55:00,2025-08-13 18:05:00,3365.25,3361.13,3359.9339999999997,3375.882,5.316000000000076,-4.119999999999891,-0.775018811136161,FILTER_EXIT,2.800000000000182,0.8463476070528745,0.8525532752137573,6.059999999999945,3359.42,5.829999999999927,1.8451688742124954,1,3.2842522354959565,0.9620462046204588,1.1819509630295029,0.6666666666666666,0.0,1.1399548532731112,1.0778781038374599,3360.6165733369744,3359.6717015168774,3359.7512937578877,3355.712355283005,3360.4807694897795,3.2842522354959565,0.09139979230163638,1.1819509630295029,0.0,1.0,0,0,1,1,1630,3362.45,3356.39,Gold,16
2025-08-14_0300,0300,PULLBACK,BUY,2025-08-14 04:00:00,2025-08-14 06:00:00,3368.5,3362.7,3362.7,3380.1000000000004,5.800000000000182,-5.800000000000182,-1.0,SL_HIT,0.5799999999999272,0.552380952380907,0.3701038223721015,5.800000000000182,3365.6,2.900000000000091,3.701038223721595,1,1.5671278299222662,,1.379158110699284,,,,,3369.717768204055,3367.310800527618,3363.2197045552575,3358.667997373444,3360.4147110658955,2.166517998653472,0.06431909602669146,1.3519067856319542,0.0,1.0,0,0,1,1,0300,3368.5,3362.7,Gold,4
2025-08-14_1630,1630,PULLBACK,SELL,2025-08-14 17:05:00,2025-08-14 17:10:00,3344.51,3334.9900000000007,3349.27,3334.9900000000007,4.7599999999997635,9.519999999999527,2.0,TP_HIT,0.36000000000012733,0.7233502538070735,0.09559901990546874,4.7599999999997635,3346.8900000000003,-2.380000000000109,1.2640314854162433,0,3.765728982955123,,1.0138904590040991,,,,,3344.9626927660292,3348.152457222959,3351.192281764675,3355.6932289729784,3359.580856226677,4.66403643608626,0.1397836857195255,1.1903095353544288,0.0,0.0,0,0,0,0,1630,3349.27,3344.51,Gold,17
2025-08-15_0300,0300,PULLBACK,BUY,2025-08-15 03:45:00,2025-08-15 06:30:00,3335.92,3342.8600000000006,3332.45,3342.8600000000006,3.4700000000002547,6.940000000000509,2.0,TP_HIT,0.29999999999972715,0.5454545454543576,0.18279391839439812,3.4700000000002547,3334.185,1.7350000000001273,2.11431632276395,0,1.6411924567011247,,1.2339470097316505,,,,,3335.7572008673874,3335.2654537286444,3335.665888911163,3342.6187296759113,3357.6141865147065,1.5436512230333501,0.046259345301348544,1.1296041934060645,0.0,0.3333333333333333,0,0,0,0,0300,3335.92,3332.45,Gold,3
2025-08-15_1000,1000,PULLBACK,BUY,2025-08-15 10:30:00,2025-08-15 11:25:00,3342.89,3340.12,3340.12,3348.43,2.769999999999982,-2.769999999999982,-1.0,SL_HIT,1.2899999999999636,0.9045643153526838,0.6482351164067355,2.769999999999982,3341.505,1.3849999999997635,1.391946722826896,1,1.9900186943753175,,1.0469685218115223,,,,,3343.201057555714,3343.076828889949,3342.716197043904,3342.423429615628,3356.612721997851,1.9210817989755793,0.05746924132390748,1.0019581935061037,0.0,0.6666666666666666,0,0,1,0,1000,3342.89,3340.12,Gold,10
2025-08-15_1630,1630,PULLBACK,BUY,2025-08-15 19:05:00,2025-08-15 21:00:00,3340.22,3334.94,3334.94,3350.7799999999993,5.279999999999745,-5.279999999999745,-1.0,SL_HIT,3.6100000000001273,0.8767772511847381,1.5266322844572748,5.279999999999745,3337.58,2.6399999999998727,2.2328582997046365,1,2.364682076197216,,0.8072008877471392,,,,,3342.1505084082264,3341.897946519015,3341.1425162819974,3341.3744678400594,3355.2213671506665,1.7088389113819937,0.05114768111793192,0.7712711550619826,0.5,0.6666666666666666,0,1,0,0,1630,3340.22,3334.94,Gold,19
2025-08-18_1000,1000,BREAKOUT,BUY,2025-08-18 10:25:00,2025-08-18 10:30:00,3355.12,3352.32,3350.932,3363.496,4.18800000000001,-2.799999999999727,-0.6685768863418625,FILTER_EXIT,0.8099999999999454,0.6304347826085667,0.39213690532028306,6.170000000000073,3351.225,3.894999999999982,2.987018155341158,1,2.065605121605086,0.6312803889789199,1.0207290523910109,1.0,0.0,1.4732569245463365,1.1891117478510043,3352.0045461871277,3350.9689150777267,3349.5489751632813,3343.7945406152085,3353.452399917869,2.065605121605086,0.06457789745781231,1.0207290523910109,0.0,0.6666666666666666,0,0,1,0,1000,3354.31,3348.14,Gold,10
2025-08-18_1630,1630,PULLBACK,SELL,2025-08-18 17:05:00,2025-08-19 13:15:00,3337.89,3343.94,3343.94,3325.7899999999995,6.050000000000182,-6.050000000000182,-1.0,SL_HIT,0.5099999999997635,0.766355140186902,0.19940024905020004,6.050000000000182,3340.915,-3.025000000000091,2.3654343269692273,0,2.557669824531505,,1.236576940105877,,,,,3338.3857202391564,3341.080393281008,3344.140994443075,3345.050193327452,3352.7741490779717,2.7998401791098058,0.08394039229712415,1.2518428973163207,0.0,0.0,0,0,0,0,1630,3343.94,3337.89,Gold,17
2025-08-20_0300,0300,PULLBACK,SELL,2025-08-20 03:40:00,2025-08-20 03:50:00,3313.26,3316.12,3316.12,3307.540000000001,2.8599999999996726,-2.8599999999996726,-1.0,SL_HIT,0.2800000000002001,0.6513761467889373,0.19634040373463285,2.8599999999996726,3314.69,-1.4299999999998363,2.005476981002087,0,1.426094653338081,,1.2730886816123999,,,,,3313.780981292919,3314.482125151885,3315.8378644221234,3324.146054230593,3346.4703422888615,1.3628888729516753,0.04112879138342448,1.172405586285905,0.0,0.0,0,0,0,0,0300,3316.12,3313.26,Gold,3
2025-08-20_1000,1000,BREAKOUT,BUY,2025-08-20 10:20:00,2025-08-20 10:25:00,3327.41,3325.1,3323.942,3334.3459999999995,3.467999999999847,-2.3099999999999454,-0.6660899653979375,FILTER_EXIT,1.4099999999998545,0.7100000000000364,0.8903778854874901,4.369999999999891,3323.815,3.5949999999998,2.7595399713337843,1,1.5835972826614697,0.8226544622425377,1.108075118136158,0.6666666666666666,0.0,1.260092272203023,0.8823529411764938,3324.7594490822494,3323.4897958499605,3321.220464026982,3321.5141775002116,3344.656207458337,1.5835972826614697,0.052543311328178605,1.108075118136158,0.0,0.6666666666666666,0,0,1,0,1000,3326.0,3321.63,Gold,10
2025-08-20_1630,1630,BREAKOUT,BUY,2025-08-20 17:50:00,2025-08-20 17:55:00,3349.35,3347.55,3344.0460000000003,3359.9579999999996,5.303999999999815,-1.7999999999997272,-0.3393665158370645,FILTER_EXIT,1.1100000000001273,0.7008928571428259,0.4011813515572706,7.729999999999563,3344.375,4.974999999999909,2.7938124752587123,1,2.7668285070864505,0.6435963777490543,1.005193901499474,1.0,0.0,1.4573906485670878,0.48831070889890293,3345.4635117905086,3343.289954271485,3338.6035495941906,3328.892181177664,3344.011380449469,2.7668285070864505,0.08294378593722421,1.005193901499474,0.0,1.0,0,0,1,1,1630,3348.24,3340.51,Gold,17
2025-08-21_0300,0300,PULLBACK,SELL,2025-08-21 04:15:00,2025-08-21 07:25:00,3344.14,3338.6999999999994,3346.86,3338.6999999999994,2.7200000000002547,5.440000000000509,2.0,TP_HIT,0.34999999999990905,0.5470852017938317,0.2818077913934931,2.7200000000002547,3345.5,-1.3600000000001273,2.190049121687349,1,1.2419812747873886,,1.117655903195916,,,,,3342.9838949716636,3344.187356781825,3345.629508312322,3340.4885703273862,3344.1675649057984,1.5530092352747955,0.046458752330396515,1.2864075990905322,0.0,0.0,0,0,1,0,0300,3346.86,3344.14,Gold,4
2025-08-21_1000,1000,PULLBACK,BUY,2025-08-21 10:55:00,2025-08-21 13:35:00,3338.81,3335.28,3335.28,3345.8699999999994,3.5299999999997453,-3.5299999999997453,-1.0,SL_HIT,0.6700000000000728,0.4351145038166879,0.3920017001759928,3.5299999999997453,3337.045,1.7649999999998727,2.0653223904791114,0,1.7091762604582328,,1.1115913542197158,,,,,3339.331566103729,3338.6138317164923,3339.1223352743095,3340.09917907241,3343.90125226267,1.6573116676532678,0.04962605304986428,1.0507098047072423,0.0,0.3333333333333333,0,0,0,0,1000,3338.81,3335.28,Gold,10
2025-08-21_1630,1630,PULLBACK,SELL,2025-08-21 17:10:00,2025-08-21 17:35:00,3344.82,3347.42,3347.42,3339.6200000000003,2.599999999999909,-2.599999999999909,-1.0,SL_HIT,4.410000000000309,0.13307240704506343,1.285292853745109,2.599999999999909,3346.12,-1.2999999999997272,0.7577690294188054,1,3.4311246554825026,,1.1359807124948031,,,,,3342.3153527263325,3341.5747863145834,3339.787993841553,3339.353096005953,3343.5216211037045,3.4485329207678386,0.1030988531955657,1.064653854567122,0.0,1.0,0,0,1,1,1630,3347.42,3344.82,Gold,17
2025-08-22_0300,0300,PULLBACK,SELL,2025-08-22 05:10:00,2025-08-22 06:05:00,3336.23,3331.89,3338.4,3331.89,2.1700000000000728,4.3400000000001455,2.0,TP_HIT,1.5599999999999454,0.6999999999999715,1.0021422529176154,2.1700000000000728,3337.315,-1.0850000000000364,1.3940055697637015,0,1.5566652293705758,,1.2041012740024282,,,,,3335.667238450658,3336.7502004351154,3337.7387928942712,3339.0670507682785,3342.9761331351524,1.5908937405640329,0.04770997059730013,1.1837762188529444,0.0,0.0,0,0,0,0,0300,3338.4,3336.23,Gold,5
2025-08-22_1000,1000,PULLBACK,SELL,2025-08-22 11:45:00,2025-08-22 16:35:00,3328.86,3333.89,3333.89,3318.8000000000006,5.029999999999745,-5.029999999999745,-1.0,SL_HIT,0.01999999999998181,0.8571428571428082,0.00996154716246308,5.029999999999745,3331.375,-2.5149999999998727,2.5053291113616165,0,2.0077202540731265,,1.0498141135144075,,,,,3328.8037807795117,3328.974628949496,3329.771779877451,3334.2025740971935,3342.1818612035504,1.966332101948247,0.059058234377387664,1.0171768891481605,0.0,0.0,0,0,0,0,1000,3333.89,3328.86,Gold,11
2025-08-25_0300,0300,PULLBACK,SELL,2025-08-25 03:55:00,2025-08-25 10:05:00,3364.41,3369.63,3369.63,3353.9699999999993,5.220000000000255,-5.220000000000255,-1.0,SL_HIT,0.569999999999709,0.5751633986926803,0.4223557203901843,5.220000000000255,3367.02,-2.6100000000001273,3.8678892288385884,1,1.3495732920892527,,1.0536139233449584,,,,,3364.9442525104296,3365.960802407568,3367.3012763747856,3357.9621828998966,3344.4617513094017,1.4281683838359165,0.042443619759393154,1.0848533916167928,0.0,0.3333333333333333,0,0,1,1,0300,3369.63,3364.41,Gold,3
2025-08-25_1000,1000,PULLBACK,SELL,2025-08-25 10:35:00,2025-08-25 12:10:00,3367.48,3362.86,3369.79,3362.86,2.3099999999999454,4.619999999999891,2.0,TP_HIT,0.8600000000001273,0.7666666666667273,0.633063956144255,2.3099999999999454,3368.635,-1.1550000000002,1.7004392310383467,1,1.358472539232925,,1.1210980045624799,,,,,3367.854839221167,3367.5182496187117,3366.7185117591557,3362.2963958586242,3345.9039958859876,1.4236139099857543,0.0422856454166965,1.1047622262039385,0.0,1.0,0,0,1,1,1000,3369.79,3367.48,Gold,10
2025-08-26_0300,0300,BREAKOUT,BUY,2025-08-26 04:30:00,2025-08-26 04:55:00,3373.97,3375.94,3360.362,3401.1859999999997,13.607999999999901,1.9700000000002547,0.14476778365669232,FILTER_EXIT,3.1599999999998545,0.47887323943680016,0.8706813262618949,19.519999999999982,3361.05,12.919999999999618,5.378385914124353,1,3.629341648530255,0.6618852459016203,0.9187403303038097,1.0,0.0,1.4344503233392214,0.1572604350382046,3375.9944070526662,3373.387621122888,3369.7160050687476,3367.882673197445,3349.5647102748317,3.629341648530255,0.10235043955482095,0.9187403303038097,0.0,1.0,0,0,1,1,0300,3370.81,3351.29,Gold,4
2025-08-26_1000,1000,PULLBACK,SELL,2025-08-26 10:25:00,2025-08-26 10:40:00,3370.31,3377.0,3377.0,3356.93,6.690000000000055,-6.690000000000055,-1.0,SL_HIT,1.5499999999997272,0.7010752688172083,0.6150775603211327,6.690000000000055,3373.6549999999997,-3.3449999999998,2.6547541151929908,0,2.5200073941739483,,1.4153190533175946,,,,,3372.4182097846565,3373.815079563982,3374.2307236184774,3371.4041829787757,3351.0911121279314,2.6224055538462214,0.07779633547065798,1.4056087737367957,0.0,0.3333333333333333,0,0,0,1,1000,3377.0,3370.31,Gold,10
2025-08-26_1630,1630,PULLBACK,SELL,2025-08-26 17:00:00,2025-08-26 17:45:00,3373.59,3378.04,3378.04,3364.6900000000005,4.449999999999818,-4.449999999999818,-1.0,SL_HIT,0.07000000000016371,0.815899581589943,0.025333177309677966,4.449999999999818,3375.815,-2.224999999999909,1.6104662718256957,1,2.7631749126637106,,1.2163147433457664,,,,,3374.8440254457014,3374.970664362294,3375.0752278109503,3373.4707850050445,3352.710099110457,2.873966009814021,0.08518685634296921,1.1913825413533807,0.0,0.3333333333333333,0,0,1,1,1630,3378.04,3373.59,Gold,17
2025-08-27_0300,0300,PULLBACK,BUY,2025-08-27 03:30:00,2025-08-27 03:35:00,3392.47,3389.67,3389.67,3398.0699999999993,2.799999999999727,-2.799999999999727,-1.0,SL_HIT,0.6300000000001091,0.3862433862434219,0.4490970363052824,2.799999999999727,3391.0699999999997,1.400000000000091,1.9959868280229371,1,1.4028148686598199,,1.2865022589305368,,,,,3391.3710735230907,3391.254490970511,3389.9358392353906,3382.8398675703083,3355.747519994333,1.5618442270949549,0.04607454753039851,1.3897068339993957,0.5,1.0,0,1,1,1,0300,3392.47,3389.67,Gold,3
2025-08-27_1000,1000,PULLBACK,BUY,2025-08-27 12:50:00,2025-08-27 14:25:00,3378.17,3374.16,3374.16,3386.1900000000005,4.010000000000218,-4.010000000000218,-1.0,SL_HIT,6.360000000000127,0.6607142857145613,4.32143446764882,4.010000000000218,3376.165,2.005000000000109,2.7246780212692396,1,1.4717335291353932,,0.8373239366063115,,,,,3381.830859073407,3382.1360881253454,3381.3080866299447,3381.634208286804,3357.879660352406,1.6584031655259777,0.049086821277011985,1.070886031154674,0.0,0.6666666666666666,0,0,0,1,1000,3378.17,3374.16,Gold,12
2025-08-27_1630,1630,PULLBACK,SELL,2025-08-27 16:55:00,2025-08-27 17:20:00,3377.57,3382.12,3382.12,3368.4700000000007,4.549999999999727,-4.549999999999727,-1.0,SL_HIT,1.330000000000382,0.7529880478089663,0.49249078743132263,4.549999999999727,3379.8450000000003,-2.275000000000091,1.6848369043697293,0,2.7005581301068484,,1.3011575557725652,,,,,3379.153413621768,3379.6742288219452,3379.4135373984027,3380.417787329699,3358.662272543627,2.4341969955024703,0.07206478186928347,1.1235510612511945,0.0,0.6666666666666666,0,0,0,1,1630,3382.12,3377.57,Gold,16
2025-08-28_0300,0300,BREAKOUT,BUY,2025-08-28 03:25:00,2025-08-28 03:30:00,3397.51,3395.54,3395.788,3400.9540000000006,1.7220000000002074,-1.9700000000002547,-1.1440185830429834,FILTER_EXIT,0.2600000000002183,0.786516853932547,0.1793854398525927,2.6100000000001273,3395.9449999999997,1.5650000000005093,1.8007538385188335,1,1.449392995406257,0.5996168582377138,1.1666479515338233,0.6666666666666666,0.0,1.5156794425086022,1.3879210220673865,3396.4301987856375,3396.646601423842,3395.981386688065,3389.7696000473484,3362.0022096987445,1.449392995406257,0.0450043467613031,1.1666479515338233,0.0,0.6666666666666666,0,0,1,1,0300,3397.25,3394.64,Gold,3
2025-08-28_1000,1000,BREAKOUT,BUY,2025-08-28 11:05:00,2025-08-28 11:10:00,3397.0,3395.51,3395.098,3400.804,1.9020000000000437,-1.4899999999997817,-0.7833859095687421,FILTER_EXIT,0.13999999999987267,0.6606334841629015,0.08690405530125986,3.0300000000002,3395.3450000000003,1.6549999999997453,1.8808520540219589,1,1.6109720025671008,0.5462046204619261,0.9192898801877228,1.0,0.0,1.593059936908586,1.6035751840168833,3395.4206968496114,3394.410418854872,3392.8847587815508,3390.7743973826914,3364.3414589331032,1.6109720025671008,0.04995348962477372,0.9192898801877228,0.0,1.0,0,0,1,1,1000,3396.86,3393.83,Gold,11
2025-08-28_1630,1630,BREAKOUT,BUY,2025-08-28 16:50:00,2025-08-28 19:20:00,3407.9,3415.244,3404.228,3415.244,3.6719999999999344,7.344000000000051,2.0000000000000497,TP_HIT,0.18000000000029104,0.5857519788918933,0.052098456434909145,5.9399999999996,3404.75,3.150000000000091,1.7192490623491061,1,3.454996794870108,0.5303030303030813,1.184640933088059,1.0,0.0,1.6176470588234493,0.9150326797386131,3404.484828986246,3403.2719673589086,3401.5524597168314,3395.8513586034464,3366.1287712483377,3.454996794870108,0.09700093224457437,1.184640933088059,0.0,1.0,0,0,1,1,1630,3407.72,3401.78,Gold,16
2025-08-29_0300,0300,PULLBACK,SELL,2025-08-29 03:30:00,2025-08-29 04:35:00,3414.7,3409.2599999999993,3417.42,3409.2599999999993,2.7200000000002547,5.440000000000509,2.0,TP_HIT,1.0899999999996908,0.9945652173911862,0.9093464707262748,2.7200000000002547,3416.06,-1.3600000000001273,2.269194862730643,1,1.1986630344857796,,1.668297217997376,,,,,3415.120722741342,3415.723505872083,3416.2217155670164,3409.5941874343994,3370.8943830979993,1.3101957903470938,0.038376584711620906,1.7052968786599467,0.0,0.3333333333333333,0,0,1,1,0300,3417.42,3414.7,Gold,3
2025-08-29_1000,1000,PULLBACK,SELL,2025-08-29 10:40:00,2025-08-29 11:00:00,3409.61,3412.65,3412.65,3403.53,3.0399999999999636,-3.0399999999999636,-1.0,SL_HIT,0.7800000000002001,0.49214659685858764,0.5105484208414979,3.0399999999999636,3411.13,-1.5199999999999818,1.9898297427663294,0,1.5277689013601996,,1.2069500820438723,,,,,3408.9086819762206,3409.4587138354013,3410.060829738205,3410.028642882091,3373.5752854219686,1.6723394353155359,0.04904422572526543,1.2156775832443878,0.0,0.3333333333333333,0,0,0,1,1000,3412.65,3409.61,Gold,10
2025-08-29_1630,1630,BREAKOUT,BUY,2025-08-29 16:55:00,2025-08-29 17:10:00,3426.41,3437.0659999999993,3421.082,3437.0659999999993,5.3279999999997925,10.655999999999494,1.999999999999983,TP_HIT,0.2300000000000182,0.7433155080213657,0.09153737258607375,8.649999999999636,3421.855,4.554999999999836,3.4426011863888784,1,2.5126349326199664,0.5265895953757258,1.1177300212653778,1.0,0.0,1.6234984984984935,0.0,3421.94011908868,3417.819584790109,3413.719254496649,3410.8809531625657,3375.887754882382,2.5126349326199664,0.07412879534522256,1.1177300212653778,0.0,1.0,0,0,1,1,1630,3426.18,3417.53,Gold,16
2025-09-01_0300,0300,PULLBACK,SELL,2025-09-01 04:00:00,2025-09-01 04:45:00,3443.24,3447.87,3447.87,3433.9799999999996,4.630000000000109,-4.630000000000109,-1.0,SL_HIT,0.02999999999974534,0.47663551401839765,0.019141543104252017,4.630000000000109,3445.555,-2.3150000000000546,2.954178152448041,1,1.5672717625927073,,0.9759291923564066,,,,,3444.026393756829,3445.0432145956247,3445.707315188738,3435.1330263870204,3383.7769883589754,1.7334619016807642,0.05034318636190283,1.0775566053352883,0.5,0.3333333333333333,0,1,1,1,0300,3447.87,3443.24,Gold,4
2025-09-01_1000,1000,PULLBACK,SELL,2025-09-01 10:50:00,2025-09-01 17:20:00,3474.68,3480.98,3480.98,3462.0799999999995,6.300000000000182,-6.300000000000182,-1.0,SL_HIT,0.5299999999997453,0.4597701149425002,0.14676712310385762,6.300000000000182,3477.83,-3.150000000000091,1.7445903312354227,1,3.6111629688666618,,1.13465373475435,,,,,3473.893740841538,3476.33401340312,3475.2452575686493,3456.4756613943473,3389.2616616423766,3.0656251440794304,0.08821968247619218,0.9399703517108852,0.0,0.6666666666666666,0,0,1,1,1000,3480.98,3474.68,Gold,10
2025-09-01_1630,1630,BREAKOUT,BUY,2025-09-01 17:25:00,2025-09-01 17:30:00,3479.02,3477.88,3476.89,3483.28,2.130000000000109,-1.1399999999998727,-0.5352112676055466,FILTER_EXIT,0.38000000000010914,0.08407079646019301,0.16852986303314269,3.1700000000000728,3477.055,1.9650000000001455,1.4058938574076874,1,2.2547932642974926,0.619873817034732,1.0280435742882446,1.0,0.0,1.5774647887321598,1.7558685446007465,3477.4108310856136,3475.7560963161595,3473.9943471282986,3465.5088038955487,3394.8893969430255,2.2547932642974926,0.06765100662063665,1.0280435742882446,0.0,1.0,0,0,1,1,1630,3478.64,3475.47,Gold,17
2025-09-02_0300,0300,BREAKOUT,BUY,2025-09-02 03:35:00,2025-09-02 03:40:00,3483.97,3482.26,3480.706,3490.497999999999,3.26399999999976,-1.7099999999995816,-0.5238970588234397,FILTER_EXIT,0.8299999999999272,0.4702970297028845,0.4235145691416073,4.609999999999673,3480.835,3.1349999999997635,2.352291763545593,1,1.9597909032555774,0.6800433839479363,1.0918324970071889,1.0,0.0,1.4123774509803957,1.6390931372549946,3481.7815161823523,3480.2924398099476,3478.6431180285745,3472.186134913533,3400.470071487458,1.9597909032555774,0.05984098783035969,1.0918324970071889,0.0,1.0,0,0,1,1,0300,3483.14,3478.53,Gold,3
2025-09-02_1000,1000,PULLBACK,SELL,2025-09-02 10:40:00,2025-09-02 10:50:00,3484.09,3475.1900000000005,3488.54,3475.1900000000005,4.449999999999818,8.899999999999636,2.0,TP_HIT,0.5300000000002001,0.0590717299577549,0.19911548858626862,4.449999999999818,3486.315,-2.224999999999909,1.6718187249217447,1,2.66177183785767,,1.017173330989029,,,,,3483.658189776242,3486.0413587314397,3488.9202327783446,3483.2085115929476,3406.624516343143,2.9501560243538387,0.0846711924906031,1.0766497730384161,0.0,0.3333333333333333,0,0,1,1,1000,3488.54,3484.09,Gold,10
2025-09-02_1630,1630,BREAKOUT,BUY,2025-09-02 17:05:00,2025-09-02 17:40:00,3493.14,3510.1559999999995,3484.632,3510.1559999999995,8.507999999999901,17.01599999999962,1.9999999999999787,TP_HIT,3.0799999999999272,0.8203991130820426,0.5900212361187834,11.099999999999909,3484.51,8.629999999999654,2.1263752340644797,1,5.2201510919513066,0.7774774774774527,1.093939058372894,1.0,0.0,1.3046544428772964,0.01645510108132044,3487.7220451011185,3485.5216890795255,3484.0824432977856,3482.6615407767276,3412.1045934840613,5.2201510919513066,0.16476151521372748,1.093939058372894,0.0,1.0,0,0,1,1,1630,3490.06,3478.96,Gold,17
2025-09-03_1000,1000,PULLBACK,SELL,2025-09-03 10:30:00,2025-09-03 10:35:00,3533.55,3536.38,3536.38,3527.8900000000003,2.8299999999999272,-2.8299999999999272,-1.0,SL_HIT,2.8200000000001637,0.8531187122736322,1.0801689889099508,2.8299999999999272,3534.965,-1.4149999999999636,1.0839993753953563,1,2.610702611307105,,1.0722394454419528,,,,,3533.4101386652346,3533.650687740851,3533.905725248168,3525.657452046701,3429.836335844688,2.8110855220864277,0.07951386633496149,1.1253193526529217,0.0,0.3333333333333333,0,0,1,1,1000,3536.38,3533.55,Gold,10
2025-09-03_1630,1630,BREAKOUT,BUY,2025-09-03 17:25:00,2025-09-03 17:50:00,3564.83,3561.18,3555.596,3583.298,9.233999999999924,-3.650000000000091,-0.39527831925494056,FILTER_EXIT,3.4400000000000546,0.8632352941176656,0.6766462920607093,11.949999999999818,3555.415,9.414999999999964,2.3505590668968677,1,5.083896919797818,0.7878661087866198,1.2178888839378637,1.0,0.0,1.2941303876976302,1.1230236084037228,3557.0226359075127,3554.270044666976,3549.3891749488944,3536.788197591706,3437.7261682397343,5.083896919797818,0.13649401584845147,1.2178888839378637,0.0,1.0,0,0,1,1,1630,3561.39,3549.44,Gold,17
2025-09-04_0300,0300,BREAKOUT,BUY,2025-09-04 04:00:00,2025-09-04 04:05:00,3561.58,3559.81,3555.928,3572.884,5.652000000000044,-1.7699999999999818,-0.31316348195328525,FILTER_EXIT,0.6599999999998545,0.5249042145593196,0.25978553764569284,8.760000000000218,3556.54,5.039999999999964,3.448062590570951,1,2.540557130243301,0.5753424657534062,0.9528131238852927,0.6666666666666666,0.0,1.5498938428875002,0.8174097664543268,3559.2108491569525,3559.0865244290508,3560.691061064733,3554.9927926982837,3449.6922467157137,2.540557130243301,0.07923127487733458,0.9528131238852927,0.0,0.6666666666666666,0,0,1,1,0300,3560.92,3552.16,Gold,4
2025-09-04_1000,1000,PULLBACK,BUY,2025-09-04 11:20:00,2025-09-04 16:30:00,3539.93,3554.47,3532.66,3554.47,7.269999999999982,14.539999999999964,2.0,TP_HIT,1.2000000000002728,0.897058823529815,0.5300999691850569,7.269999999999982,3536.295,3.6349999999997635,3.2115223133120643,0,2.2637239572850367,,0.7260111732854952,,,,,3541.6176208299753,3539.488122981432,3537.5903052792482,3543.956905284978,3455.403870406275,2.635343143074575,0.07444472155577896,0.9101696157869361,0.0,1.0,0,0,0,1,1000,3539.93,3532.66,Gold,11
2025-09-04_1630,1630,PULLBACK,SELL,2025-09-04 18:40:00,2025-09-05 06:50:00,3549.29,3558.81,3558.81,3530.25,9.519999999999982,-9.519999999999982,-1.0,SL_HIT,3.4099999999998545,0.8154981549815523,0.7562678305310963,9.519999999999982,3554.05,-4.760000000000218,2.111340101658748,1,4.508984598227786,,0.8981887925750951,,,,,3546.8937793875994,3545.9020228114427,3545.0547959277337,3544.154220710045,3461.500696743846,3.334462511292788,0.09392984440042221,0.7241688388096363,0.0,1.0,0,0,1,1,1630,3558.81,3549.29,Gold,18
2025-09-05_1000,1000,PULLBACK,SELL,2025-09-05 10:25:00,2025-09-05 14:10:00,3549.35,3554.31,3554.31,3539.43,4.960000000000036,-4.960000000000036,-1.0,SL_HIT,0.17000000000007276,0.47234042553198735,0.06856951675462823,4.960000000000036,3551.83,-2.480000000000018,2.0006164888400764,0,2.4792357894019763,,1.1288887916947485,,,,,3550.8832783441553,3552.4573772180515,3553.6670960940905,3550.789906147047,3473.9538846808096,2.3869815484841186,0.06725558866660239,1.0583086739996777,0.0,0.3333333333333333,0,0,0,1,1000,3554.31,3549.35,Gold,10
