WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EntryOffsetRatio,ATR_Ratio_Entry,Trend_Score_Entry,Consolidation_Score_Entry,MaxRetestDepth,MaxMaeRatio,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow,Market,Hour
2024-12-05_0300,0300,PULLBACK,SELL,2024-12-05 03:55:00,2024-12-05 07:30:00,2647.43,2650.68,2650.68,2640.93,3.25,-3.25,-1.0,SL_HIT,0.8299999999999272,0.7662337662337471,0.5489112028826129,3.25,2649.055,-1.625,2.149351095624877,0,1.5120842781877537,,1.478072353672859,,,,,2647.9266367686196,2648.584037990567,2649.2492281444365,2648.3998319346083,2643.8051786311194,1.3744988578388675,0.0519252931671194,1.2737384518885961,0.0,0.3333333333333333,0,0,0,1,0300,2650.68,2647.43,Gold,3
2024-12-05_1000,1000,PULLBACK,SELL,2024-12-05 10:40:00,2024-12-05 12:30:00,2646.37,2650.19,2650.19,2638.7299999999996,3.8200000000001637,-3.8200000000001637,-1.0,SL_HIT,1.0199999999999818,0.4297520661156745,0.5659920093496924,3.8200000000001637,2648.2799999999997,-1.9099999999998545,2.119695564427408,0,1.8021455835956603,,1.077220653643525,,,,,2646.1458136133133,2647.1434877078223,2648.01534572353,2648.2937833465417,2644.0660631817022,1.6407969187424116,0.062005778805170116,0.9729431739249976,0.0,0.3333333333333333,0,0,0,1,1000,2650.19,2646.37,Gold,10
2024-12-05_1630,1630,PULLBACK,SELL,2024-12-05 16:55:00,2024-12-05 17:00:00,2644.81,2638.7899999999995,2647.82,2638.7899999999995,3.0100000000002183,6.020000000000437,2.0,TP_HIT,0.11999999999989086,0.5676274944567804,0.043661240218178056,3.0100000000002183,2646.315,-1.5050000000001091,1.095169442140375,0,2.7484331503237898,,1.1412753343863133,,,,,2645.0167649321897,2646.5837564831063,2647.684347731851,2648.0576308228465,2644.2880652545887,3.2392231217987586,0.12267925775635352,1.278995555798673,0.0,0.0,0,0,0,0,1630,2647.82,2644.81,Gold,16
2024-12-06_1000,1000,PULLBACK,SELL,2024-12-06 10:35:00,2024-12-06 10:40:00,2638.74,2641.5,2641.5,2633.2199999999993,2.7600000000002183,-2.7600000000002183,-1.0,SL_HIT,0.08999999999969077,0.4943181818180585,0.056990910429669084,2.7600000000002183,2640.12,-1.3800000000001091,1.7477212531826616,1,1.5791991972256225,,0.9966255378466993,,,,,2639.4791313017226,2639.0314848824178,2638.07109642413,2636.2811582447894,2642.6714390380953,1.7983318414716767,0.06808510360321345,1.1381132989156408,0.5,0.6666666666666666,0,1,1,0,1000,2641.5,2638.74,Gold,10
2024-12-09_0300,0300,BREAKOUT,BUY,2024-12-09 03:20:00,2024-12-09 06:00:00,2646.22,2638.84,2637.046,2664.5679999999998,9.173999999999978,-7.379999999999654,-0.8044473512099054,FILTER_EXIT,2.6299999999996544,0.8514851485147601,0.7589596580032205,12.66000000000031,2637.26,8.959999999999582,3.6533951598183534,1,3.465269823325042,0.7077409162716716,1.2317004939968075,1.0,0.0,1.3799869195553018,1.0322650970132792,2637.281307433743,2635.6980924327627,2635.518285930687,2636.0834126397735,2641.8002423746893,3.465269823325042,0.12851266523228128,1.2317004939968075,0.0,1.0,0,0,1,1,0300,2643.59,2630.93,Gold,3
2024-12-09_1000,1000,PULLBACK,SELL,2024-12-09 10:50:00,2024-12-09 11:10:00,2649.23,2651.04,2651.04,2645.61,1.8099999999999454,-1.8099999999999454,-1.0,SL_HIT,1.25,0.8756756756756597,0.7386277744113847,1.8099999999999454,2650.135,-0.9050000000002001,1.0695330173476527,1,1.6923273715182587,,0.9809440321520777,,,,,2648.4477585118198,2647.5551609148183,2645.0483346771266,2640.5712794835713,2641.9048730973504,1.837114775828188,0.06935858738666935,1.019928392963352,0.0,1.0,0,0,1,1,1000,2651.04,2649.23,Gold,10
2024-12-09_1630,1630,BREAKOUT,BUY,2024-12-09 16:50:00,2024-12-09 17:45:00,2672.83,2672.32,2668.93,2680.63,3.9,-0.5099999999997635,-0.13076923076917013,FILTER_EXIT,0.2899999999999636,0.14144736842100047,0.10059414975711671,6.210000000000036,2669.435,3.394999999999982,2.1541023103164716,1,2.8828714264215654,0.5466988727858232,1.1671578411501644,1.0,0.0,1.5923076923077017,1.1743589743589558,2668.666719686813,2664.975723244256,2660.4322011845934,2649.866427649869,2643.0128968486283,2.8828714264215654,0.10227051476057694,1.1671578411501644,0.0,1.0,0,0,1,1,1630,2672.54,2666.33,Gold,16
2024-12-10_0300,0300,PULLBACK,SELL,2024-12-10 03:40:00,2024-12-10 03:55:00,2662.88,2666.57,2666.57,2655.5,3.6900000000000546,-3.6900000000000546,-1.0,SL_HIT,0.7800000000002001,0.7392739273927685,0.4234062280528796,3.6900000000000546,2664.7250000000004,-1.8450000000002547,2.0030371557881383,1,1.842202472049573,,1.4141420622941878,,,,,2663.052055376367,2662.337181824939,2661.588685440976,2658.664390844618,2644.958245921443,2.0220098567839253,0.075918084590203,1.448494524340669,0.0,1.0,0,0,1,1,0300,2666.57,2662.88,Gold,3
2024-12-10_1000,1000,PULLBACK,SELL,2024-12-10 10:30:00,2024-12-10 11:10:00,2662.01,2665.57,2665.57,2654.8900000000003,3.5599999999999454,-3.5599999999999454,-1.0,SL_HIT,0.19000000000005457,0.5692307692306544,0.10060664562758041,3.5599999999999454,2663.79,-1.7799999999997453,1.885050833863568,0,1.8885432350402085,,1.2500524284501302,,,,,2663.710222371644,2665.5711456447593,2667.0832060339717,2664.065034218606,2646.513389269004,1.7448169187635472,0.06551629701197619,1.130527034031583,0.0,0.3333333333333333,0,0,0,1,1000,2665.57,2662.01,Gold,10
2024-12-10_1630,1630,BREAKOUT,BUY,2024-12-10 16:55:00,2024-12-10 17:00:00,2691.09,2688.88,2687.214,2698.842,3.8760000000000217,-2.2100000000000364,-0.5701754385964974,FILTER_EXIT,1.2100000000000364,0.5404255319149068,0.5061823062847899,5.25,2687.255,3.8350000000000364,2.196245543797576,1,2.3904430972331583,0.7304761904761974,0.9883422082893865,1.0,0.0,1.3544891640866796,1.1584107327141928,2687.0148197118833,2683.0460898102438,2678.2058788522168,2669.811107398276,2648.29605219576,2.3904430972331583,0.0929154152510356,0.9883422082893865,0.0,1.0,0,0,1,1,1630,2689.88,2684.63,Gold,16
2024-12-11_0300,0300,BREAKOUT,BUY,2024-12-11 03:35:00,2024-12-11 03:40:00,2701.52,2701.58,2698.502,2707.556,3.01800000000012,0.05999999999994543,0.019880715705746534,FILTER_EXIT,0.4600000000000364,0.4911242603549707,0.2200090380861616,4.570000000000164,2698.7749999999996,2.7450000000003456,2.185741965334163,1,2.09082319527204,0.600656455142286,1.149168194003163,1.0,0.0,1.5142478462557925,1.0768721007289168,2700.1316941940236,2698.6488349326787,2696.259380069372,2686.367511544753,2652.6616352263018,2.09082319527204,0.07852368253278168,1.149168194003163,0.0,1.0,0,0,1,1,0300,2701.06,2696.49,Gold,3
2024-12-11_1000,1000,PULLBACK,BUY,2024-12-11 10:40:00,2024-12-11 11:05:00,2692.6,2687.64,2687.64,2702.52,4.960000000000036,-4.960000000000036,-1.0,SL_HIT,0.2899999999999636,0.32663316582915264,0.12236912892795736,4.960000000000036,2690.12,2.480000000000018,2.0929340671818935,1,2.3698787638726753,,0.7532650469359005,,,,,2692.8703341147375,2692.036644977852,2691.647623098455,2689.7705783237693,2655.29224940604,2.302110960493212,0.08548721877260872,0.7908157257971914,0.5,1.0,0,1,1,1,1000,2692.6,2687.64,Gold,10
2024-12-11_1630,1630,BREAKOUT,BUY,2024-12-11 16:55:00,2024-12-11 17:35:00,2704.49,2714.1019999999994,2699.6839999999997,2714.1019999999994,4.805999999999858,9.611999999999625,1.9999999999999811,TP_HIT,2.3099999999999454,0.8902743142143428,0.7262722062510432,5.699999999999818,2699.33,5.1599999999998545,1.7921002491908709,1,3.1806256388688943,0.9052631578947402,1.0549579437734606,1.0,0.0,1.1860174781523067,0.0,2701.343168232643,2700.0293821305154,2697.903654286156,2693.3525764163937,2657.795202456914,3.1806256388688943,0.11431743221362782,1.0549579437734606,0.0,1.0,0,0,1,1,1630,2702.18,2696.48,Gold,16
2024-12-12_1000,1000,PULLBACK,BUY,2024-12-12 10:35:00,2024-12-12 11:25:00,2717.87,2714.89,2714.89,2723.83,2.980000000000018,-2.980000000000018,-1.0,SL_HIT,0.36999999999989086,0.11827956989208405,0.22997886279255655,2.980000000000018,2716.38,1.4899999999997817,1.8522621922216889,1,1.6088435063427324,,1.081148595348984,,,,,2717.4671494146733,2717.045448216832,2715.535767548025,2711.8218479999778,2666.797148429281,1.674731344764178,0.061631050279286,1.1082267405542436,0.5,1.0,0,1,1,1,1000,2717.87,2714.89,Gold,10
2024-12-12_1630,1630,PULLBACK,BUY,2024-12-12 16:55:00,2024-12-12 17:35:00,2686.61,2680.81,2680.81,2698.2100000000005,5.800000000000182,-5.800000000000182,-1.0,SL_HIT,0.6999999999998181,0.9001584786053053,0.16560825882546618,5.800000000000182,2683.71,2.900000000000091,1.3721827159828337,0,4.226842338446086,,1.209051702350436,,,,,2687.675848152415,2693.2470038172914,2700.9644669492563,2708.595223219417,2668.9930633405497,3.9203393564328732,0.14591761417187285,1.076865541963473,0.0,0.3333333333333333,0,0,0,1,1630,2686.61,2680.81,Gold,16
2024-12-13_0300,0300,PULLBACK,BUY,2024-12-13 03:25:00,2024-12-13 04:15:00,2690.82,2685.19,2685.19,2702.0800000000004,5.630000000000109,-5.630000000000109,-1.0,SL_HIT,1.4400000000000546,0.9148264984227207,0.8068181738183727,5.630000000000109,2688.005,2.8150000000000546,3.154434943470385,1,1.7847887500910717,,1.5927450567858537,,,,,2687.877828535886,2685.086240598943,2683.5013360711437,2691.064534390373,2670.35958445488,1.988663550068412,0.07396678370701415,1.6276446502488424,0.0,1.0,0,0,0,1,0300,2690.82,2685.19,Gold,3
2024-12-13_1630,1630,PULLBACK,SELL,2024-12-13 17:30:00,2024-12-13 17:45:00,2657.37,2662.5,2662.5,2647.1099999999997,5.130000000000109,-5.130000000000109,-1.0,SL_HIT,1.5799999999999272,0.5915492957746133,0.5569483720172147,5.130000000000109,2659.935,-2.5650000000000546,1.8083197142079137,0,2.8368877249381583,,1.0017975798186096,,,,,2657.7082271206314,2659.7719272687677,2663.648376286301,2675.6680344212527,2670.936628361899,2.705217891175816,0.1017982746930612,0.9694889809649346,0.0,0.0,0,0,0,0,1630,2662.5,2657.37,Gold,17
2024-12-16_0300,0300,PULLBACK,BUY,2024-12-16 03:50:00,2024-12-16 10:35:00,2651.64,2661.359999999999,2646.78,2661.359999999999,4.859999999999673,9.719999999999345,2.0,TP_HIT,2.2600000000002183,0.8918918918918379,0.978773578743907,4.859999999999673,2649.21,2.4299999999998363,2.1047962799533666,0,2.3090120627291064,,1.4346186573578057,,,,,2652.2225929941737,2651.3046296584544,2651.19392047113,2660.103311544362,2669.2449828969675,1.8901957166959227,0.0712609129762836,1.0429844693356347,0.0,0.6666666666666666,0,0,0,0,0300,2651.64,2646.78,Gold,3
