DateTime,Date,Time,Open,High,Low,Close,Volume,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,Price_Above_EMA200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,ATR_MA,Is_Consolidating,Price_Range_Pct,Is_Tight_Range,Consolidation_Score,EMA_9_Above_21,EMA_21_Above_50,Price_Above_EMA200_1H,Trend_Score,KeyWindow,WindowHigh,WindowLow,WindowType,WindowID,WindowStart,WindowTradeStart,WindowTradeEnd,ActiveWindowID,ActiveWindowType,RangeHigh,RangeLow
2016-10-11 22:00:00,2016.10.11,22:00,1251.528,1253.13,1251.049,1253.129,0.11885,1253.129,1253.129,1253.129,1253.129,0,1254.179,2.081000000000131,0.1660643078246638,,,0,,0,0.0,0,0,0,0.0,False,,,,,,,,,,,
2016-10-11 22:05:00,2016.10.11,22:05,1253.13,1253.34,1252.929,1253.29,0.0397,1253.1612,1253.1436363636362,1253.1353137254903,1253.1306019900496,1,1254.179,1.8583333333334244,0.14827640317352125,,,0,,0,0.0,1,1,0,0.6666666666666666,False,,,,,,,,,,,
2016-10-11 22:10:00,2016.10.11,22:10,1253.29,1254.009,1253.289,1253.859,0.09698,1253.30076,1253.2086694214875,1253.1636935793927,1253.1378497314422,1,1254.179,1.7065555555556382,0.13610426336259804,,,0,,0,0.0,1,1,0,0.6666666666666666,False,,,,,,,,,,,
2016-10-11 22:15:00,2016.10.11,22:15,1253.859,1253.878,1253.568,1253.709,0.05967,1253.3824080000002,1253.254154019534,1253.1850781449066,1253.1435328186917,1,1254.179,1.5203481481482126,0.12126802536698807,,,0,,0,0.0,1,1,0,0.6666666666666666,False,,,,,,,,,,,
2016-10-11 22:20:00,2016.10.11,22:20,1253.71,1253.91,1253.609,1253.91,0.04449,1253.4879264,1253.3137763813945,1253.2135064529496,1253.1511593578093,1,1254.179,1.3577683950618054,0.1082827631218991,,,0,,0,0.0,1,1,0,0.6666666666666666,False,,,,,,,,,,,
2016-10-11 22:25:00,2016.10.11,22:25,1253.91,1254.72,1253.909,1254.569,0.08386,1253.70414112,1253.4278876194494,1253.266663062638,1253.1652672248958,1,1254.179,1.2848659423868876,0.10241492834486485,,,0,,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 22:30:00,2016.10.11,22:30,1254.57,1254.688,1254.169,1254.179,0.07026,1253.799112896,1253.4961705631358,1253.3024409817504,1253.1753541181804,1,1254.179,1.18275048340197,0.09430475900186257,,,0,,0,0.0,1,1,0,0.6666666666666666,False,,,,,,,,,,,
2016-10-11 22:35:00,2016.10.11,22:35,1254.22,1254.428,1254.169,1254.42,0.06063,1253.9232903168,1253.580155057396,1253.3462668256034,1253.187738654318,1,1254.179,1.0595837522817093,0.08446802125936363,,,0,,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 22:40:00,2016.10.11,22:40,1254.419,1254.78,1254.419,1254.68,0.05908,1254.07463225344,1253.680140961269,1253.3985700873445,1253.202587025917,1,1254.179,0.9664392519774649,0.077026751998714,,,0,,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 22:45:00,2016.10.11,22:45,1254.601,1254.88,1254.479,1254.739,0.04848,1254.2075058027522,1253.776400873881,1253.4511359662722,1253.2178747172015,1,1254.179,0.891047351713812,0.07101455774577915,,,0,,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 22:50:00,2016.10.11,22:50,1254.701,1254.939,1254.379,1254.379,0.05944,1254.2418046422017,1253.831182612619,1253.4875227911243,1253.2294282026025,1,1254.179,0.8469077048186602,0.06751609400497459,,,0,,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 22:55:00,2016.10.11,22:55,1254.379,1254.38,1253.779,1254.179,0.0928,1254.2292437137614,1253.862802375108,1253.5146395444137,1253.2388766781985,1,1254.179,0.8141200108428539,0.06491258511287892,,,0,,0,0.0,1,1,0,0.6666666666666666,False,,,,,,,,,,,
2016-10-11 23:00:00,2016.10.11,23:00,1254.18,1256.029,1254.009,1254.929,0.12053,1254.3691949710092,1253.9597294319162,1253.5701046603192,1253.2556938256791,1,1254.1821840796022,0.9749040093971377,0.07768598935853245,,,0,,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 23:05:00,2016.10.11,23:05,1254.979,1255.1,1254.359,1254.692,0.06675,1254.4337559768073,1254.02629948356,1253.614100555993,1253.269985429404,1,1254.1821840796022,0.943716808144184,0.07521501756161543,,,0,,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 23:10:00,2016.10.11,23:10,1254.692,1255.168,1254.692,1255.159,0.06989,1254.578804781446,1254.1292722577816,1253.674684847915,1253.2887815942856,1,1254.1821840796022,0.8813545670582775,0.07021855932660942,,,0,,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 23:15:00,2016.10.11,23:15,1255.159,1255.21,1254.369,1254.419,0.0801,1254.5468438251569,1254.1556111434377,1253.7038736774086,1253.3000275485715,1,1254.1821840796022,0.8759739581171901,0.06983104992169203,,,0,,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 23:20:00,2016.10.11,23:20,1254.419,1254.56,1254.219,1254.369,0.06453,1254.5112750601256,1254.1750101303978,1253.7299570626085,1253.3106640903768,1,1254.1821840796022,0.804644097034884,0.06414732004975283,,,0,,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 23:25:00,2016.10.11,23:25,1254.369,1254.41,1253.769,1253.798,0.06786,1254.3686200481006,1254.1407364821798,1253.7326254130944,1253.3155132039053,1,1254.1821840796022,0.7828248840969096,0.062436284321470414,,,0,,0,0.0,1,1,0,0.6666666666666666,False,,,,,,,,,,,
2016-10-11 23:30:00,2016.10.11,23:30,1253.809,1254.088,1253.688,1253.898,0.09925,1254.2744960384805,1254.1186695292545,1253.7391106910122,1253.3213090924237,1,1254.1821840796022,0.7317815662173035,0.05836053380875506,,,0,,0,0.0,1,1,0,0.6666666666666666,False,,,,,,,,,,,
2016-10-11 23:35:00,2016.10.11,23:35,1253.908,1254.798,1253.599,1254.308,0.14713,1254.2811968307844,1254.1358813902314,1253.7614200756784,1253.3311269123997,1,1254.1821840796022,0.7940773573883388,0.06330800388647277,0.7102978287469935,1.11794985884884,0,0.3970316700523331,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 23:40:00,2016.10.11,23:40,1254.29,1255.479,1253.798,1255.188,0.17898,1254.4625574646277,1254.231528536574,1253.817364386436,1253.34960326153,1,1254.1821840796022,0.9123337097365657,0.07268502485178042,0.8610849114287474,1.0595165443356616,0,0.2469749551461541,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 23:45:00,2016.10.11,23:45,1255.188,1255.218,1254.688,1254.738,0.16828,1254.5176459717022,1254.2775713968854,1253.8534677438306,1253.3634181544503,1,1254.1821840796022,0.8613558817716866,0.06864826615370592,0.853108310650657,1.0096676717575748,0,0.21837228170343204,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 23:50:00,2016.10.11,23:50,1254.718,1255.069,1254.658,1254.948,0.12619,1254.6037167773618,1254.3385194517139,1253.8963905774058,1253.379185137988,1,1254.1821840796022,0.8013084308688029,0.06385192301743202,0.8308834656661523,0.9644053155232328,0,0.19610374294393176,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-11 23:55:00,2016.10.11,23:55,1254.938,1255.149,1254.488,1254.499,0.17231,1254.5827734218897,1254.3531085924672,1253.9200223194684,1253.390327574426,1,1254.1821840796022,0.7826006400862733,0.06238352044013373,0.8437579546816178,0.927517940120136,0,0.1937028247930101,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-12 00:00:00,2016.10.12,00:00,1254.478,1254.719,1254.168,1254.318,0.20617,1254.529818737512,1254.3499169022427,1253.9356292873324,1253.3995581458248,1,1254.1771872230888,0.7517205547414579,0.0599306200454317,0.8378371912188749,0.8972155481041184,0,0.19373077640598826,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-12 00:05:00,2016.10.12,00:05,1254.299,1254.389,1253.488,1254.378,0.18614,1254.4994549900096,1254.3524699111297,1253.9529771584173,1253.4092938856675,1,1254.1771872230888,0.771624480775909,0.06151451004210126,0.8853438175495104,0.8715534750235696,0,0.20257051702118023,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
2016-10-12 00:10:00,2016.10.12,00:10,1254.369,1254.569,1254.048,1254.218,0.13774,1254.4431639920076,1254.3402453737542,1253.9633702110284,1253.417340712676,1,1254.1771872230888,0.7382078833391156,0.05885802016388821,0.8691687096099219,0.8493263450204267,0,0.20259635884670285,0,0.0,1,1,1,1.0,False,,,,,,,,,,,
