<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
XAUUSD,5,20250630,142500,3285.16,3285.16,3283.64,3284.13,0,0
XAUUSD,5,20250630,143000,3284.22,3286.76,3281.78,3286.73,0,0
XAUUSD,5,20250630,143500,3286.77,3288.26,3286.46,3288.26,0,0
XAUUSD,5,20250630,144000,3288.46,3288.95,3287.61,3288.56,0,0
XAUUSD,5,20250630,144500,3288.61,3288.99,3287.45,3288.16,0,0
XAUUSD,5,20250630,145000,3287.91,3287.95,3283.67,3283.77,0,0
XAUUSD,5,20250630,145500,3283.94,3284.49,3281.67,3282,0,0
XAUUSD,5,20250630,150000,3281.95,3284.12,3280.97,3283.44,0,0
XAUUSD,5,20250630,150500,3283.96,3285.16,3282.98,3284.82,0,0
XAUUSD,5,20250630,151000,3284.76,3284.98,3280.57,3280.87,0,0
XAUUSD,5,20250630,151500,3280.46,3282.05,3280.23,3282.02,0,0
XAUUSD,5,20250630,152000,3282.3,3282.3,3279.66,3280.86,0,0
XAUUSD,5,20250630,152500,3280.5,3282.97,3279.07,3282.97,0,0
XAUUSD,5,20250630,153000,3282.73,3283.76,3281.55,3282.18,0,0
XAUUSD,5,20250630,153500,3282.33,3282.33,3278.3,3279.61,0,0
XAUUSD,5,20250630,154000,3279.61,3283.3,3279.61,3283.19,0,0
XAUUSD,5,20250630,154500,3283.03,3285.11,3283.03,3285.11,0,0
XAUUSD,5,20250630,155000,3285,3287,3283.66,3285.94,0,0
XAUUSD,5,20250630,155500,3285.96,3286.51,3284.92,3284.99,0,0
XAUUSD,5,20250630,160000,3285.03,3288.34,3284.84,3288.34,0,0
XAUUSD,5,20250630,160500,3288.13,3288.62,3284.45,3286.08,0,0
XAUUSD,5,20250630,161000,3286.06,3286.22,3282.34,3282.82,0,0
XAUUSD,5,20250630,161500,3281.46,3282.06,3279.52,3280.74,0,0
XAUUSD,5,20250630,162000,3281.11,3285.17,3281.11,3284.81,0,0
XAUUSD,5,20250630,162500,3284.88,3285.38,3284.35,3285.09,0,0
XAUUSD,5,20250630,163000,3285.08,3288.35,3284.3,3288.35,0,0
XAUUSD,5,20250630,163500,3289.24,3289.52,3287.39,3287.59,0,0
XAUUSD,5,20250630,164000,3287.66,3288.89,3286.63,3287.69,0,0
XAUUSD,5,20250630,164500,3287.79,3289.21,3286.21,3286.48,0,0
XAUUSD,5,20250630,165000,3286.61,3287.63,3285.23,3286.73,0,0
XAUUSD,5,20250630,165500,3286.71,3288.24,3286.71,3287.8,0,0
XAUUSD,5,20250630,170000,3287.82,3289.5,3286.29,3288.32,0,0
XAUUSD,5,20250630,170500,3288.37,3288.92,3287.22,3287.34,0,0
XAUUSD,5,20250630,171000,3287.6,3287.64,3284.01,3284.36,0,0
XAUUSD,5,20250630,171500,3284.47,3289.25,3284.47,3289.25,0,0
XAUUSD,5,20250630,172000,3289.32,3290.77,3288.64,3288.64,0,0
XAUUSD,5,20250630,172500,3288.58,3288.58,3287.41,3287.41,0,0
XAUUSD,5,20250630,173000,3287.35,3288.31,3286.24,3287.81,0,0
XAUUSD,5,20250630,173500,3287.65,3288.55,3287.35,3287.94,0,0
XAUUSD,5,20250630,174000,3287.94,3288.56,3287.21,3287.83,0,0
XAUUSD,5,20250630,174500,3287.81,3287.9,3286.77,3287.39,0,0
XAUUSD,5,20250630,175000,3287.24,3289.81,3287.1,3289.56,0,0
XAUUSD,5,20250630,175500,3289.56,3290.16,3289.27,3289.65,0,0
XAUUSD,5,20250630,180000,3289.58,3291.62,3289.28,3289.47,0,0
XAUUSD,5,20250630,180500,3289.77,3291.68,3289.6,3291.52,0,0
XAUUSD,5,20250630,181000,3291.42,3293.32,3290.7,3293.32,0,0
XAUUSD,5,20250630,181500,3293.66,3294.47,3292.74,3292.88,0,0
XAUUSD,5,20250630,182000,3292.78,3293.52,3292.1,3292.96,0,0
XAUUSD,5,20250630,182500,3292.91,3293.69,3292.31,3292.51,0,0
XAUUSD,5,20250630,183000,3292.45,3294.48,3292.45,3294.05,0,0
XAUUSD,5,20250630,183500,3294.23,3294.89,3293.46,3293.49,0,0
XAUUSD,5,20250630,184000,3293.58,3295.3,3293.14,3294.55,0,0
XAUUSD,5,20250630,184500,3294.83,3295.43,3294.43,3295.43,0,0
XAUUSD,5,20250630,185000,3295.59,3297.37,3295.58,3296.19,0,0
XAUUSD,5,20250630,185500,3296.1,3297.51,3295.61,3297.51,0,0
XAUUSD,5,20250630,190000,3297.48,3298.45,3296.26,3296.95,0,0
XAUUSD,5,20250630,190500,3296.83,3297.19,3296.13,3296.61,0,0
XAUUSD,5,20250630,191000,3296.59,3296.71,3294.5,3294.67,0,0
XAUUSD,5,20250630,191500,3294.75,3296.18,3294.75,3296.18,0,0
XAUUSD,5,20250630,192000,3296.41,3297.69,3296.25,3296.87,0,0
XAUUSD,5,20250630,192500,3296.79,3297.55,3295.2,3296.19,0,0
XAUUSD,5,20250630,193000,3296.08,3296.87,3294.66,3295.02,0,0
XAUUSD,5,20250630,193500,3294.92,3295.86,3294.59,3295.74,0,0
XAUUSD,5,20250630,194000,3295.95,3295.95,3293.78,3293.78,0,0
XAUUSD,5,20250630,194500,3293.69,3294.37,3293.35,3293.75,0,0
XAUUSD,5,20250630,195000,3293.85,3294.11,3292.29,3293.62,0,0
XAUUSD,5,20250630,195500,3293.39,3294.78,3293,3294.07,0,0
XAUUSD,5,20250630,200000,3294.04,3294.62,3292.75,3294.62,0,0
XAUUSD,5,20250630,200500,3294.49,3297.6,3294.49,3297.31,0,0
XAUUSD,5,20250630,201000,3297.39,3298.35,3297.29,3297.56,0,0
XAUUSD,5,20250630,201500,3297.57,3299.05,3297.26,3298.29,0,0
XAUUSD,5,20250630,202000,3298.27,3298.39,3297.57,3297.87,0,0
XAUUSD,5,20250630,202500,3297.84,3299.13,3297.62,3299.13,0,0
XAUUSD,5,20250630,203000,3299.21,3299.6,3298.18,3298.87,0,0
XAUUSD,5,20250630,203500,3298.85,3299,3298.32,3298.91,0,0
XAUUSD,5,20250630,204000,3298.82,3299.42,3298.55,3299.15,0,0
XAUUSD,5,20250630,204500,3299.16,3299.35,3297.73,3298.63,0,0
XAUUSD,5,20250630,205000,3298.74,3298.79,3297.77,3298.08,0,0
XAUUSD,5,20250630,205500,3298.07,3298.78,3298.07,3298.54,0,0
XAUUSD,5,20250630,210000,3298.53,3299.67,3298.14,3299.1,0,0
XAUUSD,5,20250630,210500,3299.06,3300.83,3299.06,3300.66,0,0
XAUUSD,5,20250630,211000,3300.75,3303.56,3300.75,3302.9,0,0
XAUUSD,5,20250630,211500,3303.17,3307.03,3303.1,3306.02,0,0
XAUUSD,5,20250630,212000,3306,3306,3304.51,3305.13,0,0
XAUUSD,5,20250630,212500,3305.07,3307.06,3305.03,3306.24,0,0
XAUUSD,5,20250630,213000,3306.12,3307.15,3306.06,3306.96,0,0
XAUUSD,5,20250630,213500,3307.01,3307.98,3306.77,3307.26,0,0
XAUUSD,5,20250630,214000,3307.18,3307.28,3305.84,3306.03,0,0
XAUUSD,5,20250630,214500,3306.05,3307.47,3305.43,3305.79,0,0
XAUUSD,5,20250630,215000,3305.77,3307.84,3305.67,3307.78,0,0
XAUUSD,5,20250630,215500,3307.34,3309.45,3307.34,3308.94,0,0
XAUUSD,5,20250630,220000,3308.89,3308.89,3307.59,3307.65,0,0
XAUUSD,5,20250630,220500,3307.67,3308.51,3307.41,3308.02,0,0
XAUUSD,5,20250630,221000,3308.02,3308.03,3307.28,3307.48,0,0
XAUUSD,5,20250630,221500,3307.29,3309.16,3307.29,3307.48,0,0
XAUUSD,5,20250630,222000,3307.5,3308.77,3307.5,3308.34,0,0
XAUUSD,5,20250630,222500,3308.58,3308.79,3306.84,3306.84,0,0
XAUUSD,5,20250630,223000,3306.91,3307.29,3305.42,3305.42,0,0
XAUUSD,5,20250630,223500,3305.15,3305.36,3303.84,3304.42,0,0
XAUUSD,5,20250630,224000,3304.36,3304.56,3303.78,3304.16,0,0
XAUUSD,5,20250630,224500,3304.45,3304.46,3302.8,3302.96,0,0
XAUUSD,5,20250630,225000,3303.09,3303.92,3302.5,3303.16,0,0
XAUUSD,5,20250630,225500,3303.1,3303.59,3302.86,3303.05,0,0
XAUUSD,5,20250701,000000,3303.045,3303.99,3302.535,3303.265,0,0
XAUUSD,5,20250701,000500,3304.115,3305.015,3302.415,3302.655,0,0
XAUUSD,5,20250701,001000,3302.645,3304.585,3302.585,3304.355,0,0
XAUUSD,5,20250701,001500,3304.145,3306.005,3304.105,3305.905,0,0
XAUUSD,5,20250701,002000,3305.925,3306.595,3305.395,3306.545,0,0
XAUUSD,5,20250701,002500,3306.555,3307.705,3306.555,3307.105,0,0
XAUUSD,5,20250701,003000,3307.225,3307.275,3306.265,3307.165,0,0
XAUUSD,5,20250701,003500,3307.175,3307.175,3306.135,3306.245,0,0
XAUUSD,5,20250701,004000,3306.175,3309.075,3306.025,3309.075,0,0
XAUUSD,5,20250701,004500,3308.935,3309.635,3307.655,3309.315,0,0
XAUUSD,5,20250701,005000,3309.325,3314.505,3309.325,3312.065,0,0
XAUUSD,5,20250701,005500,3312.155,3313.275,3310.945,3311.525,0,0
XAUUSD,5,20250701,010000,3311.5,3312.185,3310.105,3310.105,0,0
XAUUSD,5,20250701,010500,3310.525,3311.485,3309.985,3310.905,0,0
XAUUSD,5,20250701,011000,3310.845,3311.975,3310.845,3311.885,0,0
XAUUSD,5,20250701,011500,3311.945,3312.115,3309.305,3310.705,0,0
XAUUSD,5,20250701,012000,3310.525,3310.525,3309.445,3309.865,0,0
XAUUSD,5,20250701,012500,3309.995,3309.995,3308.695,3309.785,0,0
XAUUSD,5,20250701,013000,3309.625,3310.025,3308.975,3309.465,0,0
XAUUSD,5,20250701,013500,3309.455,3310.765,3309.455,3310.705,0,0
XAUUSD,5,20250701,014000,3310.505,3311.105,3310.095,3310.915,0,0
XAUUSD,5,20250701,014500,3310.905,3312.015,3310.445,3311.855,0,0
XAUUSD,5,20250701,015000,3311.845,3311.845,3311.125,3311.585,0,0
XAUUSD,5,20250701,015500,3311.685,3312.525,3310.585,3312.515,0,0
XAUUSD,5,20250701,020000,3312.48,3313.095,3310.075,3311.665,0,0
XAUUSD,5,20250701,020500,3311.895,3311.895,3310.285,3310.805,0,0
XAUUSD,5,20250701,021000,3310.405,3312.325,3310.255,3312.325,0,0
XAUUSD,5,20250701,021500,3312.335,3312.825,3311.865,3312.625,0,0
XAUUSD,5,20250701,022000,3312.555,3312.555,3310.845,3311.045,0,0
XAUUSD,5,20250701,022500,3310.895,3311.385,3310.485,3310.885,0,0
XAUUSD,5,20250701,023000,3310.935,3312.925,3310.935,3312.295,0,0
XAUUSD,5,20250701,023500,3312.345,3313.175,3311.445,3311.495,0,0
XAUUSD,5,20250701,024000,3311.525,3312.105,3311.085,3311.655,0,0
XAUUSD,5,20250701,024500,3311.625,3312.725,3311.415,3312.725,0,0
XAUUSD,5,20250701,025000,3312.695,3313.635,3311.875,3313.045,0,0
XAUUSD,5,20250701,025500,3313.125,3314.875,3313.125,3314.705,0,0
XAUUSD,5,20250701,030000,3314.67,3316.065,3314.295,3316.065,0,0
XAUUSD,5,20250701,030500,3316.135,3318.155,3316.095,3318.155,0,0
XAUUSD,5,20250701,031000,3318.135,3318.935,3317.415,3318.855,0,0
XAUUSD,5,20250701,031500,3319.055,3320.225,3318.255,3319.655,0,0
XAUUSD,5,20250701,032000,3319.865,3320.215,3318.805,3319.715,0,0
XAUUSD,5,20250701,032500,3319.455,3320.895,3319.185,3320.545,0,0
XAUUSD,5,20250701,033000,3320.415,3321.015,3317.825,3318.035,0,0
XAUUSD,5,20250701,033500,3318.415,3318.835,3316.485,3317.875,0,0
XAUUSD,5,20250701,034000,3318.125,3320.555,3316.155,3320.445,0,0
XAUUSD,5,20250701,034500,3319.825,3320.595,3319.185,3320.485,0,0
XAUUSD,5,20250701,035000,3320.485,3320.485,3316.185,3316.975,0,0
XAUUSD,5,20250701,035500,3316.885,3318.355,3316.885,3317.795,0,0
XAUUSD,5,20250701,040000,3317.79,3317.985,3315.805,3316.375,0,0
XAUUSD,5,20250701,040500,3316.295,3317.425,3315.745,3316.965,0,0
XAUUSD,5,20250701,041000,3316.935,3316.935,3315.745,3316.315,0,0
XAUUSD,5,20250701,041500,3316.115,3317.355,3315.095,3315.135,0,0
XAUUSD,5,20250701,042000,3315.105,3315.895,3314.855,3315.245,0,0
XAUUSD,5,20250701,042500,3315.285,3316.015,3314.515,3316.005,0,0
XAUUSD,5,20250701,043000,3316.335,3318.475,3315.525,3317.575,0,0
XAUUSD,5,20250701,043500,3317.415,3318.145,3316.225,3316.505,0,0
XAUUSD,5,20250701,044000,3316.395,3319.165,3315.655,3318.165,0,0
XAUUSD,5,20250701,044500,3318.185,3319.375,3318.155,3319.035,0,0
XAUUSD,5,20250701,045000,3318.995,3319.145,3317.155,3317.365,0,0
XAUUSD,5,20250701,045500,3317.455,3317.455,3316.055,3316.425,0,0
XAUUSD,5,20250701,050000,3316.23,3318.255,3315.955,3317.515,0,0
XAUUSD,5,20250701,050500,3317.335,3318.355,3316.735,3317.515,0,0
XAUUSD,5,20250701,051000,3317.575,3318.235,3316.165,3317.325,0,0
XAUUSD,5,20250701,051500,3317.205,3318.885,3317.145,3318.625,0,0
XAUUSD,5,20250701,052000,3318.375,3320.795,3318.375,3320.395,0,0
XAUUSD,5,20250701,052500,3320.365,3321.995,3320.275,3321.085,0,0
XAUUSD,5,20250701,053000,3321.195,3321.195,3318.725,3318.755,0,0
XAUUSD,5,20250701,053500,3318.465,3319.335,3318.125,3319.335,0,0
XAUUSD,5,20250701,054000,3319.385,3321.775,3318.935,3321.775,0,0
XAUUSD,5,20250701,054500,3321.565,3322.605,3320.755,3320.955,0,0
XAUUSD,5,20250701,055000,3320.915,3321.615,3320.545,3320.755,0,0
XAUUSD,5,20250701,055500,3320.805,3321.115,3320.055,3321.115,0,0
XAUUSD,5,20250701,060000,3321.02,3321.785,3320.625,3320.755,0,0
XAUUSD,5,20250701,060500,3320.685,3320.715,3319.045,3319.275,0,0
XAUUSD,5,20250701,061000,3319.325,3322.445,3319.325,3321.795,0,0
XAUUSD,5,20250701,061500,3321.505,3323.015,3321.335,3323.015,0,0
XAUUSD,5,20250701,062000,3323.025,3323.045,3322.505,3322.835,0,0
XAUUSD,5,20250701,062500,3322.895,3323.035,3322.395,3322.845,0,0
XAUUSD,5,20250701,063000,3322.865,3322.945,3322.105,3322.925,0,0
XAUUSD,5,20250701,063500,3322.985,3322.985,3322.245,3322.625,0,0
XAUUSD,5,20250701,064000,3322.625,3323.055,3322.535,3322.985,0,0
XAUUSD,5,20250701,064500,3322.945,3323.075,3322.595,3322.805,0,0
XAUUSD,5,20250701,065000,3322.795,3323.065,3322.095,3322.605,0,0
XAUUSD,5,20250701,065500,3322.585,3323.065,3322.495,3323.055,0,0
XAUUSD,5,20250701,070000,3323.05,3325.155,3323.045,3324.555,0,0
XAUUSD,5,20250701,070500,3324.525,3325.855,3324.055,3325.035,0,0
XAUUSD,5,20250701,071000,3324.895,3328.835,3324.735,3328.505,0,0
XAUUSD,5,20250701,071500,3328.535,3329.445,3327.825,3328.545,0,0
XAUUSD,5,20250701,072000,3328.605,3329.735,3328.365,3329.445,0,0
XAUUSD,5,20250701,072500,3329.445,3330.075,3329.395,3329.775,0,0
XAUUSD,5,20250701,073000,3329.785,3331.565,3328.965,3331.485,0,0
XAUUSD,5,20250701,073500,3331.665,3332.345,3330.825,3330.935,0,0
XAUUSD,5,20250701,074000,3330.875,3331.335,3328.755,3330.085,0,0
XAUUSD,5,20250701,074500,3330.115,3331.335,3329.595,3329.705,0,0
XAUUSD,5,20250701,075000,3329.795,3330.165,3328.435,3328.665,0,0
XAUUSD,5,20250701,075500,3328.745,3329.935,3328.495,3329.275,0,0
XAUUSD,5,20250701,080000,3329.4,3330.485,3328.505,3328.515,0,0
XAUUSD,5,20250701,080500,3328.515,3328.775,3327.005,3328.435,0,0
XAUUSD,5,20250701,081000,3328.445,3328.505,3327.775,3327.975,0,0
XAUUSD,5,20250701,081500,3328.085,3328.495,3327.835,3328.075,0,0
XAUUSD,5,20250701,082000,3327.915,3328.045,3325.295,3327.285,0,0
XAUUSD,5,20250701,082500,3327.435,3329.545,3327.435,3328.225,0,0
XAUUSD,5,20250701,083000,3328.155,3329.175,3327.595,3328.515,0,0
XAUUSD,5,20250701,083500,3328.515,3330.165,3327.725,3330.165,0,0
XAUUSD,5,20250701,084000,3330.225,3332.535,3329.935,3332.535,0,0
XAUUSD,5,20250701,084500,3332.185,3333.845,3332.025,3333.245,0,0
XAUUSD,5,20250701,085000,3333.305,3334.475,3331.755,3331.755,0,0
XAUUSD,5,20250701,085500,3331.705,3332.485,3330.815,3331.675,0,0
XAUUSD,5,20250701,090000,3331.7,3332.085,3330.905,3331.585,0,0
XAUUSD,5,20250701,090500,3331.645,3334.045,3331.065,3333.815,0,0
XAUUSD,5,20250701,091000,3334.135,3337.095,3333.775,3336.295,0,0
XAUUSD,5,20250701,091500,3336.505,3338.875,3336.015,3337.245,0,0
XAUUSD,5,20250701,092000,3337.645,3338.775,3335.635,3335.845,0,0
XAUUSD,5,20250701,092500,3335.825,3338.515,3335.825,3338.495,0,0
XAUUSD,5,20250701,093000,3338.755,3339.835,3335.715,3336.365,0,0
XAUUSD,5,20250701,093500,3336.365,3336.385,3334.355,3335.915,0,0
XAUUSD,5,20250701,094000,3335.965,3337.925,3333.675,3337.925,0,0
XAUUSD,5,20250701,094500,3337.785,3338.135,3336.845,3337.515,0,0
XAUUSD,5,20250701,095000,3337.615,3339.525,3337.225,3339.505,0,0
XAUUSD,5,20250701,095500,3339.445,3339.845,3337.975,3339.595,0,0
XAUUSD,5,20250701,100000,3339.63,3342.065,3339.475,3341.665,0,0
XAUUSD,5,20250701,100500,3341.575,3341.955,3340.495,3340.805,0,0
XAUUSD,5,20250701,101000,3340.785,3340.785,3337.845,3338.115,0,0
XAUUSD,5,20250701,101500,3337.905,3339.835,3337.165,3338.275,0,0
XAUUSD,5,20250701,102000,3338.325,3340.315,3338.325,3340.315,0,0
XAUUSD,5,20250701,102500,3340.275,3340.415,3339.335,3340.065,0,0
XAUUSD,5,20250701,103000,3339.895,3341.115,3339.445,3339.925,0,0
XAUUSD,5,20250701,103500,3340.085,3342.385,3338.695,3341.565,0,0
XAUUSD,5,20250701,104000,3340.345,3340.955,3338.995,3338.995,0,0
XAUUSD,5,20250701,104500,3338.975,3339.375,3337.695,3339.125,0,0
XAUUSD,5,20250701,105000,3339.115,3340.345,3338.625,3339.925,0,0
XAUUSD,5,20250701,105500,3339.895,3340.575,3338.955,3339.515,0,0
XAUUSD,5,20250701,110000,3339.46,3339.635,3338.355,3338.475,0,0
XAUUSD,5,20250701,110500,3338.465,3339.265,3338.365,3339.215,0,0
XAUUSD,5,20250701,111000,3339.245,3340.365,3338.935,3340.365,0,0
XAUUSD,5,20250701,111500,3340.305,3340.635,3339.525,3340.225,0,0
XAUUSD,5,20250701,112000,3340.435,3342.875,3340.435,3342.805,0,0
XAUUSD,5,20250701,112500,3342.845,3344.955,3342.805,3343.025,0,0
XAUUSD,5,20250701,113000,3342.955,3344.525,3342.955,3344.525,0,0
XAUUSD,5,20250701,113500,3344.655,3345.355,3343.715,3344.465,0,0
XAUUSD,5,20250701,114000,3344.645,3346.135,3344.625,3345.815,0,0
XAUUSD,5,20250701,114500,3345.975,3346.045,3344.925,3345.765,0,0
XAUUSD,5,20250701,115000,3345.915,3348.145,3345.095,3347.955,0,0
XAUUSD,5,20250701,115500,3348.065,3348.065,3345.035,3345.855,0,0
XAUUSD,5,20250701,120000,3345.95,3346.785,3344.705,3346.595,0,0
XAUUSD,5,20250701,120500,3346.595,3347.375,3344.625,3345.685,0,0
XAUUSD,5,20250701,121000,3345.765,3348.195,3345.515,3347.445,0,0
XAUUSD,5,20250701,121500,3347.295,3348.615,3346.815,3347.505,0,0
XAUUSD,5,20250701,122000,3347.675,3348.515,3346.865,3347.995,0,0
XAUUSD,5,20250701,122500,3347.985,3348.015,3346.745,3346.795,0,0
XAUUSD,5,20250701,123000,3346.855,3347.205,3346.655,3346.695,0,0
XAUUSD,5,20250701,123500,3346.695,3347.255,3345.705,3345.705,0,0
XAUUSD,5,20250701,124000,3345.695,3347.795,3345.455,3347.795,0,0
XAUUSD,5,20250701,124500,3347.845,3349.165,3347.155,3348.705,0,0
XAUUSD,5,20250701,125000,3348.625,3349.545,3348.225,3349.065,0,0
XAUUSD,5,20250701,125500,3348.985,3349.775,3348.685,3348.905,0,0
XAUUSD,5,20250701,130000,3348.95,3352.275,3348.505,3351.675,0,0
XAUUSD,5,20250701,130500,3351.805,3352.315,3348.745,3348.765,0,0
XAUUSD,5,20250701,131000,3350.155,3351.715,3349.445,3350.935,0,0
XAUUSD,5,20250701,131500,3350.975,3351.245,3349.355,3349.485,0,0
XAUUSD,5,20250701,132000,3350.105,3351.855,3349.195,3351.775,0,0
XAUUSD,5,20250701,132500,3351.855,3352.285,3351.085,3351.765,0,0
XAUUSD,5,20250701,133000,3353.035,3353.035,3350.005,3350.005,0,0
XAUUSD,5,20250701,133500,3349.315,3349.315,3347.105,3348.425,0,0
XAUUSD,5,20250701,134000,3348.825,3349.425,3348.215,3348.575,0,0
XAUUSD,5,20250701,134500,3348.605,3350.025,3348.475,3349.725,0,0
XAUUSD,5,20250701,135000,3350.125,3350.695,3349.035,3349.035,0,0
XAUUSD,5,20250701,135500,3349.015,3350.815,3348.825,3349.225,0,0
XAUUSD,5,20250701,140000,3349.07,3350.395,3349.07,3349.465,0,0
XAUUSD,5,20250701,140500,3349.585,3350.205,3348.475,3349.985,0,0
XAUUSD,5,20250701,141000,3350.045,3350.665,3348.995,3350.505,0,0
XAUUSD,5,20250701,141500,3350.575,3352.605,3350.575,3352.505,0,0
XAUUSD,5,20250701,142000,3352.895,3356.955,3352.875,3353.705,0,0
XAUUSD,5,20250701,142500,3353.715,3354.335,3351.755,3352.435,0,0
XAUUSD,5,20250701,143000,3352.235,3354.605,3350.135,3354.455,0,0
XAUUSD,5,20250701,143500,3354.635,3355.645,3352.845,3353.605,0,0
XAUUSD,5,20250701,144000,3353.615,3357.845,3353.245,3355.765,0,0
XAUUSD,5,20250701,144500,3355.955,3356.705,3352.275,3354.695,0,0
XAUUSD,5,20250701,145000,3355.005,3357.765,3354.825,3357.115,0,0
XAUUSD,5,20250701,145500,3357.045,3357.345,3354.455,3354.455,0,0
XAUUSD,5,20250701,150000,3354.49,3355.635,3352.305,3352.475,0,0
XAUUSD,5,20250701,150500,3352.375,3352.375,3348.915,3348.915,0,0
XAUUSD,5,20250701,151000,3348.695,3349.825,3348.055,3348.065,0,0
XAUUSD,5,20250701,151500,3348.175,3349.095,3346.255,3347.465,0,0
XAUUSD,5,20250701,152000,3348.535,3349.145,3347.285,3347.685,0,0
XAUUSD,5,20250701,152500,3347.805,3350.275,3347.755,3349.715,0,0
XAUUSD,5,20250701,153000,3348.995,3349.425,3345.955,3346.835,0,0
XAUUSD,5,20250701,153500,3346.605,3350.515,3345.945,3346.975,0,0
XAUUSD,5,20250701,154000,3346.545,3348.295,3346.545,3347.205,0,0
XAUUSD,5,20250701,154500,3346.985,3350.355,3344.825,3349.955,0,0
XAUUSD,5,20250701,155000,3348.995,3350.635,3345.925,3349.925,0,0
XAUUSD,5,20250701,155500,3349.575,3352.665,3349.475,3351.815,0,0
XAUUSD,5,20250701,160000,3351.78,3351.995,3347.885,3351.565,0,0
XAUUSD,5,20250701,160500,3352.475,3354.455,3349.955,3350.025,0,0
XAUUSD,5,20250701,161000,3350.105,3351.155,3348.255,3348.915,0,0
XAUUSD,5,20250701,161500,3349.095,3350.365,3347.675,3348.415,0,0
XAUUSD,5,20250701,162000,3348.125,3351.455,3348.125,3350.085,0,0
XAUUSD,5,20250701,162500,3350.525,3352.635,3350.345,3351.615,0,0
XAUUSD,5,20250701,163000,3351.665,3352.525,3351.075,3351.225,0,0
XAUUSD,5,20250701,163500,3351.145,3351.565,3349.715,3350.655,0,0
XAUUSD,5,20250701,164000,3351.595,3351.595,3346.215,3347.025,0,0
XAUUSD,5,20250701,164500,3347.245,3347.495,3345.615,3346.615,0,0
XAUUSD,5,20250701,165000,3346.845,3347.235,3343.955,3343.955,0,0
XAUUSD,5,20250701,165500,3344.635,3345.885,3343.845,3345.875,0,0
XAUUSD,5,20250701,170000,3345.89,3346.645,3342.895,3343.555,0,0
XAUUSD,5,20250701,170500,3343.545,3346.335,3343.055,3346.065,0,0
XAUUSD,5,20250701,171000,3346.145,3346.455,3342.455,3342.455,0,0
XAUUSD,5,20250701,171500,3342.725,3343.265,3339.415,3343.265,0,0
XAUUSD,5,20250701,172000,3343.035,3343.035,3340.815,3341.355,0,0
XAUUSD,5,20250701,172500,3341.755,3341.755,3339.005,3340.225,0,0
XAUUSD,5,20250701,173000,3340.565,3342.595,3339.985,3341.135,0,0
XAUUSD,5,20250701,173500,3340.945,3341.415,3339.725,3340.535,0,0
XAUUSD,5,20250701,174000,3340.705,3341.855,3340.705,3341.665,0,0
XAUUSD,5,20250701,174500,3341.755,3342.325,3339.925,3341.515,0,0
XAUUSD,5,20250701,175000,3341.515,3341.515,3338.115,3338.445,0,0
XAUUSD,5,20250701,175500,3338.235,3340.535,3337.295,3340.065,0,0
XAUUSD,5,20250701,180000,3339.95,3342.015,3339.925,3339.935,0,0
XAUUSD,5,20250701,180500,3340.165,3341.335,3339.945,3341.195,0,0
XAUUSD,5,20250701,181000,3340.735,3341.395,3339.845,3341.175,0,0
XAUUSD,5,20250701,181500,3341.265,3342.315,3341.035,3341.195,0,0
XAUUSD,5,20250701,182000,3341.305,3341.375,3338.515,3338.775,0,0
XAUUSD,5,20250701,182500,3338.595,3338.695,3337.905,3338.355,0,0
XAUUSD,5,20250701,183000,3338.355,3341.845,3337.825,3341.845,0,0
XAUUSD,5,20250701,183500,3341.905,3343.095,3341.565,3342.995,0,0
XAUUSD,5,20250701,184000,3343.375,3343.375,3342.135,3342.735,0,0
XAUUSD,5,20250701,184500,3343.205,3343.335,3342.095,3343.035,0,0
XAUUSD,5,20250701,185000,3342.945,3342.945,3340.675,3340.705,0,0
XAUUSD,5,20250701,185500,3340.675,3342.025,3340.195,3341.725,0,0
XAUUSD,5,20250701,190000,3341.76,3342.215,3340.095,3342.015,0,0
XAUUSD,5,20250701,190500,3342.015,3342.135,3339.675,3340.195,0,0
XAUUSD,5,20250701,191000,3340.105,3340.105,3339.075,3339.655,0,0
XAUUSD,5,20250701,191500,3339.805,3340.195,3337.085,3337.685,0,0
XAUUSD,5,20250701,192000,3337.705,3338.625,3337.235,3337.495,0,0
XAUUSD,5,20250701,192500,3337.525,3338.015,3337.125,3337.725,0,0
XAUUSD,5,20250701,193000,3337.735,3338.775,3337.515,3337.565,0,0
XAUUSD,5,20250701,193500,3337.545,3338.195,3337.225,3337.665,0,0
XAUUSD,5,20250701,194000,3337.665,3338.835,3337.575,3338.795,0,0
XAUUSD,5,20250701,194500,3338.765,3339.725,3338.275,3339.625,0,0
XAUUSD,5,20250701,195000,3339.655,3340.845,3339.565,3340.215,0,0
XAUUSD,5,20250701,195500,3339.955,3340.225,3339.165,3339.715,0,0
XAUUSD,5,20250701,200000,3339.83,3339.905,3338.935,3339.895,0,0
XAUUSD,5,20250701,200500,3339.825,3339.905,3338.415,3338.975,0,0
XAUUSD,5,20250701,201000,3339.195,3339.495,3337.675,3338.115,0,0
XAUUSD,5,20250701,201500,3338.325,3338.655,3337.995,3338.005,0,0
XAUUSD,5,20250701,202000,3337.985,3338.735,3337.835,3338.705,0,0
