<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
XAUUSD,5,20250612,022000,3366.625,3366.625,3362.515,3365.205,0,0
XAUUSD,5,20250612,022500,3365.705,3370.175,3365.675,3367.455,0,0
XAUUSD,5,20250612,023000,3367.655,3367.805,3363.705,3366.715,0,0
XAUUSD,5,20250612,023500,3366.345,3368.475,3365.665,3368.385,0,0
XAUUSD,5,20250612,024000,3369.355,3369.785,3366.785,3367.205,0,0
XAUUSD,5,20250612,024500,3366.965,3371.275,3366.685,3370.465,0,0
XAUUSD,5,20250612,025000,3370.705,3370.775,3367.205,3368.245,0,0
XAUUSD,5,20250612,025500,3368.345,3368.695,3365.745,3365.745,0,0
XAUUSD,5,20250612,030000,3365.67,3367.455,3362.955,3366.725,0,0
XAUUSD,5,20250612,030500,3366.415,3368.745,3365.665,3368.445,0,0
XAUUSD,5,20250612,031000,3368.935,3370.875,3367.215,3367.445,0,0
XAUUSD,5,20250612,031500,3367.435,3372.215,3367.245,3370.065,0,0
XAUUSD,5,20250612,032000,3369.985,3375.095,3369.985,3372.985,0,0
XAUUSD,5,20250612,032500,3373.095,3376.715,3372.515,3375.975,0,0
XAUUSD,5,20250612,033000,3375.575,3375.575,3371.905,3372.635,0,0
XAUUSD,5,20250612,033500,3372.905,3373.015,3370.055,3372.805,0,0
XAUUSD,5,20250612,034000,3373.055,3373.295,3368.635,3369.035,0,0
XAUUSD,5,20250612,034500,3368.665,3371.345,3368.665,3369.595,0,0
XAUUSD,5,20250612,035000,3369.605,3371.365,3369.575,3370.765,0,0
XAUUSD,5,20250612,035500,3370.555,3371.765,3368.395,3371.335,0,0
XAUUSD,5,20250612,040000,3371.06,3374.555,3369.275,3373.945,0,0
