WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow
2024-10-29_1630,1630,BREAKOUT,BUY,2024-10-29 16:45:00,2024-10-29 16:55:00,153.391,153.382,153.2896,153.59379999999996,0.10139999999998962,-0.00899999999998613,-0.08875739644957645,FILTER_EXIT,0.04800000000000182,0.6973684210525258,0.3679655542648767,0.1209999999999809,153.2825,0.10849999999999227,0.9275798347091951,0,0.130446992778703,153.38636098751738,153.49899919894546,153.59739323274016,153.65742002995913,153.67159796990396,0.130446992778703,0.08504214248469794,1.240535862484619,0.0,0.0,0,0,0,0,1630,153.343,153.222
2024-10-30_0300,0300,BREAKOUT,SELL,2024-10-30 03:20:00,2024-10-30 03:35:00,153.147,153.163,153.2466,152.9478,0.09959999999999809,-0.016000000000019554,-0.1606425702813239,FILTER_EXIT,0.09600000000000364,0.9732142857144104,1.3806235860506133,0.06999999999999318,153.278,-0.13100000000000023,1.0067046981617693,0,0.06953379687987186,153.22090687141593,153.22270495537657,153.26199278054995,153.43088529995478,153.63875195817866,0.06953379687987186,0.04540330328368944,1.0087163982973122,0.0,0.0,0,0,0,0,0300,153.313,153.243
2024-10-30_1000,1000,BREAKOUT,SELL,2024-10-30 10:15:00,2024-10-30 10:55:00,153.113,152.8154,153.2618,152.8154,0.14879999999999427,0.29759999999998854,2.0,TP_HIT,0.04200000000000159,0.4999999999998753,0.5460020514335328,0.20599999999998886,153.25799999999998,-0.1449999999999818,2.6780100617927953,0,0.07692278790845246,153.23902645789101,153.2724437166593,153.28487759717777,153.35164123633444,153.61173532761848,0.07692278790845246,0.050239227177608994,1.2339569788436218,0.0,0.0,0,0,0,0,1000,153.361,153.155
2024-10-30_1630,1630,BREAKOUT,BUY,2024-10-30 17:00:00,2024-10-30 17:15:00,153.348,153.347,153.2382,153.56760000000003,0.10980000000001268,-0.0010000000000047748,-0.009107468123904002,FILTER_EXIT,0.07400000000001228,0.8888888888890778,0.7514076432191851,0.10900000000000887,153.21949999999998,0.12850000000003092,1.1068031501470843,1,0.09848183029251745,153.2364857444424,153.2013767962645,153.16764955524323,153.21821094386328,153.57697618861008,0.09848183029251745,0.06422113773411942,0.9241799487010395,0.0,0.6666666666666666,0,0,1,0,1630,153.274,153.165
2024-10-31_0300,0300,BREAKOUT,SELL,2024-10-31 04:20:00,2024-10-31 04:25:00,153.424,153.445,153.50320000000002,153.2656,0.079200000000003,-0.020999999999986585,-0.2651515151513357,FILTER_EXIT,0.01300000000000523,0.7500000000001776,0.229511535032731,0.11899999999999977,153.49650000000003,-0.07250000000001933,2.100913282221842,1,0.056642033256198994,153.46239099007207,153.44108827482054,153.38501811165278,153.29529314516466,153.55052813593213,0.056642033256198994,0.036918626327171106,0.9140863370494263,0.0,0.6666666666666666,0,0,1,0,0300,153.556,153.437
2024-10-31_1000,1000,BREAKOUT,SELL,2024-10-31 10:15:00,2024-10-31 10:35:00,152.089,152.14,152.1856,151.8958,0.09660000000000081,-0.05099999999998772,-0.5279503105588746,FILTER_EXIT,0.015999999999991132,0.6062500000000655,0.11451905105472286,0.14500000000001023,152.1775,-0.08850000000001046,1.0378289001840744,0,0.1397147448623683,152.22277990139818,152.35491338987353,152.6033721445886,153.0148202268804,153.49514756943861,0.1397147448623683,0.09186380662794041,0.8712821593474595,0.0,0.0,0,0,0,0,1000,152.25,152.105
2024-10-31_1630,1630,BREAKOUT,SELL,2024-10-31 17:15:00,2024-10-31 17:45:00,152.503,152.24859999999995,152.6302,152.24859999999995,0.1272000000000105,0.2544000000000324,2.0000000000000893,TP_HIT,0.049000000000006594,0.6854838709678325,0.4249010455607212,0.16300000000001091,152.6335,-0.13050000000001205,1.4134463352325077,0,0.11532096828649523,152.60556147049783,152.66235195603596,152.6721060105433,152.7913018353267,153.43585380640843,0.11532096828649523,0.0756188194897774,0.9382224831525098,0.0,0.0,0,0,0,0,1630,152.715,152.552
2024-11-01_0300,0300,BREAKOUT,BUY,2024-11-01 03:35:00,2024-11-01 03:50:00,152.271,152.206,152.0856,152.6418,0.18539999999999848,-0.06499999999999773,-0.3505933117583509,FILTER_EXIT,0.17899999999997362,0.9452736318408157,1.8056648374251032,0.13000000000002387,152.027,0.24399999999999977,1.311376697571738,0,0.09913246151219818,152.08343584627386,152.04598329324332,152.0347767734835,152.27482206174378,153.3070830217163,0.09913246151219818,0.06510265350079672,1.0094080656755366,0.0,0.6666666666666666,0,0,0,0,0300,152.092,151.962
2024-11-01_1000,1000,BREAKOUT,BUY,2024-11-01 11:15:00,2024-11-01 13:00:00,152.741,152.624,152.6174,152.98820000000003,0.12360000000001037,-0.11700000000001864,-0.9466019417476442,FILTER_EXIT,0.05200000000002092,0.9255319148935703,0.5886779223843464,0.15399999999999636,152.612,0.1290000000000191,1.7433923085990526,1,0.0883335318392835,152.63689833263925,152.59110842495457,152.51863434194755,152.39181150551568,153.24623747308158,0.0883335318392835,0.05783223354520625,1.087189386313086,0.0,0.6666666666666666,0,0,1,0,1000,152.689,152.535
2024-11-01_1630,1630,BREAKOUT,BUY,2024-11-01 17:00:00,2024-11-01 17:15:00,152.982,152.904,152.8074,153.3312,0.1745999999999981,-0.07800000000000296,-0.4467353951890253,FILTER_EXIT,0.04400000000001114,0.7,0.3204988853778346,0.24699999999998568,152.8145,0.16749999999998977,1.7991641974613755,1,0.1372859688673792,152.84607249914615,152.6885221740246,152.58630085906108,152.4884041297525,153.20880787008537,0.1372859688673792,0.08973994905765331,0.8090216896697645,0.0,0.6666666666666666,0,0,1,0,1630,152.938,152.691
2024-11-04_0300,0300,BREAKOUT,SELL,2024-11-04 03:20:00,2024-11-04 03:35:00,151.874,151.923,151.9958,151.63039999999998,0.12180000000000177,-0.049000000000006594,-0.40229885057476095,FILTER_EXIT,0.060000000000002274,0.88,0.6497088258593244,0.14300000000000068,152.00549999999998,-0.1314999999999884,1.5484727016313387,0,0.09234906101305376,152.0204999805938,152.12362997382576,152.33370196079392,152.56117225007463,153.14949577939134,0.09234906101305376,0.060806366470267305,1.1403653514455967,0.0,0.0,0,0,0,0,0300,152.077,151.934
2024-11-04_1000,1000,BREAKOUT,SELL,2024-11-04 10:25:00,2024-11-04 10:35:00,152.003,152.029,152.1332,151.74259999999998,0.13020000000000778,-0.02600000000001046,-0.19969278033801002,FILTER_EXIT,0.04200000000000159,0.8108108108109147,0.5201219692924585,0.17500000000001137,152.1325,-0.12950000000000728,2.167174872051969,0,0.08075029027736662,152.09655095603216,152.09287885031287,152.02827196084382,152.1987161899419,153.06839502064068,0.08075029027736662,0.05312414246913984,1.196658170512136,0.0,0.6666666666666666,0,0,0,0,1000,152.22,152.045
2024-11-04_1630,1630,BREAKOUT,SELL,2024-11-04 17:05:00,2024-11-04 17:20:00,151.724,151.884,151.8704,151.4312,0.14639999999999986,-0.1599999999999966,-1.0928961748633657,FILTER_EXIT,0.07900000000000773,0.796875000000118,0.9215813232917525,0.16499999999999204,151.88549999999998,-0.16149999999998954,1.9248217511786954,0,0.0857222233170171,151.8235797246668,151.82635165727285,151.82518007198507,151.99367586904037,152.98356359260913,0.0857222233170171,0.0564987894578426,1.0154969698596912,0.0,0.3333333333333333,0,0,0,0,1630,151.968,151.803
2024-11-05_0300,0300,BREAKOUT,SELL,2024-11-05 03:40:00,2024-11-05 03:45:00,152.256,152.353,152.3688,152.03040000000001,0.1127999999999929,-0.09700000000000841,-0.8599290780143131,FILTER_EXIT,0.016999999999995907,0.3018867924526784,0.29411429090510127,0.17099999999999227,152.3585,-0.10249999999999204,2.958443749693068,1,0.057800659558841755,152.3157147520636,152.2979612628099,152.23698037703164,152.11356756601927,152.90391009310756,0.057800659558841755,0.037962812341610024,0.9320656873206766,0.0,0.6666666666666666,0,0,1,0,0300,152.444,152.273
2024-11-05_1000,1000,BREAKOUT,SELL,2024-11-05 10:40:00,2024-11-05 10:55:00,152.21,152.187,152.312,152.00600000000003,0.1019999999999925,0.022999999999996135,0.22549019607841006,FILTER_EXIT,0.019000000000005457,0.9130434782608516,0.29740613606970207,0.15099999999998204,152.30450000000002,-0.09450000000001069,2.3635961340266722,0,0.06388570273329025,152.27162135656994,152.2884817534004,152.31557681182542,152.24125514620633,152.86531740052564,0.06388570273329025,0.041972079845798725,1.106359560664925,0.0,0.0,0,0,0,0,1000,152.38,152.229
2024-11-05_1630,1630,BREAKOUT,BUY,2024-11-05 17:00:00,2024-11-05 17:10:00,152.044,151.908,151.8808,152.37040000000005,0.16320000000001186,-0.1360000000000241,-0.8333333333334204,FILTER_EXIT,0.16900000000001114,0.6547085201793568,1.413467689988652,0.10300000000000864,151.8235,0.22050000000001546,0.8614625566203181,0,0.11956410549530705,151.9062261590209,151.9689409269325,152.07028501380233,152.1770457389168,152.81427991621524,0.11956410549530705,0.07863783213760954,1.7204898678885312,0.0,0.0,0,0,0,0,1630,151.875,151.772
2024-11-06_0300,0300,BREAKOUT,BUY,2024-11-06 04:05:00,2024-11-06 04:35:00,153.199,153.73420000000004,152.9314,153.73420000000004,0.2676000000000158,0.5352000000000317,2.0,TP_HIT,0.08200000000002206,0.7020648967551637,0.477701254562668,0.3640000000000043,152.935,0.26400000000001,2.120527520253249,1,0.17165540014143874,152.94383142576658,152.7391226213808,152.34233788443873,152.01407788411512,152.7377727243295,0.17165540014143874,0.11204733721593399,0.9694930064576085,0.0,1.0,0,0,1,1,0300,153.117,152.753
2024-11-06_1000,1000,BREAKOUT,SELL,2024-11-06 10:50:00,2024-11-06 11:05:00,153.923,153.947,154.0532,153.66260000000003,0.1301999999999907,-0.02400000000000091,-0.18433179723504317,FILTER_EXIT,0.012000000000000455,0.36842105263154745,0.08486237512868385,0.20499999999998408,154.0375,-0.1144999999999925,1.4497322417815148,1,0.14140542238894283,153.99847989439473,153.97922859687483,153.86514171432648,153.04625792801758,152.80280881586245,0.14140542238894283,0.09186763666829702,0.8539524686284865,0.5,1.0,0,1,1,1,1000,154.14,153.935
2024-11-06_1630,1630,BREAKOUT,SELL,2024-11-06 16:50:00,2024-11-06 17:00:00,154.352,154.20440000000002,154.4258,154.20440000000002,0.07379999999999427,0.14759999999998286,1.999999999999923,TP_HIT,0.036000000000001364,0.5333333333333081,0.4121057766770245,0.08699999999998909,154.4315,-0.07949999999999591,0.99592229363598,1,0.08735621298561723,154.38313138030236,154.3431592330661,154.25179981902258,153.6348344066554,152.88432870750697,0.08735621298561723,0.05659545259252697,0.8595743503062719,0.0,1.0,0,0,1,1,1630,154.475,154.388
2024-11-07_0300,0300,BREAKOUT,BUY,2024-11-07 03:30:00,2024-11-07 03:40:00,154.632,154.441,154.482,154.93200000000002,0.15,-0.1910000000000025,-1.27333333333335,FILTER_EXIT,0.0519999999999925,0.5371900826445679,0.5345544944876803,0.1980000000000075,154.481,0.15100000000001046,2.0354190367034612,1,0.0972772664643472,154.54762074356833,154.52354191821823,154.50659035368795,154.25035554235228,153.05312350015427,0.0972772664643472,0.06290888461919085,1.0252996112825519,0.0,1.0,0,0,1,1,0300,154.58,154.382
2024-11-07_1000,1000,BREAKOUT,SELL,2024-11-07 10:15:00,2024-11-07 10:30:00,153.892,153.941,153.9994,153.6772,0.10740000000000123,-0.049000000000006594,-0.45623836126635037,FILTER_EXIT,0.02600000000001046,0.7545454545453465,0.2505443758456558,0.1529999999999916,153.99450000000002,-0.10250000000002046,1.4743572886295313,0,0.10377403169499752,153.9349994697764,153.94112223275945,154.04280423839555,154.18794087468652,153.1257969621582,0.10377403169499752,0.06743302556013148,1.062806197947376,0.0,0.3333333333333333,0,0,0,1,1000,154.071,153.918
2024-11-07_1630,1630,BREAKOUT,SELL,2024-11-07 16:45:00,2024-11-07 21:00:00,153.187,153.298,153.3724,152.8162,0.18539999999999848,-0.11099999999999,-0.5987055016180739,FILTER_EXIT,0.0689999999999884,0.7272727272726176,0.6389871401552082,0.2400000000000091,153.376,-0.18899999999999295,2.2225639657577037,0,0.1079833938179546,153.3720442119847,153.50854824445145,153.69277920338203,153.9825599028193,153.1619116409906,0.1079833938179546,0.07049122563791614,1.1183004371178777,0.0,0.3333333333333333,0,0,0,1,1630,153.496,153.256
2024-11-08_0300,0300,BREAKOUT,BUY,2024-11-08 03:15:00,2024-11-08 03:45:00,153.253,153.13,153.1312,153.49659999999994,0.12179999999998471,-0.12299999999999045,-1.0098522167488169,FILTER_EXIT,0.005999999999971806,0.8113207547166068,0.06393954008007394,0.19700000000000273,153.1485,0.10449999999997317,2.0993482326389885,0,0.09383864808001083,153.15959795467717,153.1221645031366,153.06926474288267,153.30034317006718,153.14729219561835,0.09383864808001083,0.06123119813642202,1.2106691744337976,0.0,1.0,0,0,0,1,0300,153.247,153.05
2024-11-08_1000,1000,BREAKOUT,SELL,2024-11-08 10:25:00,2024-11-08 10:35:00,152.55,152.565,152.66760000000002,152.31480000000002,0.11759999999999876,-0.014999999999986358,-0.1275510204080486,FILTER_EXIT,0.012000000000000455,0.6853146853145755,0.10245930295438856,0.1839999999999975,152.654,-0.103999999999985,1.5710426453005437,0,0.11711967243562502,152.64040728544825,152.69876420078302,152.76639835998702,153.02566871082348,153.11999162208014,0.11711967243562502,0.07677461319936087,1.2962658029698515,0.0,0.0,0,0,0,0,1000,152.746,152.562
2024-11-08_1630,1630,BREAKOUT,BUY,2024-11-08 16:45:00,2024-11-08 17:00:00,152.695,152.615,152.5996,152.8858,0.09539999999999509,-0.07999999999998408,-0.8385744234799603,FILTER_EXIT,0.03999999999999204,0.8869565217390939,0.4102191391282327,0.11899999999999977,152.59550000000002,0.09949999999997772,1.2204019389067329,0,0.09750885852131881,152.66084386574516,152.6363551528798,152.56079538626796,152.72922366197147,153.08088780745655,0.09750885852131881,0.06385857986267973,1.0306928818401464,0.0,0.6666666666666666,0,0,0,0,1630,152.655,152.536
2024-11-11_0300,0300,BREAKOUT,BUY,2024-11-11 03:40:00,2024-11-11 04:30:00,153.179,153.3446,153.0962,153.3446,0.08280000000000313,0.16560000000001196,2.000000000000069,TP_HIT,0.015999999999991132,0.5441176470590448,0.26410799890263387,0.1220000000000141,153.102,0.07699999999999818,2.0138234916339317,1,0.0605812776079141,153.10382803350478,153.04495838685972,152.9227642729906,152.765507418312,153.04335867978364,0.0605812776079141,0.039549336141321,0.9690404288139329,0.5,1.0,0,1,1,1,0300,153.163,153.041
2024-11-11_1000,1000,BREAKOUT,BUY,2024-11-11 10:15:00,2024-11-11 10:30:00,153.812,153.81,153.692,154.05200000000002,0.12000000000001022,-0.0020000000000095497,-0.016666666666744826,FILTER_EXIT,0.03300000000001546,0.5483870967746668,0.43105131400208035,0.1670000000000016,153.69549999999998,0.11650000000003047,2.1813808920701327,1,0.07655701056477048,153.67120786613506,153.58445719754693,153.50743742273667,153.1597041799329,153.0766193075849,0.07655701056477048,0.04977310649674308,1.1417825303492346,0.0,1.0,0,0,1,1,1000,153.779,153.612
2024-11-11_1630,1630,BREAKOUT,BUY,2024-11-11 16:45:00,2024-11-11 18:15:00,153.858,153.795,153.75,154.074,0.10800000000000409,-0.0630000000000166,-0.5833333333334649,FILTER_EXIT,0.06800000000001205,0.968085106382834,0.9689117638494799,0.11199999999999477,153.73399999999998,0.12400000000002365,1.5958546698693743,1,0.07018182928221298,153.76314707765036,153.77208315599935,153.75901810141613,153.48260630897093,153.11565012941665,0.07018182928221298,0.045614676703332274,1.1091684566019553,0.0,0.6666666666666666,0,0,1,1,1630,153.79,153.678
2024-11-12_0300,0300,BREAKOUT,BUY,2024-11-12 03:25:00,2024-11-12 03:40:00,153.933,153.906,153.8178,154.16339999999997,0.11519999999998731,-0.026999999999986812,-0.23437499999991135,FILTER_EXIT,0.03700000000000614,0.725274725274914,0.5306937117104287,0.15499999999997272,153.8185,0.1144999999999925,2.223176359867252,1,0.06972006485766515,153.82966125451375,153.7562109968143,153.7167154738006,153.6636651742649,153.18354014433598,0.06972006485766515,0.045292474555595715,1.162133982040039,0.0,1.0,0,0,1,1,0300,153.896,153.741
2024-11-12_1000,1000,BREAKOUT,BUY,2024-11-12 10:15:00,2024-11-12 11:30:00,153.876,154.0812,153.7734,154.0812,0.10259999999999536,0.20519999999999072,2.0,TP_HIT,0.03100000000000591,0.3882352941179224,0.3592747909189546,0.13999999999998636,153.775,0.10099999999999909,1.6225313138270694,1,0.08628492948451512,153.8076805109812,153.77360442675584,153.72131611934347,153.68480733491057,153.22067930960336,0.08628492948451512,0.056074325745740144,1.1974392169835921,0.5,1.0,0,1,1,1,1000,153.845,153.705
2024-11-12_1630,1630,BREAKOUT,BUY,2024-11-12 17:50:00,2024-11-12 17:55:00,154.519,154.518,154.3894,154.77820000000003,0.1296000000000049,-0.0010000000000047748,-0.0077160493827526004,FILTER_EXIT,0.022999999999996135,0.5571428571431356,0.31780002325890433,0.19300000000001205,154.3995,0.11950000000001637,2.6667567169122903,1,0.07237255606258583,154.44310052001646,154.40628021418559,154.30097222567625,153.9945104992776,153.28915581011432,0.07237255606258583,0.0468373184285336,1.0472671238072633,0.0,1.0,0,0,1,1,1630,154.496,154.303
