WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow,Mode,Market
2025-09-30_1630,1630,PULLBACK,SELL,2025-09-30 16:55:00,2025-09-30 17:45:00,24518.4,24606.9,24606.9,24341.4,88.5,-88.5,-1.0,SL_HIT,7.5,0.9008136381247122,0.24664703748161942,88.5,24562.65,-44.25,2.910435042283109,0,30.40782519254428,24560.652298259232,24574.23507166714,24579.883846387576,24592.29164739799,24478.070489295147,34.95344850020504,0.14229959720446553,2.2441157882521576,0.0,0.3333333333333333,0,0,0,1,1630,24606.9,24518.4,pullback_only,UT100
2025-10-01_1630,1630,PULLBACK,SELL,2025-10-01 16:50:00,2025-10-01 17:15:00,24522.15,24619.78,24619.78,24326.890000000007,97.62999999999738,-97.62999999999738,-1.0,SL_HIT,6.370000000002619,0.8834085213032844,0.1713268920505538,97.62999999999738,24570.965,-48.81499999999869,2.6258468557124393,0,37.18038612480643,24565.557688877874,24563.1946974981,24549.927413448793,24548.04397272431,24494.62474398451,39.57233464149926,0.16114384055763498,1.9206842619106663,0.0,1.0,0,0,1,1,1630,24619.78,24522.15,pullback_only,UT100
2025-10-02_0300,0300,PULLBACK,BUY,2025-10-02 03:20:00,2025-10-02 04:10:00,24820.4,24851.4,24804.9,24851.4,15.5,31.0,2.0,TP_HIT,3.8799999999973807,0.6086956521739131,0.43297451775173734,15.5,24812.65,7.75,1.7296662435970256,1,8.961266404648157,24816.085438691272,24809.08254555165,24796.189549517403,24701.30913405362,24521.28822324916,9.583764217361388,0.038595141811082076,1.3431918577896396,0.0,1.0,0,0,1,1,0300,24820.4,24804.9,pullback_only,UT100
2025-10-02_1000,1000,PULLBACK,BUY,2025-10-02 12:30:00,2025-10-02 15:00:00,24872.15,24937.890000000007,24839.28,24937.890000000007,32.87000000000262,65.74000000000524,2.0,TP_HIT,19.37999999999738,0.21344717182491366,2.0773803703688305,32.87000000000262,24855.715,16.43500000000131,3.523400039940048,1,9.329057054946823,24886.158304763245,24883.450729614407,24871.98176588261,24807.433777487866,24550.57652419724,9.907826144125464,0.03983061698388923,0.917908560799419,0.0,1.0,0,0,1,1,1000,24872.15,24839.28,pullback_only,UT100
2025-10-02_1630,1630,PULLBACK,SELL,2025-10-02 16:50:00,2025-10-03 04:50:00,24822.4,24953.28,24953.28,24560.640000000007,130.87999999999738,-130.87999999999738,-1.0,SL_HIT,7.25,0.39444444444444443,0.2814756559009623,130.87999999999738,24887.84,-65.43999999999869,5.08131501300927,0,25.75711202019874,24879.05990023538,24906.87902806173,24909.699901750108,24850.66265001682,24564.54554928333,28.07216375083926,0.11302885839118927,2.405490656001227,0.0,0.3333333333333333,0,0,0,1,1630,24953.28,24822.4,pullback_only,UT100
2025-10-03_1000,1000,PULLBACK,SELL,2025-10-03 10:30:00,2025-10-03 13:00:00,24969.9,24984.9,24984.9,24939.9,15.0,-15.0,-1.0,SL_HIT,0.25,0.3580952380947392,0.032838987747872465,15.0,24977.4,-7.5,1.9703392648723477,1,7.61290213691793,24972.529992102096,24972.0854718672,24965.79333403401,24924.134928496984,24620.019577475778,7.315181851995191,0.029295847269687664,1.0068976704225738,0.0,1.0,0,0,1,1,1000,24984.9,24969.9,pullback_only,UT100
2025-10-03_1630,1630,PULLBACK,SELL,2025-10-03 17:35:00,2025-10-03 20:30:00,24906.53,24806.53,24956.53,24806.53,50.0,100.0,2.0,TP_HIT,8.87999999999738,0.8095238095238095,0.3507092124670119,50.0,24931.53,-25.0,1.9747140341616856,0,25.320121868291793,24888.022435504783,24900.32172473651,24920.15316656945,24931.708766935986,24641.404033607156,27.771740462552724,0.11153466198341232,1.33814181655123,0.0,0.3333333333333333,0,0,0,1,1630,24956.53,24906.53,pullback_only,UT100
2025-10-06_0300,0300,PULLBACK,SELL,2025-10-06 03:25:00,2025-10-06 04:35:00,24854.73,24869.35,24869.35,24825.49,14.619999999998981,-14.619999999998981,-1.0,SL_HIT,0.8800000000010186,0.9446522064324593,0.08480606146746038,14.619999999998981,24862.04,-7.31000000000131,1.4089370666508514,0,10.376616774482208,24860.868398213453,24855.037550019904,24841.01559141787,24870.273512663094,24659.504214679324,9.742401204551111,0.039197577931453786,1.0284857915394834,0.5,1.0,0,1,0,1,0300,24869.35,24854.73,pullback_only,UT100
2025-10-06_1000,1000,PULLBACK,SELL,2025-10-06 10:55:00,2025-10-06 11:05:00,24887.35,24900.35,24900.35,24861.35,13.0,-13.0,-1.0,SL_HIT,3.8699999999989814,0.7565568258238582,0.453327986741718,13.0,24893.85,-6.5,1.522807190605655,1,8.536865389261528,24878.401850123297,24883.054233783027,24883.486464684254,24877.3389604856,24674.67809001397,12.630086954870098,0.050770687927513374,1.4823641634510663,0.0,0.3333333333333333,0,0,0,1,1000,24900.35,24887.35,pullback_only,UT100
2025-10-07_0300,0300,PULLBACK,BUY,2025-10-07 05:15:00,2025-10-07 11:30:00,24942.15,24922.78,24922.78,24980.890000000007,19.37000000000262,-19.37000000000262,-1.0,SL_HIT,1.1299999999973807,0.29052631578892224,0.1802237904059727,19.37000000000262,24932.465,9.68500000000131,3.0893228497099607,0,6.269982433794889,24939.550763319443,24937.12090616081,24944.66943479048,24951.66546802843,24722.22871343012,6.484564583605589,0.026001546097623972,0.8390584247632571,0.5,0.6666666666666666,0,1,0,1,0300,24942.15,24922.78,pullback_only,UT100
