<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^NDQ,5,20250627,202000,20188.51,20188.51,20173.28,20175.35,38510263,0
^NDQ,5,20250627,202500,20185.38,20190.1,20178.82,20178.82,51288146,0
^NDQ,5,20250627,203000,20144.87,20158.22,20144.87,20158.15,53530598,0
^NDQ,5,20250627,203500,20149.15,20149.35,20145.02,20145.22,46711558,0
^NDQ,5,20250627,204000,20123.39,20123.39,20109.77,20109.77,52229898,0
^NDQ,5,20250627,204500,20143.19,20144.27,20143.19,20144.27,36840006,0
^NDQ,5,20250627,205000,20116.6,20119.34,20099.2,20106.43,28919958,0
^NDQ,5,20250627,205500,20104.64,20105.25,20101.5,20102.78,63986426,0
^NDQ,5,20250627,210000,20119.89,20124.14,20118.39,20124.14,34248504,0
^NDQ,5,20250627,210500,20140.6,20146.87,20140.6,20145.3,25384938,0
^NDQ,5,20250627,211000,20141.43,20161.97,20141.43,20161.26,55923065,0
^NDQ,5,20250627,211500,20165.85,20165.85,20157.57,20158.16,37769769,0
^NDQ,5,20250627,212000,20165.16,20175.17,20165.16,20175.17,47595017,0
^NDQ,5,20250627,212500,20172.43,20173.03,20164.71,20165.05,35199723,0
^NDQ,5,20250627,213000,20178.66,20178.66,20176.89,20178.5,33113708,0
^NDQ,5,20250627,213500,20183.78,20194.27,20183.78,20194.27,50071764,0
^NDQ,5,20250627,214000,20204.87,20207.58,20201.87,20205.43,63306525,0
^NDQ,5,20250627,214500,20210.56,20211.5,20202.24,20205.04,125942754,0
^NDQ,5,20250627,215000,20226.36,20227.49,20224.04,20224.97,95505025,0
^NDQ,5,20250627,215500,20258.75,20273.46,20251.97,20273.46,1056347882,0
^NDQ,5,20250630,153000,20361.54,20371.86,20314.44,20319.49,172147819,0
^NDQ,5,20250630,153500,20321.27,20332.03,20317.11,20331.71,126994808,0
^NDQ,5,20250630,154000,20327.4,20333.24,20315.1,20315.1,99677684,0
^NDQ,5,20250630,154500,20322.49,20322.49,20317.77,20318.2,107124405,0
^NDQ,5,20250630,155000,20296.61,20300.69,20296.61,20299.4,59044925,0
^NDQ,5,20250630,155500,20309.67,20318.53,20307.62,20317.66,106320126,0
^NDQ,5,20250630,160000,20322.79,20327.47,20322.53,20322.58,98386731,0
^NDQ,5,20250630,160500,20316.25,20321.35,20315.59,20321.35,46484586,0
^NDQ,5,20250630,161000,20322.09,20342.02,20322.09,20336.57,88238461,0
^NDQ,5,20250630,161500,20329.5,20333.27,20319.01,20323.87,85409901,0
^NDQ,5,20250630,162000,20301.76,20305.56,20301.76,20305.09,57334589,0
^NDQ,5,20250630,162500,20300.49,20313.47,20300.49,20313.47,51247292,0
^NDQ,5,20250630,163000,20324.45,20324.45,20315.42,20315.87,105960997,0
^NDQ,5,20250630,163500,20301.36,20304.97,20297.58,20304.97,33556106,0
^NDQ,5,20250630,164000,20306.27,20319.22,20306.27,20309.83,52268617,0
^NDQ,5,20250630,164500,20301.61,20313.08,20299.57,20311.51,46077765,0
^NDQ,5,20250630,165000,20311.33,20311.33,20301.82,20303.86,78741752,0
^NDQ,5,20250630,165500,20307.82,20307.82,20305.92,20305.92,53901615,0
^NDQ,5,20250630,170000,20308.76,20317.47,20308.76,20317.47,71790600,0
^NDQ,5,20250630,170500,20321.72,20326.26,20321.69,20325.95,45953271,0
^NDQ,5,20250630,171000,20326.23,20328.09,20303.47,20304.59,55755558,0
^NDQ,5,20250630,171500,20305.39,20305.39,20293.34,20294.61,61301278,0
^NDQ,5,20250630,172000,20293.73,20305.29,20293.21,20304.38,57271242,0
^NDQ,5,20250630,172500,20303.57,20309.65,20299.72,20302.85,54008752,0
^NDQ,5,20250630,173000,20303.56,20317.28,20296.78,20317.28,58228667,0
^NDQ,5,20250630,173500,20319.4,20326.55,20317.99,20326.55,62486302,0
^NDQ,5,20250630,174000,20325.47,20332.17,20321.63,20330.85,56339448,0
^NDQ,5,20250630,174500,20331.8,20336.07,20327.42,20334.36,56879893,0
^NDQ,5,20250630,175000,20338.23,20338.89,20331.37,20331.37,45355452,0
^NDQ,5,20250630,175500,20330.51,20330.83,20319.45,20323.85,48135116,0
^NDQ,5,20250630,180000,20324.13,20338.24,20323.6,20337.17,46177319,0
^NDQ,5,20250630,180500,20336.19,20340.23,20334.37,20340.03,44826303,0
^NDQ,5,20250630,181000,20341.11,20341.11,20329.13,20329.13,37930928,0
^NDQ,5,20250630,181500,20330.34,20339.41,20314.07,20317.2,46385829,0
^NDQ,5,20250630,182000,20317.66,20319.85,20311.12,20311.7,40995703,0
^NDQ,5,20250630,182500,20312.69,20317.77,20311.29,20313.43,35425339,0
^NDQ,5,20250630,183000,20313.43,20326.86,20312.89,20326.86,40336040,0
^NDQ,5,20250630,183500,20326.49,20330.08,20324.56,20326.68,32763940,0
^NDQ,5,20250630,184000,20325.59,20340.01,20325.59,20334.01,40077366,0
^NDQ,5,20250630,184500,20333.83,20341.26,20333.31,20337.24,42554674,0
^NDQ,5,20250630,185000,20337.37,20338.21,20333.41,20335.96,48364609,0
^NDQ,5,20250630,185500,20336.18,20337.27,20324.66,20325.46,43175575,0
^NDQ,5,20250630,190000,20326.98,20330.49,20317.89,20319.6,41419202,0
^NDQ,5,20250630,190500,20319.68,20324.92,20314.63,20324.48,42189370,0
^NDQ,5,20250630,191000,20324.12,20327.68,20320.16,20321.07,37335726,0
^NDQ,5,20250630,191500,20319.39,20321.61,20315.1,20316.47,34267959,0
^NDQ,5,20250630,192000,20316.27,20319.88,20314.63,20317.45,38123362,0
^NDQ,5,20250630,192500,20316.42,20321.26,20310.53,20320.25,39492328,0
^NDQ,5,20250630,193000,20320.15,20321.22,20306.59,20308.61,36097756,0
^NDQ,5,20250630,193500,20308.13,20314.46,20304.99,20310.88,31035890,0
^NDQ,5,20250630,194000,20310.91,20313.18,20305.98,20306.47,30722845,0
^NDQ,5,20250630,194500,20308.45,20316.13,20308.24,20314.82,31651841,0
^NDQ,5,20250630,195000,20315.4,20321.99,20313.97,20315.45,36007321,0
^NDQ,5,20250630,195500,20315.63,20323.62,20303.33,20306.92,46584574,0
^NDQ,5,20250630,200000,20306.37,20320.33,20306.37,20313.14,35328208,0
^NDQ,5,20250630,200500,20313.73,20320.8,20304.11,20305.34,34231174,0
^NDQ,5,20250630,201000,20305.66,20305.66,20295.16,20303.63,38210924,0
^NDQ,5,20250630,201500,20303.21,20316.19,20303.21,20313.66,35562006,0
^NDQ,5,20250630,202000,20313.68,20321.45,20310.52,20314.15,37949864,0
^NDQ,5,20250630,202500,20314.21,20314.44,20305.1,20305.1,37834333,0
^NDQ,5,20250630,203000,20304.97,20306.48,20285.1,20287.25,37813354,0
^NDQ,5,20250630,203500,20288.73,20291.56,20281.77,20284.21,31920426,0
^NDQ,5,20250630,204000,20284.28,20284.28,20267.57,20279.74,36853240,0
^NDQ,5,20250630,204500,20281.52,20293.35,20281.52,20286.79,45699639,0
^NDQ,5,20250630,205000,20289.04,20306.08,20289.04,20304.77,34509885,0
^NDQ,5,20250630,205500,20305.76,20328.85,20305.76,20328.85,49265948,0
^NDQ,5,20250630,210000,20329.49,20345.58,20329.49,20342.39,43230448,0
^NDQ,5,20250630,210500,20343.36,20351.34,20337.53,20346.43,45646706,0
^NDQ,5,20250630,211000,20345.73,20362.23,20342.75,20358.45,51354315,0
^NDQ,5,20250630,211500,20358.48,20358.48,20341.94,20347.87,57954356,0
^NDQ,5,20250630,212000,20350.33,20374.31,20350.33,20370.14,46552080,0
^NDQ,5,20250630,212500,20371.25,20385.11,20371.21,20372.88,53643936,0
^NDQ,5,20250630,213000,20372.07,20376.65,20364.04,20374.59,52449530,0
^NDQ,5,20250630,213500,20375.38,20376.53,20359.88,20369.16,59466948,0
^NDQ,5,20250630,214000,20366.92,20380.79,20366.57,20372.09,53920262,0
^NDQ,5,20250630,214500,20370.69,20389.03,20370.42,20386.58,71331113,0
^NDQ,5,20250630,215000,20387.27,20418.14,20387.27,20413.99,126981324,0
^NDQ,5,20250630,215500,20401.9,20404.5,20369.73,20369.73,415778208,0
^NDQ,5,20250701,153000,20281.52,20286.02,20270.12,20277.45,112574184,0
^NDQ,5,20250701,153500,20273.83,20290.8,20273.83,20279.06,93526388,0
^NDQ,5,20250701,154000,20282.67,20287.53,20263.5,20271.58,93067832,0
^NDQ,5,20250701,154500,20271.08,20303.58,20270.19,20302.32,109095186,0
^NDQ,5,20250701,155000,20305.15,20313.14,20304.34,20310.29,143440414,0
^NDQ,5,20250701,155500,20306.17,20306.32,20302.38,20302.38,77460823,0
^NDQ,5,20250701,160000,20307.61,20309.11,20300.11,20300.11,79984596,0
^NDQ,5,20250701,160500,20312.06,20313.05,20304.01,20304.01,80574406,0
^NDQ,5,20250701,161000,20300.55,20323.32,20293.21,20323.19,84318128,0
^NDQ,5,20250701,161500,20322.94,20337.33,20321.77,20324.88,107232627,0
^NDQ,5,20250701,162000,20293.38,20298.32,20287.31,20293.99,65222207,0
^NDQ,5,20250701,162500,20283.94,20283.94,20258.22,20268.01,103279787,0
^NDQ,5,20250701,163000,20275.12,20277.94,20237.74,20240.32,61114540,0
^NDQ,5,20250701,163500,20249.65,20252.91,20225.48,20228.17,98009906,0
^NDQ,5,20250701,164000,20212.26,20212.26,20204.59,20207.93,67173708,0
^NDQ,5,20250701,164500,20198.65,20206.71,20185.67,20203.66,66082208,0
^NDQ,5,20250701,165000,20197.83,20204.68,20193.49,20196.13,73515542,0
^NDQ,5,20250701,165500,20196.49,20197.92,20176.47,20176.47,95153891,0
^NDQ,5,20250701,170000,20196.71,20199.27,20192.66,20192.66,40897943,0
^NDQ,5,20250701,170500,20210.58,20213.95,20141.27,20147.68,79863939,0
^NDQ,5,20250701,171000,20147.99,20147.99,20106.3,20113.2,78964683,0
^NDQ,5,20250701,171500,20114.7,20146.79,20108.89,20146.74,73874257,0
^NDQ,5,20250701,172000,20149.05,20171.6,20145.51,20171.6,76403060,0
^NDQ,5,20250701,172500,20171.09,20199.97,20171.09,20193.89,79480495,0
^NDQ,5,20250701,173000,20189.63,20201.92,20189.32,20201.49,59717972,0
^NDQ,5,20250701,173500,20199.59,20203.96,20166.8,20172.31,67952663,0
^NDQ,5,20250701,174000,20169.39,20169.39,20141.1,20152.78,67201408,0
^NDQ,5,20250701,174500,20151.73,20167.26,20151.73,20155.58,71836979,0
^NDQ,5,20250701,175000,20157.49,20184.28,20153.67,20181,57974313,0
^NDQ,5,20250701,175500,20181.66,20181.66,20171.16,20175.54,63169586,0
^NDQ,5,20250701,180000,20177.73,20184.78,20164.14,20164.4,64121088,0
^NDQ,5,20250701,180500,20164.24,20172.77,20153.9,20171.91,63796926,0
^NDQ,5,20250701,181000,20170.21,20216.84,20170.21,20216.63,77951236,0
^NDQ,5,20250701,181500,20215.42,20217.13,20201.74,20210.33,65252373,0
^NDQ,5,20250701,182000,20210.51,20213.37,20203.74,20211.86,67769063,0
^NDQ,5,20250701,182500,20212.41,20214.6,20204.29,20207.58,55787070,0
^NDQ,5,20250701,183000,20206.63,20220.16,20198.5,20220.16,54849039,0
^NDQ,5,20250701,183500,20219.63,20234.54,20215.82,20228.42,48927587,0
^NDQ,5,20250701,184000,20227.83,20235.03,20219.11,20230.28,52926188,0
^NDQ,5,20250701,184500,20231.69,20240.62,20221.81,20237.6,48900312,0
^NDQ,5,20250701,185000,20234.16,20254.12,20229.52,20249.97,45042883,0
^NDQ,5,20250701,185500,20251.26,20254.33,20221.98,20223.31,54090303,0
^NDQ,5,20250701,190000,20223.72,20237.38,20223.72,20235.54,46422655,0
^NDQ,5,20250701,190500,20235.67,20257.27,20234.11,20251.2,40379698,0
^NDQ,5,20250701,191000,20252.25,20259.73,20247.87,20249.52,37921270,0
^NDQ,5,20250701,191500,20248.53,20259.29,20247.51,20250.41,39874150,0
^NDQ,5,20250701,192000,20244.37,20262.32,20243.41,20257.17,31608647,0
^NDQ,5,20250701,192500,20257.11,20260.6,20245.16,20249.1,34977937,0
^NDQ,5,20250701,193000,20249.16,20251.88,20237.68,20241.98,32432642,0
^NDQ,5,20250701,193500,20244.04,20245.98,20236.64,20245.98,36173377,0
^NDQ,5,20250701,194000,20245.1,20249.15,20241.94,20247.5,30557206,0
^NDQ,5,20250701,194500,20249.21,20250.18,20242.31,20248.67,31823102,0
^NDQ,5,20250701,195000,20246.46,20274.01,20246.46,20261.82,33383064,0
^NDQ,5,20250701,195500,20260.97,20261.13,20252.65,20257.6,30769038,0
^NDQ,5,20250701,200000,20259.05,20265.58,20258.72,20260.44,31908973,0
^NDQ,5,20250701,200500,20260.63,20264.87,20256.58,20260.25,32364697,0
^NDQ,5,20250701,201000,20260.1,20260.53,20254.75,20255.42,31940038,0
^NDQ,5,20250701,201500,20255.28,20262.06,20250.71,20251.01,38728914,0
^NDQ,5,20250701,202000,20252.98,20252.98,20242.64,20246.13,31595630,0
^NDQ,5,20250701,202500,20247.63,20249.96,20241.24,20242.19,28929878,0
^NDQ,5,20250701,203000,20242.12,20260.13,20240.64,20257.71,35526951,0
^NDQ,5,20250701,203500,20257.31,20259.16,20243.22,20246.37,38118575,0
^NDQ,5,20250701,204000,20246.36,20251.87,20242.73,20248.3,33729456,0
^NDQ,5,20250701,204500,20249.38,20252.42,20241,20243.06,37793292,0
^NDQ,5,20250701,205000,20243.27,20245.36,20238.93,20241.33,31131071,0
^NDQ,5,20250701,205500,20240.49,20241.93,20220.94,20220.94,44671415,0
^NDQ,5,20250701,210000,20196.87,20204.95,20172.93,20200.69,59017641,0
^NDQ,5,20250701,210500,20200.65,20201.02,20182.95,20189.36,48893100,0
^NDQ,5,20250701,211000,20191.72,20201.11,20183.32,20198.17,40775212,0
^NDQ,5,20250701,211500,20202.15,20215.78,20201.98,20215.78,34234473,0
^NDQ,5,20250701,212000,20216.13,20229.75,20215.43,20229.75,37873380,0
^NDQ,5,20250701,212500,20230.68,20235.76,20225.51,20235.76,41324930,0
^NDQ,5,20250701,213000,20236.4,20237.44,20215.99,20216.74,46886374,0
^NDQ,5,20250701,213500,20216.85,20218.68,20204.39,20212.01,47650969,0
^NDQ,5,20250701,214000,20208.84,20222.25,20208.84,20221.67,50733912,0
^NDQ,5,20250701,214500,20224.41,20242.15,20223.73,20239.25,60508856,0
^NDQ,5,20250701,215000,20243.38,20250.28,20223.97,20229.77,109211651,0
^NDQ,5,20250701,215500,20217.53,20222.93,20202.89,20202.89,459875431,0
^NDQ,5,20250702,153000,20186.31,20220.91,20186.31,20205.14,122383797,0
^NDQ,5,20250702,153500,20224.62,20241.48,20223.46,20241.48,94613813,0
^NDQ,5,20250702,154000,20236.42,20240,20230.6,20234.34,101169833,0
^NDQ,5,20250702,154500,20234.55,20262.24,20234.55,20254.97,151690143,0
^NDQ,5,20250702,155000,20262.47,20264.02,20261.65,20264.02,47464083,0
^NDQ,5,20250702,155500,20251.69,20256.52,20245.21,20254.15,66116207,0
^NDQ,5,20250702,160000,20244.56,20254.66,20241.59,20254.66,95725598,0
^NDQ,5,20250702,160500,20272.74,20274.78,20269.59,20269.59,84810917,0
^NDQ,5,20250702,161000,20280.6,20299.96,20280.6,20296.93,86892538,0
^NDQ,5,20250702,161500,20297.24,20302.62,20296.45,20300.71,75077119,0
^NDQ,5,20250702,162000,20298.42,20303.98,20296.09,20303.98,86109541,0
^NDQ,5,20250702,162500,20307.92,20325.83,20307.92,20325.83,85404601,0
^NDQ,5,20250702,163000,20332.51,20339.79,20331.11,20333.51,123028215,0
^NDQ,5,20250702,163500,20347.24,20347.98,20344.39,20344.39,69844306,0
^NDQ,5,20250702,164000,20345.01,20350.82,20344.88,20350.82,48730980,0
^NDQ,5,20250702,164500,20326.63,20354.54,20326.63,20353.16,94473928,0
^NDQ,5,20250702,165000,20369.17,20369.85,20368.67,20369.71,24343558,0
^NDQ,5,20250702,165500,20358.24,20358.24,20345.56,20347.97,107190050,0
^NDQ,5,20250702,170000,20367.55,20368.31,20364.28,20364.28,50657719,0
^NDQ,5,20250702,170500,20381.08,20381.55,20372.44,20372.44,35652088,0
^NDQ,5,20250702,171000,20371.56,20373.92,20357.59,20359.62,71788847,0
^NDQ,5,20250702,171500,20363.59,20368.11,20358.1,20358.44,58997271,0
^NDQ,5,20250702,172000,20358.48,20365.13,20354.17,20354.17,54006659,0
^NDQ,5,20250702,172500,20354,20356.96,20339.28,20342.76,55976416,0
^NDQ,5,20250702,173000,20339.86,20352.6,20339.86,20352.35,52535184,0
^NDQ,5,20250702,173500,20354.03,20359.76,20348.01,20348.19,58157856,0
^NDQ,5,20250702,174000,20346.7,20351.37,20344.35,20346.45,43062165,0
^NDQ,5,20250702,174500,20343.71,20362.09,20343.24,20358.12,50251332,0
^NDQ,5,20250702,175000,20360.39,20361.63,20353.05,20353.88,52436522,0
^NDQ,5,20250702,175500,20353.78,20360.5,20351.54,20360.49,44964987,0
^NDQ,5,20250702,180000,20359.25,20362.61,20349.48,20354.08,52684953,0
^NDQ,5,20250702,180500,20354.65,20366.75,20352.38,20365.54,41244811,0
^NDQ,5,20250702,181000,20365.42,20365.42,20358.95,20359.36,41729817,0
^NDQ,5,20250702,181500,20358.47,20374.94,20358.02,20369.41,42683598,0
^NDQ,5,20250702,182000,20369.96,20376.37,20366.7,20375.38,44529897,0
^NDQ,5,20250702,182500,20375.38,20376.28,20359.06,20365.12,45045896,0
^NDQ,5,20250702,183000,20364.78,20368.06,20357.74,20367.37,44184802,0
^NDQ,5,20250702,183500,20367.75,20377.94,20367.71,20377.94,50295683,0
^NDQ,5,20250702,184000,20378.32,20378.39,20369.87,20369.87,41113110,0
^NDQ,5,20250702,184500,20371.35,20374.31,20365.04,20374.31,36834381,0
^NDQ,5,20250702,185000,20373.15,20374.29,20366.86,20368.53,39433924,0
^NDQ,5,20250702,185500,20367.84,20375.99,20367.84,20374.78,36125202,0
^NDQ,5,20250702,190000,20374.31,20377.22,20372.27,20376.38,37758181,0
^NDQ,5,20250702,190500,20375.8,20375.8,20369.88,20370.06,42344869,0
^NDQ,5,20250702,191000,20368.51,20374.17,20368.09,20368.8,45665081,0
^NDQ,5,20250702,191500,20360.32,20360.32,20357.71,20358.72,19009405,0
^NDQ,5,20250702,192000,20358.81,20359.68,20354.73,20355.05,34905515,0
^NDQ,5,20250702,192500,20365.39,20366.22,20361.98,20363.54,39183367,0
^NDQ,5,20250702,193000,20362.24,20362.24,20356.21,20358.63,17326087,0
^NDQ,5,20250702,193500,20359.15,20359.15,20350.92,20351.86,31526486,0
^NDQ,5,20250702,194000,20355.54,20355.67,20351.62,20352.76,35509648,0
^NDQ,5,20250702,194500,20351.99,20360.03,20350.83,20359.44,35769209,0
^NDQ,5,20250702,195000,20365.62,20366.32,20364.95,20365.92,18779852,0
^NDQ,5,20250702,195500,20367.81,20368.17,20364.61,20368.17,28871199,0
^NDQ,5,20250702,200000,20366.86,20366.86,20355.3,20357.12,52209524,0
^NDQ,5,20250702,200500,20364.94,20367.65,20364.78,20367.02,12075785,0
^NDQ,5,20250702,201000,20371.24,20371.24,20367.17,20367.39,30359714,0
^NDQ,5,20250702,201500,20367.6,20367.85,20363.55,20367.85,40842498,0
^NDQ,5,20250702,202000,20368.78,20368.78,20365.03,20367,24466047,0
^NDQ,5,20250702,202500,20367.02,20370.44,20367.02,20367.16,43581494,0
^NDQ,5,20250702,203000,20367.17,20369.39,20367.17,20369.25,19589301,0
^NDQ,5,20250702,203500,20370.89,20372.71,20369.3,20371.87,38328248,0
^NDQ,5,20250702,204000,20367.79,20369.72,20367.24,20368.71,26102198,0
^NDQ,5,20250702,204500,20366.31,20372.78,20364.16,20368.47,51777899,0
^NDQ,5,20250702,205000,20365.34,20366.15,20363.17,20363.17,38672783,0
^NDQ,5,20250702,205500,20364.9,20367.31,20364.89,20366.04,14815197,0
^NDQ,5,20250702,210000,20364.67,20370.29,20364.45,20369.24,45728395,0
^NDQ,5,20250702,210500,20379,20379.54,20373.12,20374.16,63926681,0
^NDQ,5,20250702,211000,20367.86,20372.78,20367.75,20372.78,25943851,0
^NDQ,5,20250702,211500,20371.64,20371.99,20367.28,20367.28,58286948,0
^NDQ,5,20250702,212000,20367.16,20377.61,20367.07,20374.03,40734101,0
^NDQ,5,20250702,212500,20374.43,20374.43,20370.23,20370.23,87089698,0
^NDQ,5,20250702,213000,20370.7,20373.46,20370.6,20373.28,33502624,0
^NDQ,5,20250702,213500,20372.01,20372.01,20367.79,20368.36,42873787,0
^NDQ,5,20250702,214000,20367.99,20367.99,20359.65,20367.44,77785009,0
^NDQ,5,20250702,214500,20364.13,20364.13,20359.89,20363.35,55460775,0
^NDQ,5,20250702,215000,20376.59,20379.07,20372.81,20379.07,145873804,0
^NDQ,5,20250702,215500,20389.44,20395.7,20389.44,20393.13,378480187,0
^NDQ,5,20250703,153000,20508.59,20526.98,20506.13,20507.22,175554776,0
^NDQ,5,20250703,153500,20511.18,20528.24,20501.84,20503.1,154667083,0
^NDQ,5,20250703,154000,20501.84,20502.05,20481.91,20502.05,141791060,0
^NDQ,5,20250703,154500,20509.3,20519.99,20502.55,20510.54,131391536,0
^NDQ,5,20250703,155000,20517.38,20531.3,20516.08,20531.2,178817966,0
^NDQ,5,20250703,155500,20539.59,20543.97,20534.39,20534.39,58350849,0
^NDQ,5,20250703,160000,20542.63,20564.02,20542.63,20558.39,129540236,0
^NDQ,5,20250703,160500,20568.59,20579.29,20568.59,20579.29,126702360,0
^NDQ,5,20250703,161000,20587.1,20588.85,20586.77,20588.85,74745831,0
^NDQ,5,20250703,161500,20574.63,20578.42,20570.42,20578.42,113457066,0
^NDQ,5,20250703,162000,20580.51,20585.03,20580.51,20585.03,45329150,0
^NDQ,5,20250703,162500,20584.57,20585.35,20579.16,20580.18,110859989,0
^NDQ,5,20250703,163000,20584.07,20587.24,20570.75,20573.97,43998761,0
^NDQ,5,20250703,163500,20574.11,20580.36,20574.11,20576.07,89227175,0
^NDQ,5,20250703,164000,20581.26,20583.4,20576.75,20579.16,85674743,0
^NDQ,5,20250703,164500,20579.49,20579.96,20573.27,20573.27,61209049,0
^NDQ,5,20250703,165000,20567.94,20567.97,20564.93,20567.3,37898131,0
^NDQ,5,20250703,165500,20577.27,20583.79,20577.27,20582.94,55288931,0
^NDQ,5,20250703,170000,20587.11,20593.24,20583.57,20587.59,54404514,0
^NDQ,5,20250703,170500,20585.01,20597.85,20584.21,20591.11,57394706,0
^NDQ,5,20250703,171000,20590.61,20596.18,20590.61,20594.1,77072409,0
^NDQ,5,20250703,171500,20593.47,20595.27,20593.47,20595.14,27597278,0
^NDQ,5,20250703,172000,20589.91,20596.34,20589.91,20593.79,77690819,0
^NDQ,5,20250703,172500,20587.89,20588.35,20587.89,20588.35,36778373,0
^NDQ,5,20250703,173000,20595.08,20599.97,20595.08,20599.97,41576772,0
^NDQ,5,20250703,173500,20598.13,20612.28,20596.93,20612.28,71433676,0
^NDQ,5,20250703,174000,20621.86,20624.16,20621.86,20623.38,36266164,0
^NDQ,5,20250703,174500,20623.23,20623.23,20617.73,20619.67,65632709,0
^NDQ,5,20250703,175000,20614.95,20614.95,20611.77,20611.77,44895107,0
^NDQ,5,20250703,175500,20605.16,20608.28,20605.16,20607,29699968,0
^NDQ,5,20250703,180000,20613.31,20614.44,20610.02,20610.14,35525675,0
^NDQ,5,20250703,180500,20610.02,20614.37,20610.02,20613.35,58504339,0
^NDQ,5,20250703,181000,20612.47,20613.53,20611.67,20613.53,30344016,0
^NDQ,5,20250703,181500,20614.87,20615.71,20606.77,20611.26,39974802,0
^NDQ,5,20250703,182000,20611.26,20611.26,20603.07,20605.09,45506965,0
^NDQ,5,20250703,182500,20602.3,20606.77,20601.16,20601.31,70933427,0
^NDQ,5,20250703,183000,20596.28,20598.72,20596.28,20598.72,35346042,0
^NDQ,5,20250703,183500,20596.46,20598.21,20596.46,20597.55,39828279,0
^NDQ,5,20250703,184000,20606.85,20608.01,20606.31,20607.6,52993951,0
^NDQ,5,20250703,184500,20600.27,20600.63,20593.9,20594.42,46997452,0
^NDQ,5,20250703,185000,20598.21,20598.21,20572.9,20572.9,110508032,0
^NDQ,5,20250703,185500,20589.94,20599.3,20587.5,20599.3,351760162,0
^NDQ,5,20250703,190000,20601.1,20601.1,20601.1,20601.1,0,0
^NDQ,5,20250707,153000,20500.09,20511.06,20470.05,20471.42,217156712,0
^NDQ,5,20250707,153500,20467.6,20483.09,20467.6,20483.09,182805515,0
^NDQ,5,20250707,154000,20462.35,20494.82,20462.35,20490.5,129273189,0
^NDQ,5,20250707,154500,20480.08,20480.08,20469,20474.13,156837560,0
^NDQ,5,20250707,155000,20508.58,20509.8,20502.23,20502.23,107187739,0
^NDQ,5,20250707,155500,20492.09,20497.11,20492,20497.11,81446631,0
^NDQ,5,20250707,160000,20487.86,20491.02,20487.4,20489.56,78893748,0
^NDQ,5,20250707,160500,20484.61,20488.71,20482.81,20483.8,121362600,0
^NDQ,5,20250707,161000,20486.62,20486.62,20479.83,20482.07,70225904,0
^NDQ,5,20250707,161500,20473.82,20485.64,20469.54,20483.26,127441654,0
^NDQ,5,20250707,162000,20483.21,20486.27,20483.21,20486.27,61305895,0
^NDQ,5,20250707,162500,20502.78,20504.91,20481.13,20481.13,105910600,0
^NDQ,5,20250707,163000,20473.2,20474.21,20470.46,20474.21,32926125,0
^NDQ,5,20250707,163500,20464.11,20474.03,20463.73,20474.03,94410687,0
^NDQ,5,20250707,164000,20470.83,20473.78,20469.57,20471.55,59542168,0
^NDQ,5,20250707,164500,20470.66,20482.1,20469.53,20480.84,90852553,0
^NDQ,5,20250707,165000,20466.14,20466.14,20460.92,20460.92,55989214,0
^NDQ,5,20250707,165500,20455.02,20455.02,20440.4,20440.4,54198680,0
^NDQ,5,20250707,170000,20440.63,20446.65,20440.06,20446.65,98660303,0
^NDQ,5,20250707,170500,20444.91,20448.81,20443.66,20448.07,23101504,0
^NDQ,5,20250707,171000,20446.65,20454.74,20442.67,20450.86,56076657,0
^NDQ,5,20250707,171500,20454.09,20460.61,20451.71,20456.07,71633187,0
^NDQ,5,20250707,172000,20453.05,20455,20444.75,20452.95,51195045,0
^NDQ,5,20250707,172500,20450.54,20464.42,20450.54,20464.09,55354750,0
^NDQ,5,20250707,173000,20462.54,20466.51,20462.54,20463.41,59458056,0
^NDQ,5,20250707,173500,20462.12,20463.34,20455.43,20461.77,47848735,0
^NDQ,5,20250707,174000,20463.03,20466.45,20452.83,20452.83,41069629,0
^NDQ,5,20250707,174500,20453.83,20455.57,20443.77,20446.17,38664633,0
^NDQ,5,20250707,175000,20447.21,20453.4,20445.41,20446.44,35455112,0
^NDQ,5,20250707,175500,20447.95,20469.23,20447.95,20464.62,42781870,0
^NDQ,5,20250707,180000,20465.1,20481.75,20465.1,20479.67,49157008,0
^NDQ,5,20250707,180500,20482.66,20486.47,20480.46,20486.31,33001412,0
^NDQ,5,20250707,181000,20486.56,20486.56,20476.64,20480.69,35033196,0
^NDQ,5,20250707,181500,20480.51,20489.81,20449.25,20454.24,41825680,0
^NDQ,5,20250707,182000,20453.85,20457.98,20378.68,20413.31,78717244,0
^NDQ,5,20250707,182500,20411.88,20427.51,20391.28,20426.28,47532400,0
^NDQ,5,20250707,183000,20427.94,20442.89,20427.94,20440.51,33483429,0
^NDQ,5,20250707,183500,20441.24,20450.45,20427.13,20429.55,37064853,0
^NDQ,5,20250707,184000,20430.59,20438.56,20417.6,20421.66,32755258,0
^NDQ,5,20250707,184500,20422.46,20422.76,20402.35,20406.35,35554048,0
^NDQ,5,20250707,185000,20404.79,20409.81,20393.61,20393.61,43935669,0
^NDQ,5,20250707,185500,20393.48,20407.47,20388.12,20400.42,39296039,0
^NDQ,5,20250707,190000,20400.85,20407.23,20396.43,20398.63,32728479,0
