WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow,Market,is_win
2024-10-30_1630,1630,BREAKOUT,BUY,2024-10-30 16:45:00,2024-10-31 05:15:00,166.377,166.164,166.164,166.80300000000005,0.2130000000000222,-0.2130000000000222,-1.0,SL_HIT,0.0560000000000115,0.4285714285715666,0.4925233909703442,0.1570000000000107,166.2425,0.1345000000000027,1.3808245068273803,1,0.1137001836393664,166.195342267745,166.0589279347767,165.94827254346745,165.86473457814267,165.8342985074627,0.1137001836393664,0.0683388831625563,,0.0,1.0,0,0,1,1,1630,166.321,166.164,EURJPY,False
2024-10-31_0300,300,BREAKOUT,SELL,2024-10-31 05:20:00,2024-11-08 05:30:00,166.029,164.721,166.683,164.721,0.6539999999999964,1.3079999999999927,2.0,TP_HIT,0.5560000000000116,0.8699186991870539,4.739740860667896,0.0979999999999847,166.634,-0.6050000000000182,0.8354219502614603,0,0.1173059912650295,166.26213787358495,166.36236145621191,166.42192742716722,166.31832555373015,165.90676816786353,0.1173059912650295,0.070653916644098,1.4581168486462774,0.0,0.3333333333333333,0,0,0,1,300,166.683,166.585,EURJPY,True
2024-11-08_0300,300,BREAKOUT,SELL,2024-11-08 05:35:00,2024-11-08 17:25:00,164.766,163.72399999999996,165.287,163.72399999999996,0.521000000000015,1.04200000000003,2.0,TP_HIT,0.3550000000000182,0.5645161290320954,4.563317026736157,0.1659999999999968,165.204,-0.4380000000000166,2.1338327505299963,0,0.0777942882162466,164.87498191913247,164.97914037472805,165.08663555972515,165.27662225956706,165.63731159131453,0.0777942882162466,0.0472150129372847,1.0415257787164875,0.0,0.0,0,0,0,0,300,165.287,165.121,EURJPY,True
2024-11-08_1630,1630,BREAKOUT,SELL,2024-11-08 17:30:00,2024-11-08 19:10:00,163.976,163.32,164.304,163.32,0.3280000000000029,0.6560000000000059,2.0,TP_HIT,0.1560000000000059,0.9339622641509016,1.2714559671119066,0.171999999999997,164.21800000000002,-0.2420000000000186,1.4018617073284352,0,0.1226939855057329,163.9354822261964,164.05063823419596,164.15514063066956,164.53289093162212,165.48539674628776,0.1226939855057329,0.0748243557018911,1.148980839355141,0.0,0.0,0,0,0,0,1630,164.304,164.132,EURJPY,True
2024-11-11_0300,300,BREAKOUT,BUY,2024-11-11 03:15:00,2024-11-11 04:30:00,164.168,164.382,164.061,164.382,0.1069999999999993,0.2139999999999986,2.0,TP_HIT,0.0109999999999956,0.7721518987341909,0.1732489328676339,0.0960000000000036,164.109,0.0589999999999975,1.5119906868454565,1,0.0634924545734427,164.06358085813696,163.96127550348865,163.81325706512425,163.93930561522066,165.30142813796652,0.0634924545734427,0.0386752927327145,0.9767599216357944,0.0,0.6666666666666666,0,0,1,0,300,164.157,164.061,EURJPY,True
2024-11-11_1000,1000,BREAKOUT,BUY,2024-11-11 10:15:00,2024-11-11 10:35:00,164.411,164.219,164.219,164.79500000000002,0.1920000000000072,-0.1920000000000072,-1.0,SL_HIT,0.0150000000000147,0.3018867924526784,0.1617666910419228,0.1769999999999925,164.3075,0.1034999999999968,1.9088469542927275,1,0.0927261348019255,164.31776937683475,164.33886060629004,164.36850987197212,164.20499278876508,165.2420078879189,0.0927261348019255,0.0563989847406351,1.3104302129036849,0.0,0.0,0,0,1,0,1000,164.396,164.219,EURJPY,False
2024-11-11_1630,1630,BREAKOUT,SELL,2024-11-11 16:45:00,2024-11-11 17:00:00,163.64,163.81,163.81,163.29999999999995,0.1700000000000159,-0.1700000000000159,-1.0,SL_HIT,0.004000000000019,0.2096774193549792,0.048948226780657,0.1659999999999968,163.727,-0.0870000000000175,2.0313514113875275,0,0.0817189970526121,163.7007496468065,163.75265494805183,163.86110116848565,164.0593450176319,165.16270177473078,0.0817189970526121,0.0499382773482107,1.0523760406524016,0.0,0.0,0,0,0,0,1630,163.81,163.644,EURJPY,False
2024-11-12_0300,300,BREAKOUT,SELL,2024-11-12 04:10:00,2024-11-12 05:45:00,163.826,163.506,163.986,163.506,0.1599999999999966,0.3199999999999932,2.0,TP_HIT,0.0370000000000061,0.8378378378376665,0.4867679827552969,0.1229999999999904,163.9245,-0.0985000000000013,1.6181746453753227,0,0.0760115728864739,163.91620101374878,163.89609050646845,163.84326646076698,163.86816383327084,165.0084396330749,0.0760115728864739,0.0463977469305689,1.2329480710751173,0.0,0.6666666666666666,0,0,0,0,300,163.986,163.863,EURJPY,True
2024-11-12_1000,1000,BREAKOUT,BUY,2024-11-12 10:50:00,2024-11-12 16:20:00,163.595,164.107,163.339,164.107,0.2560000000000002,0.5120000000000005,2.0,TP_HIT,0.0339999999999918,0.7777777777779127,0.3514923463483621,0.2220000000000084,163.45,0.1450000000000102,2.29503826145171,0,0.0967304134875659,163.5078871578732,163.49127497496258,163.49171122152563,163.6559435544684,164.92050419188865,0.0967304134875659,0.0591279767031791,1.0287399969836517,0.0,0.3333333333333333,0,0,0,0,1000,163.561,163.339,EURJPY,True
2024-11-12_1630,1630,BREAKOUT,SELL,2024-11-12 17:00:00,2024-11-12 18:20:00,163.807,164.023,164.023,163.37499999999997,0.2160000000000081,-0.2160000000000081,-1.0,SL_HIT,0.0550000000000068,0.8670886075950107,0.5890724927368045,0.1610000000000013,163.9425,-0.1355000000000075,1.7243758423748103,1,0.0933671164044331,163.9235368143184,163.89831359956446,163.79041254069662,163.69122684517913,164.8424590777072,0.0933671164044331,0.0569982457431203,1.109649164654555,0.0,0.6666666666666666,0,0,1,0,1630,164.023,163.862,EURJPY,False
2024-11-13_0300,300,BREAKOUT,BUY,2024-11-13 03:25:00,2024-11-13 03:45:00,164.485,164.321,164.321,164.81300000000005,0.1640000000000157,-0.1640000000000157,-1.0,SL_HIT,0.0170000000000243,0.892857142857161,0.2120771819214166,0.1469999999999913,164.3945,0.09050000000002,1.8338438672001056,1,0.0801594959250426,164.40023116696295,164.33020078345416,164.26058094854014,164.05301316947663,164.7818202919364,0.0801594959250426,0.0487336206493252,1.1997398936741297,0.0,0.6666666666666666,0,0,1,0,300,164.468,164.321,EURJPY,False
2024-11-13_1000,1000,BREAKOUT,BUY,2024-11-13 10:20:00,2024-11-13 15:40:00,164.528,164.375,164.375,164.83399999999995,0.1529999999999916,-0.1529999999999916,-1.0,SL_HIT,0.0079999999999813,0.6249999999999682,0.0945092467063013,0.1450000000000102,164.4475,0.0805000000000006,1.7129800965558246,1,0.0846478019747877,164.4506974325488,164.44325725374188,164.4283964413579,164.26014534616706,164.7589914428329,0.0846478019747877,0.0514488731248102,1.2082160642566366,0.0,0.6666666666666666,0,0,1,0,1000,164.52,164.375,EURJPY,False
2024-11-13_1630,1630,BREAKOUT,SELL,2024-11-13 16:45:00,2024-11-13 17:05:00,164.022,163.67399999999998,164.196,163.67399999999998,0.1740000000000066,0.3480000000000132,2.0,TP_HIT,0.0220000000000197,0.8389830508476455,0.1879247321449371,0.1519999999999868,164.12,-0.0980000000000131,1.2983890584546491,0,0.1170681461078377,164.15673641081372,164.28951291209043,164.41189660209764,164.37503566270198,164.74097442984646,0.1170681461078377,0.0713734414333673,1.0584086361258669,0.0,0.0,0,0,0,0,1630,164.196,164.044,EURJPY,True
2024-11-14_0300,300,BREAKOUT,BUY,2024-11-14 03:15:00,2024-11-14 03:40:00,164.577,164.432,164.432,164.86700000000002,0.1450000000000102,-0.1450000000000102,-1.0,SL_HIT,0.0020000000000095,0.3870967741936666,0.0242778520200348,0.1430000000000006,164.50349999999997,0.0735000000000241,1.7358664194242128,1,0.0823796107810149,164.49431449073433,164.40463829909464,164.31595586128483,164.27965673595435,164.69224596766068,0.0823796107810149,0.0500553605795554,1.1472279460116517,0.0,0.6666666666666666,0,0,1,0,300,164.575,164.432,EURJPY,False
2024-11-14_1000,1000,BREAKOUT,SELL,2024-11-14 10:20:00,2024-11-14 13:00:00,164.309,163.97299999999998,164.477,163.97299999999998,0.1680000000000063,0.3360000000000127,2.0,TP_HIT,0.0630000000000166,0.6290322580645642,0.8071633522913766,0.1049999999999897,164.42450000000002,-0.1155000000000257,1.3452722538184754,0,0.0780511154541049,164.37669188917863,164.39223597993742,164.425350298117,164.38710486011263,164.67753470458428,0.0780511154541049,0.0475026416411182,1.1819822038773748,0.0,0.0,0,0,0,0,1000,164.477,164.372,EURJPY,True
