WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EntryOffsetRatio,ATR_Ratio_Entry,Trend_Score_Entry,Consolidation_Score_Entry,MaxRetestDepth,MaxMaeRatio,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow
2025-02-25_1000,1000,BREAKOUT,BUY,2025-02-25 12:00:00,2025-02-25 12:15:00,156.705,156.798,156.32940000000002,157.45620000000002,0.3756000000000029,0.09299999999998931,0.24760383386578436,FILTER_EXIT,0.09700000000000841,0.5156250000002984,1.046112090466178,0.5289999999999964,156.3435,0.3615000000000066,5.705085524294396,0,0.09272428918853465,0.6833648393194879,0.8158477242284384,0.6666666666666666,0.0,1.4084132055377858,0.013312034078870702,156.68476938460088,156.63227803148627,156.62824701917424,156.71572806529028,157.7195106859647,0.09272428918853465,0.05917123843434136,0.8158477242284384,0.0,0.6666666666666666,0,0,0,0,1000,156.608,156.079
2025-02-26_0300,0300,BREAKOUT,BUY,2025-02-26 03:40:00,2025-02-26 10:45:00,156.816,156.707,156.618,157.21200000000002,0.1980000000000075,-0.10900000000000887,-0.5505050505050745,FILTER_EXIT,0.01300000000000523,0.9791666666665679,0.11355937616005926,0.3170000000000073,156.6445,0.17150000000000887,2.769101710978856,1,0.11447755737652202,0.541009463722413,0.9790037278685543,0.6666666666666666,0.0,1.601010101010077,0.7676767676768155,156.7127939989834,156.6693713114756,156.65918279028708,156.68169445884894,157.58376355423204,0.11447755737652202,0.0730011971842937,0.9790037278685543,0.0,0.6666666666666666,0,0,1,0,0300,156.803,156.486
2025-02-26_1630,1630,BREAKOUT,BUY,2025-02-26 17:35:00,2025-02-26 18:30:00,156.933,156.812,156.7464,157.30619999999996,0.18659999999998717,-0.1209999999999809,-0.6484458735262016,FILTER_EXIT,0.08799999999999386,0.5971223021582189,0.7586929369520865,0.22299999999998477,156.7335,0.19950000000000045,1.9225968743217674,1,0.11598895378348738,0.8946188340807807,1.0618135755280114,0.6666666666666666,0.0,1.1950696677384787,0.664523043944286,156.992592155867,156.94780742509545,156.89263317256098,156.8321618554853,157.49286205217743,0.11598895378348738,0.07390985566036931,1.0618135755280114,0.0,0.6666666666666666,0,0,1,0,1630,156.845,156.622
2025-02-27_0300,0300,BREAKOUT,BUY,2025-02-27 04:25:00,2025-02-27 04:30:00,156.302,156.261,156.2168,156.4724,0.08519999999999754,-0.04099999999999682,-0.48122065727697183,FILTER_EXIT,0.043000000000006366,0.5517241379312879,0.5956616984915205,0.09899999999998954,156.2095,0.09250000000000114,1.371407166294083,0,0.07218862671362189,0.9343434343435445,0.8494033263417475,0.6666666666666666,0.0,1.1619718309858262,0.6572769953049858,156.3693597951857,156.3338058290834,156.28583936931577,156.45230185633727,157.370606146226,0.07218862671362189,0.046185350612034326,0.8494033263417475,0.0,0.6666666666666666,0,0,0,0,0300,156.259,156.16
2025-02-28_1000,1000,BREAKOUT,BUY,2025-02-28 10:25:00,2025-02-28 11:35:00,156.541,156.451,156.4024,156.8182,0.13859999999999673,-0.09000000000000341,-0.6493506493506893,FILTER_EXIT,0.06299999999998818,0.7215189873417289,0.5022936987033414,0.16800000000000637,156.394,0.14699999999999136,1.3394498632092127,1,0.12542462738955534,0.8749999999999154,1.1246105561734332,0.6666666666666666,0.0,1.2121212121212868,0.873015873015961,156.35952647504877,156.16479872159348,155.8968800312961,155.81421162863185,157.03061545690846,0.12542462738955534,0.0801225413083827,1.1246105561734332,0.0,0.6666666666666666,0,0,1,0,1000,156.478,156.31
2025-02-28_1630,1630,BREAKOUT,BUY,2025-02-28 17:05:00,2025-02-28 17:55:00,156.886,156.7,156.6256,157.4068,0.26039999999999847,-0.18600000000000705,-0.7142857142857456,FILTER_EXIT,0.12600000000000477,0.27972027972022273,0.7162898011706856,0.3079999999999927,156.606,0.28000000000000114,1.7509306250837904,1,0.17590645545151365,0.9090909090909343,1.2503425855385275,0.6666666666666666,0.0,1.1827956989247101,0.9216589861751555,156.8093715236081,156.79405519912783,156.68427424886622,156.25769589049804,157.00057488687366,0.17590645545151365,0.1121237430054394,1.2503425855385275,0.0,0.6666666666666666,0,0,1,0,1630,156.76,156.452
2025-03-04_1000,1000,BREAKOUT,BUY,2025-03-04 10:25:00,2025-03-04 11:15:00,156.861,156.6,156.5304,157.52219999999997,0.3305999999999926,-0.2609999999999957,-0.7894736842105309,FILTER_EXIT,0.07899999999997931,0.614349775784719,0.42769131073933053,0.4720000000000084,156.546,0.3149999999999977,2.5553202363167147,1,0.18471266078194482,0.6673728813559154,1.2770395609765128,0.6666666666666666,0.0,1.4277071990321202,0.859044162129456,156.63864186477647,156.60903724614596,156.54563444894623,156.67955868762067,156.94193160617354,0.18471266078194482,0.1177556312798878,1.2770395609765128,0.0,0.6666666666666666,0,0,1,0,1000,156.782,156.31
2025-03-04_1630,1630,BREAKOUT,BUY,2025-03-04 19:05:00,2025-03-04 20:10:00,156.672,157.2492,156.3834,157.2492,0.2885999999999967,0.5772000000000048,2.0000000000000395,TP_HIT,0.1560000000000059,0.5975609756097794,0.9994249129940163,0.32499999999998863,156.3535,0.3185000000000002,2.0821352354040488,1,0.15608976519573703,0.980000000000035,0.8086833085056255,0.6666666666666666,0.0,1.1261261261260997,0.1386001386001126,156.61912244226602,156.45698331578362,156.3726461006018,156.49319318967974,156.89930791172822,0.15608976519573703,0.09962837341435421,0.8086833085056255,0.0,0.6666666666666666,0,0,1,0,1630,156.516,156.191
2025-03-05_0300,0300,BREAKOUT,BUY,2025-03-05 03:20:00,2025-03-05 03:30:00,159.345,159.187,159.1764,159.6822,0.16860000000000355,-0.15799999999998704,-0.9371293001185274,FILTER_EXIT,0.08299999999999841,0.5195312500000377,0.4868330968245801,0.1980000000000075,159.163,0.18199999999998795,1.1613608815815948,1,0.1704896411960785,0.9191919191918235,1.1450140842210865,1.0,0.0,1.41162514827992,1.9039145907472788,159.16313592506418,159.09622519299342,158.90862467109582,157.8234060291807,157.04286723310454,0.1704896411960785,0.10699403256837585,1.1450140842210865,0.0,1.0,0,0,1,1,0300,159.262,159.064
2025-03-05_1000,1000,BREAKOUT,BUY,2025-03-05 10:20:00,2025-03-05 10:30:00,159.762,159.564,159.4434,160.3992,0.31860000000000355,-0.1980000000000075,-0.6214689265536889,FILTER_EXIT,0.026999999999986812,0.5167464114833356,0.13055464313968668,0.5040000000000191,159.483,0.27899999999999636,2.437020005275434,1,0.20680995597451265,0.5535714285714004,1.2813435792213537,1.0,0.0,1.5819209039548445,0.6214689265536889,159.59303880857303,159.43918209993586,159.2819165394342,158.60398568651263,157.1915951423576,0.20680995597451265,0.12944877754066214,1.2813435792213537,0.0,1.0,0,0,1,1,1000,159.735,159.231
