Market,Status,Type,MaxFavorableR,MaxAdverseR,FirstMoveR,PostRetestDepthR,PreRetestDepthR,PreClosesBeyondEdge,BarsToHalfR,Risk,EntryTime
NDQ,SL_HIT,BUY,0.664321313397815,1.4983875696276667,-0.3262972735268493,1.3567868660216373,3.122544708296587,0.0,3.0,34.11000000000058,2025-06-12 16:45:00
NDQ,SL_HIT,BUY,0.9847669340915647,0.44399309434346146,0.05087844013403412,0.40976947293589994,0.9941098811820682,0.375,6.0,98.47000000000116,2025-06-13 16:50:00
NDQ,SL_HIT,SELL,0.26125073056697906,1.9374634716540227,-0.06662770309756745,1.8141437755698315,0.8766803039158089,0.7333333333333333,,17.110000000000582,2025-06-16 16:45:00
NDQ,SL_HIT,SELL,0.12411479686909772,1.6492732016398481,-0.7558702944465582,1.5475214312336094,1.4476332463659196,0.23529411764705882,,26.830000000001743,2025-06-17 16:55:00
NDQ,TP_HIT,SELL,0.48411829134709455,0.6111719605695412,-0.5016429353778776,0.41365461847391316,0.802482657904372,0.6875,,27.390000000003056,2025-06-18 16:50:00
NDQ,SL_HIT,SELL,0.7363941769317197,0.6304591265397507,0.48745800671895667,0.47905935050391024,2.55621500559913,0.0,3.0,89.29999999999927,2025-06-20 16:45:00
NDQ,SL_HIT,SELL,0.5970411233700367,1.0320962888665697,-0.5173019057171638,0.6780341023069253,0.8011534603811412,0.4117647058823529,9.0,39.88000000000102,2025-06-23 16:55:00
NDQ,TP_HIT,BUY,0.7985304574544531,0.4787864422848475,-0.07347712728131409,0.2521924626688729,1.6018013747334403,0.0,4.0,42.18999999999869,2025-06-24 17:00:00
NDQ,SL_HIT,SELL,0.6187454234805424,0.6763485477178904,0.2572614107883069,0.19087136929468204,1.25750549182326,0.2222222222222222,6.0,40.97000000000117,2025-06-25 17:00:00
NDQ,SL_HIT,BUY,0.46336939721783466,1.4071097372487593,-0.05965996908810389,1.1245749613600793,3.534466769706103,0.0,,32.35000000000218,2025-06-26 17:15:00
NDQ,SL_HIT,SELL,0.10156895127989299,1.4927057528212757,-0.1139554087530751,1.3575557390585558,1.0858794384805621,0.35294117647058826,,36.33000000000175,2025-06-27 16:55:00
NDQ,SL_HIT,BUY,0.5033486076841505,1.1540359534720752,-0.7529080014099876,1.101163200564072,0.9813182939725466,0.10526315789473684,12.0,28.36999999999898,2025-06-30 17:05:00
NDQ,SL_HIT,SELL,1.3107162089391775,0.13852988691439194,0.10137318255248995,0.1260096930533216,1.7870220786214819,0.0,4.0,74.27999999999884,2025-07-01 16:45:00
NDQ,TP_HIT,BUY,1.2875283446712178,1.20317460317459,0.750566893424028,1.0970521541949882,7.460770975056863,0.0,1.0,22.049999999999272,2025-07-02 16:45:00
NDQ,SL_HIT,SELL,0.11885656970906242,2.851554663991672,-0.7843530591774118,2.6785356068201414,0.9077231695083466,0.4375,,19.94000000000233,2025-07-03 16:50:00
NDQ,SL_HIT,BUY,0.07364114552883438,2.3834015195790443,-1.1642314436003047,1.9959088252481973,0.6931618936294669,0.6666666666666666,,17.110000000000582,2025-07-07 16:45:00
NDQ,SL_HIT,SELL,0.24427370252250347,0.642070165265311,-0.3018266164105515,0.21035082632650232,0.7464482458683955,0.3125,,68.97999999999956,2025-07-08 16:50:00
NDQ,SL_HIT,SELL,0.4483716622935465,0.45871276431549257,0.10263929618764821,0.19956783454236945,1.6715542521993798,0.0,,64.79000000000087,2025-07-09 16:45:00
NDQ,TP_HIT,BUY,1.1323335964219565,0.43883188634568265,0.2412523020257238,0.43383320178892604,1.6661404893447702,0.26666666666666666,8.0,38.01000000000204,2025-07-10 16:45:00
NDQ,SL_HIT,SELL,0.5418484728282167,1.151923839746124,-0.3401428004760177,0.7026973423244538,0.5593018643395412,0.5625,5.0,50.42000000000189,2025-07-11 16:50:00
NDQ,TP_HIT,BUY,0.8341452612931438,0.33148804251552727,0.24313551815765277,0.0874667847652954,2.0905668733392417,0.125,2.0,45.159999999999854,2025-07-14 16:50:00
NDQ,SL_HIT,SELL,0.7606641855138703,1.5519610649870792,0.7077011165187792,0.858860578299449,1.5714285714285416,0.125,1.0,34.93000000000029,2025-07-15 16:50:00
NDQ,SL_HIT,BUY,0.28196090996473944,5.907401473886708,-0.9147709067606559,5.83146427427123,1.982057033002317,0.0,,31.209999999999127,2025-07-16 16:50:00
NDQ,TP_HIT,BUY,1.3622117090479038,0.45180366646962167,-0.09609698403311732,0.19633353045533633,2.8701951507983603,0.0,4.0,33.81999999999971,2025-07-17 16:45:00
NDQ,SL_HIT,BUY,0.4073990013617012,1.0517476168860365,-0.12414888788018615,0.7246935996367613,0.7271901951882951,0.3,,44.06000000000131,2025-07-18 17:30:00
NDQ,TP_HIT,SELL,0.5967136150234535,0.2220657276995176,0.22253521126768838,0.018309859154902876,0.7962441314553853,0.6666666666666666,5.0,21.299999999999272,2025-07-21 16:45:00
NDQ,TP_HIT,BUY,0.2623745819398415,0.371070234113695,-0.1232441471571751,0.351839464882962,2.150836120401347,0.17647058823529413,,59.79999999999927,2025-07-22 16:55:00
NDQ,TP_HIT,BUY,1.1136690647481993,0.40467625899281634,0.16474820143891605,0.24676258992808495,1.7374100719424654,0.4666666666666667,3.0,27.799999999999272,2025-07-24 16:45:00
NDQ,TP_HIT,BUY,1.6380484114974985,0.4757942511346686,-0.2984114977306628,0.10627836611199176,1.1248108925869509,0.15,8.0,26.44000000000233,2025-07-25 17:30:00
