WindowID,WindowType,EntryType,Type,EntryTime,ExitTime,EntryPrice,ExitPrice,SL,TP,Risk,P&L,R_Multiple,Status,BreakoutDistance,BreakoutBodyPct,BreakoutAtrMultiple,RangeWidth,RangeMid,EntryOffset,RangeAtrRatio,PriceAboveEMA200_5M,ATR_Value,EntryOffsetRatio,ATR_Ratio_Entry,Trend_Score_Entry,Consolidation_Score_Entry,MaxRetestDepth,MaxMaeRatio,EMA_9_5M,EMA_21_5M,EMA_50_5M,EMA_200_5M,EMA_200_1H,ATR,ATR_Pct,ATR_Ratio,Consolidation_Score,Trend_Score,Is_Consolidating,Is_Tight_Range,Price_Above_EMA200_5M,Price_Above_EMA200_1H,ActiveWindowType,RangeHigh,RangeLow
2024-10-30_0300,0300,BREAKOUT,BUY,2024-10-30 05:00:00,2024-10-30 05:45:00,153.327,153.322,153.2766,153.4278,0.05040000000000191,-0.0049999999999954525,-0.09920634920625522,FILTER_EXIT,0.014000000000010004,0.29999999999965893,0.23777217900674186,0.06999999999999318,153.278,0.049000000000006594,1.188860895032744,0,0.05887989107259283,0.7000000000001624,0.953327222668925,0.6666666666666666,0.0,1.388888888888701,0.8134920634919696,153.31529636170262,153.28898236636954,153.27493921636307,153.40267563910848,153.63258019098126,0.05887989107259283,0.03840151510992378,0.953327222668925,0.0,0.6666666666666666,0,0,0,0,0300,153.313,153.243
2024-10-30_1630,1630,BREAKOUT,BUY,2024-10-30 17:20:00,2024-10-30 17:35:00,153.322,153.291,153.2278,153.5104,0.0942000000000064,-0.03100000000000591,-0.32908704883231216,FILTER_EXIT,0.04800000000000182,0.44827586206920206,0.5965351537065918,0.10900000000000887,153.21949999999998,0.10250000000002046,1.3546319115421113,1,0.08046466281450834,0.9403669724771755,0.7804730973721364,0.6666666666666666,0.0,1.1571125265392936,0.562632696390591,153.29550456092363,153.2444040682088,153.1927440316579,153.22288697796475,153.57697618861008,0.08046466281450834,0.052480833027555296,0.7804730973721364,0.0,0.6666666666666666,0,0,1,0,1630,153.274,153.165
2024-11-01_0300,0300,BREAKOUT,BUY,2024-11-01 03:55:00,2024-11-01 04:40:00,152.117,152.303,152.024,152.303,0.09300000000000068,0.18600000000000705,2.0000000000000613,TP_HIT,0.024999999999977263,0.9473684210526788,0.2849334786050017,0.13000000000002387,152.027,0.09000000000000341,1.4816540887476284,0,0.08773977744691183,0.6923076923075914,0.9083114133827052,0.6666666666666666,0.0,1.397849462365838,0.06451612903226003,152.1469833226338,152.09437333053978,152.05949077175305,152.27203195411133,153.3070830217163,0.08773977744691183,0.057679140034915116,0.9083114133827052,0.0,0.6666666666666666,0,0,0,0,0300,152.092,151.962
2024-11-01_1000,1000,BREAKOUT,BUY,2024-11-01 11:15:00,2024-11-01 13:00:00,152.741,152.624,152.6174,152.98820000000003,0.12360000000001037,-0.11700000000001864,-0.9466019417476442,FILTER_EXIT,0.05200000000002092,0.9255319148935703,0.5886779223843464,0.15399999999999636,152.612,0.1290000000000191,1.7433923085990526,1,0.0883335318392835,0.8376623376624814,1.087189386313086,0.6666666666666666,0.0,1.2459546925565004,1.0032362459547997,152.63689833263925,152.59110842495457,152.51863434194755,152.39181150551568,153.24623747308158,0.0883335318392835,0.05783223354520625,1.087189386313086,0.0,0.6666666666666666,0,0,1,0,1000,152.689,152.535
2024-11-01_1630,1630,BREAKOUT,BUY,2024-11-01 17:00:00,2024-11-01 17:05:00,152.982,152.943,152.8074,153.3312,0.1745999999999981,-0.03899999999998727,-0.22336769759443123,FILTER_EXIT,0.04400000000001114,0.7,0.3204988853778346,0.24699999999998568,152.8145,0.16749999999998977,1.7991641974613755,1,0.1372859688673792,0.6781376518218603,0.8090216896697645,0.6666666666666666,0.0,1.414662084765111,0.22336769759443123,152.84607249914615,152.6885221740246,152.58630085906108,152.4884041297525,153.20880787008537,0.1372859688673792,0.08973994905765331,0.8090216896697645,0.0,0.6666666666666666,0,0,1,0,1630,152.938,152.691
2024-11-04_1630,1630,BREAKOUT,BUY,2024-11-04 17:40:00,2024-11-04 19:25:00,151.99,151.939,151.8778,152.2144,0.11220000000000709,-0.051000000000016144,-0.4545454545455697,FILTER_EXIT,0.02200000000001978,0.8295454545453298,0.25293528346225774,0.16499999999999204,151.88549999999998,0.10450000000003001,1.8970146259651357,1,0.086978770612296,0.6333333333335458,0.9921055530501356,0.6666666666666666,0.0,1.4705882352939539,0.8734402852050535,151.88927324427448,151.85733183553054,151.83910526363783,151.98584706641657,152.98356359260913,0.086978770612296,0.057226640313373246,0.9921055530501356,0.0,0.6666666666666666,0,0,1,0,1630,151.968,151.803
2024-11-06_0300,0300,BREAKOUT,BUY,2024-11-06 04:05:00,2024-11-06 04:35:00,153.199,153.73420000000004,152.9314,153.73420000000004,0.2676000000000158,0.5352000000000317,2.0,TP_HIT,0.08200000000002206,0.7020648967551637,0.477701254562668,0.3640000000000043,152.935,0.26400000000001,2.120527520253249,1,0.17165540014143874,0.7252747252747441,0.9694930064576085,1.0,0.0,1.3602391629296815,0.14200298953665422,152.94383142576658,152.7391226213808,152.34233788443873,152.01407788411512,152.7377727243295,0.17165540014143874,0.11204733721593399,0.9694930064576085,0.0,1.0,0,0,1,1,0300,153.117,152.753
2024-11-06_1630,1630,BREAKOUT,BUY,2024-11-06 19:25:00,2024-11-06 19:40:00,154.48,154.59039999999996,154.4248,154.59039999999996,0.05519999999999072,0.11039999999997008,1.9999999999997942,TP_HIT,0.0049999999999954525,0.6547619047621827,0.05663095062427735,0.08699999999998909,154.4315,0.048499999999989996,0.9853785408631985,1,0.08829094240653594,0.5574712643677711,0.7913388071746644,1.0,0.0,1.5760869565218063,0.0,154.53502297279658,154.47157832354424,154.36980395376403,153.83261978428402,152.93311507363194,0.08829094240653594,0.05715363956922317,0.7913388071746644,0.0,1.0,0,0,1,1,1630,154.475,154.388
2024-11-07_0300,0300,BREAKOUT,BUY,2024-11-07 03:30:00,2024-11-07 03:35:00,154.632,154.58,154.482,154.93200000000002,0.15,-0.0519999999999925,-0.34666666666661666,FILTER_EXIT,0.0519999999999925,0.5371900826445679,0.5345544944876803,0.1980000000000075,154.481,0.15100000000001046,2.0354190367034612,1,0.0972772664643472,0.7626262626262865,1.0252996112825519,1.0,0.0,1.32000000000005,0.4600000000001122,154.54762074356833,154.52354191821823,154.50659035368795,154.25035554235228,153.05312350015427,0.0972772664643472,0.06290888461919085,1.0252996112825519,0.0,1.0,0,0,1,1,0300,154.58,154.382
2024-11-07_1000,1000,BREAKOUT,BUY,2024-11-07 11:15:00,2024-11-07 11:20:00,154.082,154.043,153.9836,154.2788,0.09839999999999235,-0.03899999999998727,-0.3963414634145355,FILTER_EXIT,0.01099999999999568,0.46464646464630227,0.1396001958511899,0.1529999999999916,153.99450000000002,0.08749999999997726,1.9417118150217518,0,0.07879645105742822,0.5718954248364841,0.8481480352149303,0.6666666666666666,0.0,1.5548780487805232,0.7215447154471898,154.0221859380688,153.98686051616937,154.02554621652604,154.1657169380633,153.13392833566905,0.07879645105742822,0.05113929664557069,0.8481480352149303,0.0,0.6666666666666666,0,0,0,1,1000,154.071,153.918
