Market,Status,Type,MaxFavorableR,MaxAdverseR,FirstMoveR,PostRetestDepthR,PreRetestDepthR,PreClosesBeyondEdge,BarsToHalfR,Risk,EntryTime
US500,TP_HIT,BUY,0.9250985545335436,0.813403416557144,-0.4848883048619919,0.7844940867279372,1.140604467805487,0.0,10.0,7.609999999999673,2025-01-23 16:55:00
US500,SL_HIT,BUY,1.5862068965520486,0.9336870026525116,-0.13793103448265048,0.8620689655173496,1.0610079575598148,0.0,12.0,3.769999999999527,2025-01-24 03:15:00
US500,SL_HIT,BUY,0.619834710743783,0.619834710743783,0.0688705234159759,0.5509641873278072,1.1019283746556143,0.0,3.0,3.630000000000109,2025-01-24 11:05:00
US500,SL_HIT,BUY,0.4375,1.6375000000000455,-0.125,1.5437500000000455,2.125,0.0,,8.0,2025-01-24 16:45:00
US500,TP_HIT,SELL,0.9692132269099725,0.45610034207528116,0.1995438996579355,0.45381984036495865,2.7628278221210696,0.0,2.0,8.769999999999527,2025-01-27 03:30:00
US500,TP_HIT,SELL,0.90625,0.5625,0.19562500000000682,0.140625,1.5043749999999818,0.0,4.0,16.0,2025-01-27 10:15:00
US500,TP_HIT,BUY,0.30233128834355116,0.4601226993865031,-0.2331288343558282,0.4171779141104294,0.9815950920245399,0.0,,40.75,2025-01-27 16:55:00
US500,SL_HIT,BUY,2.7333333333333334,2.6666666666666665,-0.06666666666666667,2.533333333333333,2.2,0.15,2.0,3.75,2025-01-31 03:15:00
US500,SL_HIT,BUY,1.0,1.6666666666666667,-0.2777777777777778,1.4444444444444444,1.2111111111110706,0.3,9.0,4.5,2025-01-31 10:30:00
US500,SL_HIT,BUY,1.4523809523809523,0.42857142857142855,0.5476190476190477,0.2857142857142857,0.988571428571439,0.05,1.0,10.5,2025-01-31 16:55:00
US500,SL_HIT,BUY,0.3482280431432483,1.3482280431432485,0.01926040061633212,1.1941448382125914,0.9614791987673359,0.5,,12.980000000000471,2025-02-03 03:15:00
US500,SL_HIT,BUY,0.14196078431372122,0.5980392156862745,-0.13254901960784743,0.19098039215685847,1.0223529411764591,0.0,,25.5,2025-02-03 10:15:00
US500,SL_HIT,SELL,0.14496240601502883,2.3248120300751935,0.13022556390977225,2.0655639097744447,0.7407518796992514,0.05,,33.25,2025-02-03 17:10:00
US500,TP_HIT,SELL,0.2392638036810261,0.3724802804557453,-0.0438212094653818,0.1560035056967369,1.3943908851884361,0.0,,11.409999999999854,2025-02-04 03:30:00
US500,SL_HIT,SELL,0.4547413793103848,0.5770474137931212,-0.026939655172414534,0.3523706896552291,0.8475215517241866,0.0,,18.55999999999949,2025-02-04 10:30:00
US500,TP_HIT,BUY,1.4241338112306128,0.535842293906778,0.03405017921150692,0.2801672640382115,0.7443249701314336,0.0,2.0,16.73999999999978,2025-02-04 16:50:00
US500,SL_HIT,BUY,0.46130030959779955,3.517027863777464,-0.38390092879255394,3.207430340557608,3.3095975232201376,0.05,,3.2299999999995634,2025-02-05 03:15:00
US500,SL_HIT,BUY,0.37950138504150766,1.7673130193905495,0.2576177285319275,1.4570637119113665,1.3642659279778415,0.0,,7.220000000000255,2025-02-05 10:20:00
US500,SL_HIT,SELL,1.5583864118896154,1.0392781316348076,1.3991507430998078,0.9851380042463465,0.9501061571125965,0.55,1.0,9.420000000000073,2025-02-05 16:55:00
US500,TP_HIT,BUY,0.2370820668692261,0.5167173252279139,0.07294832826741166,0.42249240121563314,1.1398176291793438,0.0,,3.289999999999964,2025-02-06 04:25:00
US500,SL_HIT,BUY,1.25602968460133,0.33395176252309217,0.37291280148431083,0.118738404452595,0.7847866419295029,0.65,1.0,5.389999999999418,2025-02-06 10:25:00
US500,TP_HIT,SELL,0.925026399155225,0.9429778247095184,-0.49841605068639144,0.9387539598731972,1.1774023231255897,0.0,7.0,9.470000000000256,2025-02-06 17:00:00
US500,SL_HIT,BUY,0.17647058823529413,0.7600000000001113,0.058823529411764705,0.34823529411775833,1.7647058823529411,0.0,,4.25,2025-02-07 03:35:00
US500,SL_HIT,SELL,0.06451612903225806,0.7096774193548387,-0.24129032258063107,0.41935483870967744,0.7096774193548387,0.35,,7.75,2025-02-07 10:20:00
US500,SL_HIT,BUY,0.21153846153846154,3.173076923076923,0.07692307692307693,3.0961538461538463,2.4330769230769316,0.0,,13.0,2025-02-07 16:45:00
US500,SL_HIT,SELL,0.8888888888888888,0.6111111111111112,0.0,0.3333333333333333,0.7222222222222222,0.65,8.0,4.5,2025-02-10 03:20:00
US500,TP_HIT,BUY,0.5,0.7916666666666666,-0.2300000000000182,0.6666666666666666,0.875,0.0,12.0,6.0,2025-02-10 10:20:00
US500,SL_HIT,BUY,0.8596491228070176,0.5789473684210527,0.3157894736842105,0.5614035087719298,0.9824561403508771,0.5,6.0,14.25,2025-02-10 17:00:00
US500,SL_HIT,BUY,0.43215031315234337,0.45615866388308185,-0.1440501043841461,0.07828810020876886,0.6221294363256871,0.8,,9.579999999999927,2025-02-11 10:15:00
US500,SL_HIT,BUY,1.3665568369027008,0.32866556836907607,0.4901153212520311,0.2710049423393637,1.4341021416803448,0.0,1.0,12.140000000000327,2025-02-11 17:20:00
US500,TP_HIT,BUY,0.8165507140241617,0.5657268399853383,0.14280483339434563,0.39143170999631793,0.9366532405712029,0.25,10.0,27.3100000000004,2025-02-12 16:45:00
US500,SL_HIT,BUY,0.05423151750971596,0.2254377431906677,-0.042315175097292254,0.0,0.4499027237353998,0.35,,41.1200000000008,2025-02-13 17:40:00
