epoch,loss,val_loss,accuracy,val_accuracy
1,0.7778290510177612,0.7055042386054993,0.49478331208229065,0.45993590354919434
2,0.743026852607727,0.6924251317977905,0.49438202381134033,0.5352563858032227
3,0.7244700789451599,0.6922035217285156,0.5148475170135498,0.5400640964508057
4,0.7323957085609436,0.6938771605491638,0.5040128231048584,0.5400640964508057
5,0.7232689261436462,0.6920448541641235,0.5024077296257019,0.5400640964508057
6,0.7238502502441406,0.7018702626228333,0.5016051530838013,0.45673078298568726
7,0.7292729020118713,0.6993062496185303,0.4855537712574005,0.45993590354919434
8,0.7093007564544678,0.6969056725502014,0.5056179761886597,0.45192307233810425
9,0.7089658975601196,0.6938613057136536,0.5152487754821777,0.5064102411270142
10,0.7181808352470398,0.6946877241134644,0.4691011309623718,0.48237180709838867
11,0.7123976349830627,0.6970499753952026,0.49919742345809937,0.4583333432674408
12,0.7082251310348511,0.6975937485694885,0.51203852891922,0.4711538553237915
13,0.705117404460907,0.6969828605651855,0.5200642347335815,0.43589743971824646
14,0.7012167572975159,0.6944761276245117,0.5112359523773193,0.5064102411270142
15,0.7088431715965271,0.6914616227149963,0.4835473597049713,0.5352563858032227
16,0.7008277177810669,0.6924681067466736,0.5024077296257019,0.5336538553237915
17,0.6983869671821594,0.6935883164405823,0.5156500935554504,0.49358972907066345
18,0.7009921669960022,0.6974062323570251,0.5144461989402771,0.4455128312110901
19,0.7094328999519348,0.6939322352409363,0.46508827805519104,0.47275641560554504
20,0.7038267850875854,0.6955958604812622,0.4983948767185211,0.5016025900840759
21,0.7000358700752258,0.6924333572387695,0.4979935884475708,0.5176281929016113
22,0.6997281908988953,0.6956527829170227,0.4983948767185211,0.45993590354919434
23,0.6986531019210815,0.700310230255127,0.5012038350105286,0.4583333432674408
24,0.6982050538063049,0.6963750123977661,0.5104333758354187,0.45993590354919434
25,0.6990072727203369,0.6948655247688293,0.5028089880943298,0.46474358439445496
26,0.7043531537055969,0.6958376169204712,0.48675763607025146,0.4615384638309479
27,0.6988512277603149,0.6941421627998352,0.49678972363471985,0.4583333432674408
28,0.6977723836898804,0.6956570744514465,0.5040128231048584,0.4583333432674408
29,0.6956411600112915,0.6949473023414612,0.5148475170135498,0.45993590354919434
30,0.6987962126731873,0.692412793636322,0.4995987117290497,0.4759615361690521
31,0.6997795104980469,0.6952316761016846,0.5044141411781311,0.45673078298568726
32,0.6982722282409668,0.6945591568946838,0.49919742345809937,0.4615384638309479
33,0.6951408982276917,0.6922594904899597,0.5096307992935181,0.4967948794364929
34,0.6938437223434448,0.6931784152984619,0.521669328212738,0.5032051205635071
35,0.6964407563209534,0.6954448819160461,0.5060192346572876,0.4791666567325592
